Orthogroup	BCOP.longest_only	DSER.longest_only
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER, LOC110186649|XP_020811608.1|DSER
OG0000081	LOC119072492|XP_037033632.1|BCOP	LOC110187188|XP_020812250.1|DSER
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC110191132|XP_020817548.1|DSER, LOC110177382|XP_020799743.1|DSER, LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC110183364|XP_020807285.1|DSER
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC110178501|XP_020801310.1|DSER
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC110182637|XP_020806367.1|DSER
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC110182850|XP_020806645.1|DSER
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC110183207|XP_020807079.1|DSER
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC110185908|XP_020810581.1|DSER, LOC110187344|XP_020812391.1|DSER
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC110189420|XP_020815137.1|DSER
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC110185864|XP_020810532.1|DSER, LOC110181272|XP_020804642.1|DSER, LOC110179240|XP_020802358.1|DSER, LOC110181275|XP_020804649.1|DSER
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC110177136|XP_020799368.1|DSER
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC110188209|XP_020813497.1|DSER
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC110190534|XP_020816740.1|DSER
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC110191832|XP_020818460.1|DSER, LOC110190013|XP_020816009.1|DSER, LOC110189985|XP_020815933.1|DSER, LOC110178630|XP_020801475.1|DSER
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC110186300|XP_020811077.1|DSER
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC110183974|XP_020807988.1|DSER, LOC110187866|XP_020813010.1|DSER, LOC110187865|XP_020813009.1|DSER
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC110186678|XP_020811604.1|DSER, LOC110186502|XP_020811356.1|DSER, LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC110177009|XP_020799178.1|DSER
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC110190876|XP_020817192.1|DSER, LOC110185692|XP_020810319.1|DSER, LOC110184141|XP_020808211.1|DSER
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC110178984|XP_020801957.1|DSER, LOC110184366|XP_020808519.1|DSER
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC110184690|XP_020808961.1|DSER, LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC110181381|XP_020804769.1|DSER, LOC110185590|XP_020810184.1|DSER, LOC110186183|XP_020810901.1|DSER, LOC110181328|XP_020804706.1|DSER
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC110180153|XP_020803462.1|DSER, LOC110180154|XP_020803466.1|DSER
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC110180130|XP_020803432.1|DSER
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC110190009|XP_020815966.1|DSER, LOC110190010|XP_020815968.1|DSER, LOC110190014|XP_020815971.1|DSER, LOC110190012|XP_020815970.1|DSER, LOC110190011|XP_020815969.1|DSER, LOC110190008|XP_020815965.1|DSER, LOC110190179|XP_020816186.1|DSER
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC110177925|XP_020800564.1|DSER
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER, LOC110191485|XP_020818009.1|DSER
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC110188717|XP_020814187.1|DSER
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC110183736|XP_020807742.1|DSER, LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC110185918|XP_020810590.1|DSER, LOC110177255|XP_020799565.1|DSER, LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC110183319|XP_020807224.1|DSER
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC110176728|XP_020798829.1|DSER, LOC110176727|XP_020798828.1|DSER, LOC110176715|XP_020798814.1|DSER, LOC110176729|XP_020798830.1|DSER
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC110180114|XP_020803416.1|DSER, LOC110176534|XP_020798578.1|DSER
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC110188760|XP_020814262.1|DSER
OG0000115	LOC119072021|XP_037033034.1|BCOP	LOC110182509|XP_020806218.1|DSER
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC110186010|XP_020810704.1|DSER, LOC110186011|XP_020810706.1|DSER, LOC110186013|XP_020810708.1|DSER, LOC110186015|XP_020810710.1|DSER
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER, LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER, LOC110188489|XP_020813877.1|DSER, LOC110188600|XP_020814022.1|DSER
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC110178156|XP_020800849.1|DSER
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC110180259|XP_020803574.1|DSER
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC110182279|XP_020805957.1|DSER, LOC110176072|XP_020797952.1|DSER, LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC110187741|XP_020812858.1|DSER
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER, LOC110188560|XP_020813977.1|DSER
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC110183494|XP_020807436.1|DSER, LOC110179824|XP_020803088.1|DSER, LOC110177643|XP_020800117.1|DSER, LOC110180998|XP_020804332.1|DSER, LOC110183493|XP_020807435.1|DSER
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC110187779|XP_020812906.1|DSER
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER, LOC110188245|XP_020813568.1|DSER
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC110187719|XP_020812822.1|DSER
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC110183406|XP_020807340.1|DSER
OG0000136	LOC119080269|XP_037044424.1|BCOP	LOC110188549|XP_020813969.1|DSER
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC110178781|XP_020801686.1|DSER, LOC110191367|XP_020817876.1|DSER
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC110178723|XP_020801587.1|DSER
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC110188322|XP_020813689.1|DSER, LOC110188321|XP_020813688.1|DSER, LOC110188325|XP_020813692.1|DSER, LOC110188407|XP_020813791.1|DSER, LOC110188327|XP_020813693.1|DSER
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC110186511|XP_020811367.1|DSER
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC110189884|XP_020815789.1|DSER, LOC110190145|XP_020816133.1|DSER
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC110186134|XP_020810839.1|DSER
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC110179073|XP_020802111.1|DSER
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC110185184|XP_020809560.1|DSER
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC110185174|XP_020809551.1|DSER
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC110188342|XP_020813709.1|DSER
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC110191988|XP_020818678.1|DSER
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC110182224|XP_020805911.1|DSER
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC110179043|XP_020802056.1|DSER, LOC110181169|XP_020804501.1|DSER, LOC110181174|XP_020804510.1|DSER
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC110183933|XP_020807956.1|DSER
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC110176636|XP_020798723.1|DSER, LOC110176639|XP_020798725.1|DSER
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC110176893|XP_020799037.1|DSER
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC110185060|XP_020809396.1|DSER, LOC110185012|XP_020809323.1|DSER, LOC110185018|XP_020809329.1|DSER, LOC110181929|XP_020805524.1|DSER
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC110177308|XP_020799632.1|DSER, LOC110188065|XP_020813274.1|DSER, LOC110177320|XP_020799653.1|DSER, LOC110177321|XP_020799654.1|DSER
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC110190348|XP_020816412.1|DSER, LOC110190356|XP_020816425.1|DSER, LOC110176214|XP_020798148.1|DSER
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC110176748|XP_020798855.1|DSER, LOC110176756|XP_020798866.1|DSER, LOC110176749|XP_020798856.1|DSER, LOC110176745|XP_020798847.1|DSER, LOC110176754|XP_020798859.1|DSER
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC110189543|XP_020815334.1|DSER, LOC110189633|XP_020815436.1|DSER, LOC110189502|XP_020815266.1|DSER
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC110183284|XP_020807214.1|DSER, LOC110186831|XP_020811782.1|DSER, LOC110187526|XP_020812584.1|DSER
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC110190352|XP_020816415.1|DSER
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC110178894|XP_020801829.1|DSER
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC110191143|XP_020817557.1|DSER, LOC110191151|XP_020817567.1|DSER
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC110177490|XP_020799901.1|DSER, LOC110177487|XP_020799898.1|DSER, LOC110188832|XP_020814382.1|DSER, LOC110185099|XP_020809448.1|DSER, LOC110182360|XP_020806059.1|DSER
OG0000164	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP	LOC110189443|XP_020815172.1|DSER, LOC110189350|XP_020815051.1|DSER, LOC110189584|XP_020815376.1|DSER
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC110181676|XP_020805169.1|DSER
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC110179192|XP_020802264.1|DSER
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC110179223|XP_020802319.1|DSER, LOC110179251|XP_020802368.1|DSER
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC110190215|XP_020816230.1|DSER, LOC110190360|XP_020816428.1|DSER, LOC110190197|XP_020816208.1|DSER, LOC110190265|XP_020816290.1|DSER
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC110191428|XP_020817946.1|DSER, LOC110191427|XP_020817945.1|DSER
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC110190646|XP_020816904.1|DSER, LOC110186514|XP_020811370.1|DSER
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC110177068|XP_020799245.1|DSER, LOC110176923|XP_020799076.1|DSER, LOC110177035|XP_020799211.1|DSER
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC110186117|XP_020810825.1|DSER
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC110183443|XP_020807382.1|DSER
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC110180113|XP_020803407.1|DSER
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC110182791|XP_020806578.1|DSER
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC110178552|XP_020801382.1|DSER, LOC110177851|XP_020800459.1|DSER
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC110191000|XP_020817373.1|DSER
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC110176535|XP_020798575.1|DSER
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC110184247|XP_020808363.1|DSER
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC110176443|XP_020798451.1|DSER
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC110176172|XP_020798072.1|DSER
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC110178294|XP_020801039.1|DSER, LOC110178325|XP_020801094.1|DSER
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC110185995|XP_020810682.1|DSER
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC110187714|XP_020812810.1|DSER
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC110187646|XP_020812714.1|DSER
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC110187645|XP_020812713.1|DSER, LOC110187684|XP_020812774.1|DSER
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC110180536|XP_020803884.1|DSER, LOC110178778|XP_020801683.1|DSER, LOC110190803|XP_020817105.1|DSER
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC110182699|XP_020806454.1|DSER, LOC110182716|XP_020806474.1|DSER, LOC110182704|XP_020806459.1|DSER
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC110182950|XP_020806800.1|DSER, LOC110186903|XP_020811881.1|DSER, LOC110182951|XP_020806801.1|DSER
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC110185712|XP_020810389.1|DSER, LOC110181907|XP_020805500.1|DSER, LOC110185647|XP_020810264.1|DSER, LOC110181797|XP_020805338.1|DSER
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC110184545|XP_020808779.1|DSER
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC110191135|XP_020817546.1|DSER, LOC110190049|XP_020816013.1|DSER, LOC110179507|XP_020802743.1|DSER
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC110185585|XP_020810176.1|DSER
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC110183080|XP_020806925.1|DSER
OG0000190	LOC119071110|XP_037031649.1|BCOP	LOC110191400|XP_020817920.1|DSER
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC110182494|XP_020806199.1|DSER
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC110189394|XP_020815103.1|DSER, LOC110189717|XP_020815566.1|DSER
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC110186295|XP_020811069.1|DSER, LOC110191396|XP_020817913.1|DSER, LOC110191254|XP_020817693.1|DSER
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC110176928|XP_020799083.1|DSER, LOC110177045|XP_020799221.1|DSER, LOC110185338|XP_020809775.1|DSER
OG0000195	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP	LOC110178452|XP_020801245.1|DSER
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC110184873|XP_020809178.1|DSER
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC110187128|XP_020812198.1|DSER
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC110187136|XP_020812210.1|DSER
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC110187067|XP_020812115.1|DSER
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC110181234|XP_020804600.1|DSER, LOC110177804|XP_020800352.1|DSER
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC110186857|XP_020811808.1|DSER, LOC110186858|XP_020811809.1|DSER, LOC110186859|XP_020811810.1|DSER, LOC110186856|XP_020811806.1|DSER
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC110191125|XP_020817537.1|DSER, LOC110190864|XP_020817172.1|DSER
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC110187681|XP_020812770.1|DSER
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC110177515|XP_020799931.1|DSER, LOC110177516|XP_020799932.1|DSER
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC110180034|XP_020803301.1|DSER, LOC110180025|XP_020803286.1|DSER, LOC110180019|XP_020803276.1|DSER
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC110191720|XP_020818296.1|DSER, LOC110186845|XP_020811792.1|DSER
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC110180236|XP_020803552.1|DSER
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC110184947|XP_020809254.1|DSER
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC110180243|XP_020803558.1|DSER
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC110183645|XP_020807626.1|DSER
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC110190807|XP_020817113.1|DSER
OG0000209	LOC119074339|XP_037036325.1|BCOP	LOC110176896|XP_020799039.1|DSER, LOC110181400|XP_020804794.1|DSER, LOC110181402|XP_020804796.1|DSER, LOC110181401|XP_020804795.1|DSER, LOC110179855|XP_020803115.1|DSER, LOC110189719|XP_020815568.1|DSER
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC110177952|XP_020800601.1|DSER, LOC110187574|XP_020812619.1|DSER, LOC110187573|XP_020812618.1|DSER, LOC110184808|XP_020809103.1|DSER
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC110178150|XP_020800837.1|DSER, LOC110191448|XP_020817974.1|DSER, LOC110176529|XP_020798567.1|DSER, LOC110178617|XP_020801461.1|DSER
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC110191447|XP_020817970.1|DSER
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC110176980|XP_020799148.1|DSER, LOC110182710|XP_020806467.1|DSER, LOC110185919|XP_020810591.1|DSER
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC110179038|XP_020802052.1|DSER, LOC110176797|XP_020798892.1|DSER
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC110179390|XP_020802576.1|DSER, LOC110177801|XP_020800351.1|DSER, LOC110186185|XP_020810903.1|DSER
