Orthogroup	BCOP.longest_only	DVIR.longest_only
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC6625031|XP_002050290.1|DVIR
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC6625945|XP_015029990.1|DVIR
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC6633896|XP_002057589.1|DVIR, LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC6624854|XP_002049202.1|DVIR
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC6628498|XP_002051493.2|DVIR, LOC6623155|XP_015030407.1|DVIR, LOC26531309|XP_015031726.1|DVIR, LOC6623099|XP_002048556.1|DVIR
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC6635266|XP_002058736.2|DVIR
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC6625113|XP_002049287.1|DVIR, LOC6625413|XP_002049290.1|DVIR, LOC6622878|XP_002046497.1|DVIR, LOC6623278|XP_002048567.1|DVIR, LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC6627714|XP_002051636.1|DVIR, LOC6632846|XP_002056244.1|DVIR, LOC6632847|XP_002056245.1|DVIR
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC6630632|XP_002053630.3|DVIR, LOC6630635|XP_002053633.1|DVIR, LOC6630634|XP_002053632.1|DVIR
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC6627672|XP_002051948.1|DVIR
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC6627066|XP_002050185.1|DVIR, LOC6631541|XP_002055065.2|DVIR
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC6623745|XP_002047834.1|DVIR, LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC6633088|XP_002056271.1|DVIR, LOC6633047|XP_002056270.1|DVIR, LOC6633089|XP_002056272.1|DVIR, LOC6628330|XP_002051202.1|DVIR
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC6626032|XP_002049608.1|DVIR, LOC6633367|XP_032296645.1|DVIR
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC6633490|XP_015025434.1|DVIR
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC6622499|XP_032291169.1|DVIR, LOC6622530|XP_015030654.1|DVIR, LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR, LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC6626051|XP_002050456.1|DVIR
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR, LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC6623499|XP_002046233.3|DVIR
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC6634072|XP_002057874.1|DVIR, LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC6634229|XP_002057740.1|DVIR, LOC6631244|XP_002053645.1|DVIR, LOC6631241|XP_032293557.1|DVIR
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC6622405|XP_002046654.1|DVIR, LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR, LOC6622454|XP_002046656.2|DVIR, LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC6625186|XP_002049119.1|DVIR, LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC26530946|XP_015024980.1|DVIR, LOC6622156|XP_002048476.2|DVIR, LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC6633971|XP_002057479.1|DVIR, LOC6633970|XP_002057478.1|DVIR, LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC6627951|XP_002051424.1|DVIR, LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC6632723|XP_002056046.1|DVIR, LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC6625102|XP_002050121.1|DVIR
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC6628202|XP_002052211.2|DVIR, LOC6635441|XP_002058981.1|DVIR, LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC6632605|XP_015026066.1|DVIR
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR, LOC6632492|XP_032289615.1|DVIR
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC6633554|XP_002057251.1|DVIR, LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC6632894|XP_015026057.1|DVIR
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC6628376|XP_002052628.1|DVIR, LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC6629234|XP_032294008.1|DVIR
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC6636844|XP_032291502.1|DVIR, LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC6623869|XP_002046853.1|DVIR
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC6629259|XP_032295167.1|DVIR, LOC6629610|XP_002054675.3|DVIR, LOC6629608|XP_002054673.2|DVIR, LOC6629609|XP_002054674.2|DVIR
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC6630875|XP_002054323.2|DVIR, LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC6624546|XP_002046960.1|DVIR, LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC6636755|XP_032296696.1|DVIR
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC6631571|XP_002055558.2|DVIR, LOC6627695|XP_002052255.1|DVIR, LOC6627697|XP_002052257.1|DVIR, LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC6634949|XP_002058537.1|DVIR, LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC6627743|XP_002051297.1|DVIR, LOC6634481|XP_002058158.1|DVIR
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC6635099|XP_002058361.1|DVIR, LOC26531881|XP_015031806.2|DVIR
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC6622871|XP_032290541.1|DVIR, LOC6622732|XP_002046664.1|DVIR, LOC6622713|XP_002046665.2|DVIR
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC6626201|XP_002049879.1|DVIR, LOC6626203|XP_002049881.1|DVIR, LOC6626202|XP_002049880.1|DVIR
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC6625323|XP_002049089.1|DVIR, LOC6623768|XP_002047813.2|DVIR, LOC6623710|XP_002047812.1|DVIR
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC6623061|XP_002047662.1|DVIR
OG0000159	LOC119077378|XP_037040467.1|BCOP	LOC6624645|XP_002047661.1|DVIR
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC26531581|XP_032289971.1|DVIR
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC6630948|XP_002053938.1|DVIR, LOC6630855|XP_002053937.1|DVIR
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC6628081|XP_002051165.1|DVIR, LOC26531809|XP_015028988.1|DVIR, LOC6635651|XP_002059197.1|DVIR
OG0000164	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP	LOC6624521|XP_002047648.1|DVIR, LOC6623967|XP_002048514.1|DVIR, LOC6624737|XP_002049740.1|DVIR
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC6631307|XP_002055050.2|DVIR, LOC6632451|XP_002056513.2|DVIR
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC6625965|XP_002050959.2|DVIR
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC6626384|XP_002050058.1|DVIR, LOC6626385|XP_032292428.1|DVIR
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC6623487|XP_032290652.1|DVIR, LOC6623242|XP_002046787.3|DVIR, LOC6623587|XP_002046786.2|DVIR
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC6635007|XP_002058651.1|DVIR
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC6623321|XP_002048206.3|DVIR, LOC6635089|XP_002058419.1|DVIR
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC6627500|XP_002052783.1|DVIR, LOC6627501|XP_002052784.1|DVIR
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC6634090|XP_002057510.3|DVIR
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC6628333|XP_032293686.1|DVIR
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC6636703|XP_002060176.2|DVIR
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC26531776|XP_032291441.1|DVIR, LOC6623137|XP_002046100.2|DVIR, LOC6634114|XP_032293821.1|DVIR, LOC26531600|XP_032294232.1|DVIR, LOC26531579|XP_032291437.1|DVIR, LOC6623100|XP_002046099.1|DVIR
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC6625358|XP_002050230.1|DVIR, LOC6625360|XP_002050232.1|DVIR, LOC26531341|XP_015030314.1|DVIR, LOC6624947|XP_002050227.3|DVIR
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC6630589|XP_002053280.1|DVIR
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC6630464|XP_015027450.1|DVIR, LOC6630465|XP_002053462.3|DVIR, LOC116649753|XP_032290680.1|DVIR, LOC116650632|XP_032290685.1|DVIR
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC6631752|XP_002055002.1|DVIR
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC6630905|XP_015026920.1|DVIR
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC6622328|XP_002048406.1|DVIR, LOC6623121|XP_002048558.1|DVIR, LOC6623127|XP_002048560.1|DVIR
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC6625988|XP_032293143.1|DVIR, LOC6626070|XP_032293124.1|DVIR
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC6628569|XP_032293612.1|DVIR
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC6635112|XP_002058672.1|DVIR
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC6632407|XP_002056622.1|DVIR, LOC6632408|XP_002056623.1|DVIR
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC6632406|XP_002056621.1|DVIR, LOC6632405|XP_002056620.1|DVIR
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC6636939|XP_002060388.2|DVIR, LOC6623592|XP_032290877.1|DVIR, LOC6632192|XP_002055647.3|DVIR, LOC6623437|XP_032291055.1|DVIR
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC6635619|XP_002059138.1|DVIR, LOC6635618|XP_032294720.1|DVIR
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC6624569|XP_002047651.2|DVIR, LOC6632994|XP_002056495.1|DVIR, LOC6636335|XP_002059934.1|DVIR
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC6634660|XP_002058113.1|DVIR
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC6632418|XP_002055799.2|DVIR, LOC6636688|XP_002060166.2|DVIR, LOC6636701|XP_002060174.1|DVIR
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC6627642|XP_032293499.1|DVIR
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC6636083|XP_032295503.1|DVIR
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC6633473|XP_032296536.1|DVIR
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC6635954|XP_032292237.1|DVIR, LOC6630014|XP_002053407.2|DVIR
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR, LOC26530443|XP_015031598.1|DVIR, LOC6624470|XP_015031333.1|DVIR
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC6628580|XP_002051514.1|DVIR, LOC6622956|XP_032290772.1|DVIR
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC6635718|XP_032294682.1|DVIR
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC6633752|XP_015025605.1|DVIR
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC6633759|XP_032296617.1|DVIR
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC6633761|XP_032296607.1|DVIR
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC6635818|XP_032291643.1|DVIR, LOC26530665|XP_015024373.1|DVIR, LOC116650864|XP_032291644.1|DVIR
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC6632553|XP_002056536.3|DVIR, LOC6634875|XP_002058604.1|DVIR
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC6635093|XP_002058355.1|DVIR, LOC6635092|XP_002058354.1|DVIR
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC6630367|XP_002054903.1|DVIR
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC6627042|XP_002050072.2|DVIR, LOC6627043|XP_002050073.1|DVIR, LOC6631365|XP_002055293.2|DVIR
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC6625513|XP_002050095.1|DVIR, LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR, LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC6631015|XP_002054291.1|DVIR, LOC6635104|XP_002058664.1|DVIR
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC6625254|XP_002048974.1|DVIR
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC6628108|XP_032294085.1|DVIR
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC6625255|XP_002048975.1|DVIR
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC6636923|XP_002060378.1|DVIR
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC6622261|XP_002048176.1|DVIR
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC6625370|XP_002049066.2|DVIR, LOC6633805|XP_002057094.2|DVIR
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC6630251|XP_002053765.1|DVIR
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC6630249|XP_002053763.1|DVIR
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC6629143|XP_002052891.2|DVIR, LOC6635617|XP_015024480.1|DVIR
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC6623068|XP_002048502.2|DVIR, LOC6625565|XP_032291620.1|DVIR
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC6631573|XP_032295286.1|DVIR, LOC6636475|XP_002059924.1|DVIR, LOC6630262|XP_002053421.1|DVIR, LOC6630259|XP_002053418.1|DVIR
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	LOC6624104|XP_002048315.1|DVIR, LOC6622189|XP_002048316.1|DVIR, LOC26531348|XP_015031731.1|DVIR
OG0000217	LOC119076525|XP_037039206.1|BCOP	LOC6631722|XP_002055164.1|DVIR
OG0000217	LOC119066897|XP_037025481.1|BCOP	LOC6627923|XP_002052798.3|DVIR, LOC6631721|XP_002055163.1|DVIR
OG0000219	LOC119073633|XP_037035119.1|BCOP	LOC6636349|XP_002059948.1|DVIR, LOC6636346|XP_002059945.1|DVIR, LOC6636350|XP_032292022.1|DVIR
OG0000220	LOC119083685|XP_037049364.1|BCOP	LOC6622194|XP_002047863.1|DVIR, LOC6624053|XP_002047860.1|DVIR, LOC116650670|XP_032290905.1|DVIR
OG0000221	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP	LOC6626011|XP_015029932.1|DVIR, LOC6630010|XP_002054772.1|DVIR, LOC6626010|XP_002050155.1|DVIR
OG0000222	LOC119070808|XP_037031183.1|BCOP	LOC6628550|XP_002052176.2|DVIR
OG0000222	LOC119076255|XP_037038817.1|BCOP	LOC6634028|XP_002057492.1|DVIR
OG0000223	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP	LOC6633590|XP_002057268.2|DVIR, LOC6622236|XP_032290893.1|DVIR, LOC6623979|XP_002046280.1|DVIR
OG0000224	LOC119081110|XP_037045746.1|BCOP	LOC6626919|XP_002050973.1|DVIR
OG0000224	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP	LOC6626237|XP_002048861.1|DVIR
OG0000225	LOC119066756|XP_037025327.1|BCOP	LOC6630655|XP_032292178.1|DVIR, LOC26531229|XP_015027874.1|DVIR, LOC6630654|XP_002053310.2|DVIR
OG0000226	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP	LOC116650738|XP_032291156.1|DVIR, LOC6622073|XP_002047064.1|DVIR
OG0000228	LOC119085720|XP_037052063.1|BCOP	LOC6635236|XP_002058764.1|DVIR, LOC6632952|XP_002056569.2|DVIR, LOC6628603|XP_002052164.1|DVIR
OG0000229	LOC119085369|XP_037051647.1|BCOP	LOC6629782|XP_032294976.1|DVIR, LOC26531779|XP_032289324.1|DVIR
OG0000229	LOC119077980|XP_037041257.1|BCOP	LOC6632650|XP_032289576.1|DVIR
