Orthogroup	BCOP.longest_only	CCAP.longest_only
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	CCAP1982_LOCUS774|CAD6991883.1|CCAP, CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC119077030|XP_037040043.1|BCOP	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000085	LOC119078404|XP_037041802.1|BCOP, LOC119075491|XP_037037853.1|BCOP, LOC119078406|XP_037041805.1|BCOP, LOC119075492|XP_037037854.1|BCOP, LOC119082788|XP_037048277.1|BCOP, LOC119079916|XP_037043902.1|BCOP, LOC119073099|XP_037034308.1|BCOP, LOC119077221|XP_037040300.1|BCOP	CCAP1982_LOCUS20067|CAD7011957.1|CCAP, CCAP1982_LOCUS20066|CAD7011955.1|CCAP, CCAP1982_LOCUS21031|CAD7012934.1|CCAP
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	CCAP1982_LOCUS22578|CAD7014579.1|CCAP
OG0000087	LOC119084681|XP_037050656.1|BCOP	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC119075761|XP_037038197.1|BCOP	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC119079125|XP_037042849.1|BCOP	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC119082274|XP_037047643.1|BCOP	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	CCAP1982_LOCUS20695|CAD7012611.1|CCAP, CCAP1982_LOCUS20698|CAD7012614.1|CCAP, CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP, CCAP1982_LOCUS20702|CAD7012618.1|CCAP
OG0000091	LOC119067519|XP_037026434.1|BCOP	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC119085240|XP_037051459.1|BCOP	CCAP1982_LOCUS1153|CAD6992285.1|CCAP, CCAP1982_LOCUS1156|CAD6992288.1|CCAP, CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP	CCAP1982_LOCUS4954|CAD6996271.1|CCAP
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP, CCAP1982_LOCUS835|CAD6991947.1|CCAP, CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	CCAP1982_LOCUS12193|CAD7003757.1|CCAP, CCAP1982_LOCUS12194|CAD7003758.1|CCAP, CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC119071730|XP_037032649.1|BCOP	CCAP1982_LOCUS8438|CAD6999925.1|CCAP, CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP, CCAP1982_LOCUS7698|CAD6999161.1|CCAP
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	CCAP1982_LOCUS12876|CAD7004470.1|CCAP, CCAP1982_LOCUS12874|CAD7004468.1|CCAP, CCAP1982_LOCUS12873|CAD7004467.1|CCAP, CCAP1982_LOCUS12877|CAD7004471.1|CCAP, CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000103	LOC119074607|XP_037036759.1|BCOP	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP, CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC119080513|XP_037044818.1|BCOP	CCAP1982_LOCUS5280|CAD6996610.1|CCAP, CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP, CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC119080671|XP_037045000.1|BCOP	CCAP1982_LOCUS4847|CAD6996155.1|CCAP, CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC119073251|XP_037034515.1|BCOP	CCAP1982_LOCUS12357|CAD7003935.1|CCAP, CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC119083195|XP_037048752.1|BCOP	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000115	LOC119069032|XP_037028796.1|BCOP	CCAP1982_LOCUS21764|CAD7013733.1|CCAP
OG0000115	LOC119072021|XP_037033034.1|BCOP	CCAP1982_LOCUS23112|CAD7015162.1|CCAP, CCAP1982_LOCUS22018|CAD7014012.1|CCAP, CCAP1982_LOCUS14578|CAD7006253.1|CCAP, CCAP1982_LOCUS4327|CAD6995621.1|CCAP
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	CCAP1982_LOCUS6010|CAD6997373.1|CCAP, CCAP1982_LOCUS6011|CAD6997374.1|CCAP, CCAP1982_LOCUS6012|CAD6997375.1|CCAP, CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP, CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC119078165|XP_037041538.1|BCOP	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	CCAP1982_LOCUS8593|CAD7000095.1|CCAP, CCAP1982_LOCUS8592|CAD7000094.1|CCAP, CCAP1982_LOCUS21055|CAD7012964.1|CCAP, CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC119084065|XP_037049800.1|BCOP	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC119067921|XP_037027119.1|BCOP	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC119081947|XP_037047122.1|BCOP	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC119077979|XP_037041260.1|BCOP	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	CCAP1982_LOCUS4704|CAD6995998.1|CCAP, CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000129	LOC119074452|XP_037036480.1|BCOP	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	CCAP1982_LOCUS8509|CAD7000003.1|CCAP, CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000133	LOC119078344|XP_037041742.1|BCOP	CCAP1982_LOCUS10164|CAD7001673.1|CCAP, CCAP1982_LOCUS9308|CAD7000834.1|CCAP
OG0000133	LOC119073052|XP_037034257.1|BCOP, LOC119075717|XP_037038141.1|BCOP, LOC119069033|XP_037028797.1|BCOP	CCAP1982_LOCUS6264|CAD6997629.1|CCAP
OG0000134	LOC119084917|XP_037050964.1|BCOP	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC119077122|XP_037040188.1|BCOP	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000136	LOC119080269|XP_037044424.1|BCOP	CCAP1982_LOCUS19560|CAD7011460.1|CCAP
OG0000136	LOC119085163|XP_037051356.1|BCOP, LOC119071495|XP_037032253.1|BCOP, LOC119076697|XP_037039503.1|BCOP, LOC119080078|XP_037044197.1|BCOP, LOC119082929|XP_037048480.1|BCOP, LOC119072010|XP_037033022.1|BCOP, LOC119078473|XP_037041922.1|BCOP, LOC119082464|XP_037047877.1|BCOP	CCAP1982_LOCUS10477|CAD7001990.1|CCAP, CCAP1982_LOCUS10141|CAD7001647.1|CCAP, CCAP1982_LOCUS9317|CAD7000843.1|CCAP
OG0000137	LOC119076570|XP_037039260.1|BCOP	CCAP1982_LOCUS11326|CAD7002858.1|CCAP, CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC119075970|XP_037038454.1|BCOP	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000142	LOC119069777|XP_037029851.1|BCOP	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC119076752|XP_037039594.1|BCOP	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC119084638|XP_037050601.1|BCOP	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC119066144|XP_037024335.1|BCOP	CCAP1982_LOCUS9143|CAD7000669.1|CCAP, CCAP1982_LOCUS9140|CAD7000666.1|CCAP, CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC119077121|XP_037040187.1|BCOP	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC119083723|XP_037049415.1|BCOP	CCAP1982_LOCUS2081|CAD6993264.1|CCAP, CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000147	LOC119069330|XP_037029290.1|BCOP	CCAP1982_LOCUS2079|CAD6993262.1|CCAP
OG0000148	LOC119072936|XP_037034156.1|BCOP	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	CCAP1982_LOCUS3144|CAD6994392.1|CCAP, CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP, CCAP1982_LOCUS22873|CAD7014909.1|CCAP, CCAP1982_LOCUS22876|CAD7014912.1|CCAP
OG0000155	LOC119070504|XP_037030760.1|BCOP	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC119081533|XP_037046430.1|BCOP	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC119066838|XP_037025433.1|BCOP	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC119071737|XP_037032662.1|BCOP	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC119070684|XP_037031027.1|BCOP	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000164	LOC119068878|XP_037028612.1|BCOP, LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC119073858|XP_037035618.1|BCOP	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	CCAP1982_LOCUS11080|CAD7002594.1|CCAP, CCAP1982_LOCUS14885|CAD7006571.1|CCAP, CCAP1982_LOCUS11085|CAD7002599.1|CCAP
OG0000169	LOC119078686|XP_037042236.1|BCOP	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC119070541|XP_037030812.1|BCOP	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC119068257|XP_037027690.1|BCOP	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000171	LOC119077027|XP_037040036.1|BCOP	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC119078436|XP_037041851.1|BCOP	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC119080398|XP_037044615.1|BCOP	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC119081507|XP_037046410.1|BCOP	CCAP1982_LOCUS21538|CAD7013476.1|CCAP, CCAP1982_LOCUS21537|CAD7013475.1|CCAP, CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000175	LOC119085626|XP_037051954.1|BCOP	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000177	LOC119067483|XP_037026379.1|BCOP	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000178	LOC119078124|XP_037041478.1|BCOP	CCAP1982_LOCUS22556|CAD7014557.1|CCAP
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	CCAP1982_LOCUS19655|CAD7011567.1|CCAP, CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000181	LOC119080812|XP_037045279.1|BCOP	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000182	LOC119074666|XP_037036843.1|BCOP	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC119072417|XP_037033532.1|BCOP	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000187	LOC119068649|XP_037028219.1|BCOP, LOC119079565|XP_037043437.1|BCOP	CCAP1982_LOCUS11430|CAD7002966.1|CCAP
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	CCAP1982_LOCUS3513|CAD6994782.1|CCAP, CCAP1982_LOCUS3512|CAD6994781.1|CCAP
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	LOC119066429|XP_037024804.1|BCOP	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	CCAP1982_LOCUS7517|CAD6998970.1|CCAP
OG0000198	LOC119070667|XP_037030999.1|BCOP	CCAP1982_LOCUS6820|CAD6998205.1|CCAP
OG0000200	LOC119083328|XP_037048913.1|BCOP	CCAP1982_LOCUS40|CAD6991092.1|CCAP
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	CCAP1982_LOCUS3128|CAD6994375.1|CCAP, CCAP1982_LOCUS3126|CAD6994373.1|CCAP
OG0000202	LOC119086010|XP_037052481.1|BCOP	CCAP1982_LOCUS8517|CAD7000012.1|CCAP
OG0000203	LOC119071700|XP_037032582.1|BCOP	CCAP1982_LOCUS21030|CAD7012933.1|CCAP
OG0000205	LOC119069914|XP_037030030.1|BCOP	CCAP1982_LOCUS4928|CAD6996245.1|CCAP, CCAP1982_LOCUS1221|CAD6992357.1|CCAP
OG0000206	LOC119086016|XP_037052485.1|BCOP	CCAP1982_LOCUS20607|CAD7012524.1|CCAP
OG0000206	LOC119085366|XP_037051641.1|BCOP	CCAP1982_LOCUS7801|CAD6999272.1|CCAP
OG0000206	LOC119066120|XP_037024298.1|BCOP	CCAP1982_LOCUS20605|CAD7012522.1|CCAP
OG0000211	LOC119070444|XP_037030690.1|BCOP	CCAP1982_LOCUS3217|CAD6994472.1|CCAP
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	CCAP1982_LOCUS8308|CAD6999787.1|CCAP, CCAP1982_LOCUS8315|CAD6999799.1|CCAP, CCAP1982_LOCUS8311|CAD6999792.1|CCAP, CCAP1982_LOCUS8314|CAD6999796.1|CCAP
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	CCAP1982_LOCUS13852|CAD7005492.1|CCAP, CCAP1982_LOCUS22186|CAD7014180.1|CCAP, CCAP1982_LOCUS22187|CAD7014181.1|CCAP
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	CCAP1982_LOCUS21439|CAD7013372.1|CCAP
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	CCAP1982_LOCUS13801|CAD7005441.1|CCAP, CCAP1982_LOCUS14294|CAD7005956.1|CCAP, CCAP1982_LOCUS14293|CAD7005955.1|CCAP
OG0000217	LOC119066897|XP_037025481.1|BCOP	CCAP1982_LOCUS15029|CAD7006730.1|CCAP
OG0000219	LOC119073633|XP_037035119.1|BCOP	CCAP1982_LOCUS23378|CAD7015436.1|CCAP, CCAP1982_LOCUS23381|CAD7015439.1|CCAP, CCAP1982_LOCUS23375|CAD7015433.1|CCAP
OG0000220	LOC119083685|XP_037049364.1|BCOP	CCAP1982_LOCUS13251|CAD7004866.1|CCAP, CCAP1982_LOCUS13260|CAD7004875.1|CCAP, CCAP1982_LOCUS13254|CAD7004869.1|CCAP
OG0000221	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP	CCAP1982_LOCUS23201|CAD7015252.1|CCAP
OG0000222	LOC119070808|XP_037031183.1|BCOP	CCAP1982_LOCUS6047|CAD6997406.1|CCAP
OG0000222	LOC119076255|XP_037038817.1|BCOP	CCAP1982_LOCUS6042|CAD6997401.1|CCAP
OG0000223	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP	CCAP1982_LOCUS14924|CAD7006616.1|CCAP, CCAP1982_LOCUS11260|CAD7002787.1|CCAP
OG0000224	LOC119081110|XP_037045746.1|BCOP	CCAP1982_LOCUS23341|CAD7015398.1|CCAP
OG0000224	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP	CCAP1982_LOCUS22834|CAD7014870.1|CCAP
OG0000225	LOC119066756|XP_037025327.1|BCOP	CCAP1982_LOCUS407|CAD6991482.1|CCAP, CCAP1982_LOCUS406|CAD6991481.1|CCAP
OG0000226	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP	CCAP1982_LOCUS12122|CAD7003685.1|CCAP, CCAP1982_LOCUS12123|CAD7003686.1|CCAP, CCAP1982_LOCUS12124|CAD7003687.1|CCAP, CCAP1982_LOCUS12125|CAD7003688.1|CCAP, CCAP1982_LOCUS12126|CAD7003689.1|CCAP, CCAP1982_LOCUS12127|CAD7003690.1|CCAP
OG0000228	LOC119085720|XP_037052063.1|BCOP	CCAP1982_LOCUS4131|CAD6995414.1|CCAP
OG0000229	LOC119085369|XP_037051647.1|BCOP	CCAP1982_LOCUS2662|CAD6993866.1|CCAP, CCAP1982_LOCUS2657|CAD6993861.1|CCAP, CCAP1982_LOCUS2660|CAD6993864.1|CCAP
OG0000229	LOC119077980|XP_037041257.1|BCOP	CCAP1982_LOCUS662|CAD6991751.1|CCAP
