Orthogroup	DERE.longest_only	AAEG.longest_only
OG0000103	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE, LOC26526609|XP_015014313.1|DERE, LOC6547246|XP_026836375.1|DERE	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC6541678|XP_001969298.1|DERE, LOC6545266|XP_001973256.1|DERE	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC6545983|XP_001972191.2|DERE, LOC6552845|XP_001980953.1|DERE, LOC6552850|XP_001980958.2|DERE	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC6541724|XP_026834322.1|DERE, LOC6541702|XP_026835082.1|DERE	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC6542019|XP_001969959.1|DERE	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC6544572|XP_001971451.2|DERE, LOC6544308|XP_001971450.1|DERE, LOC6544307|XP_001971449.3|DERE, LOC6544306|XP_001971448.1|DERE	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC6547569|XP_001974846.1|DERE, LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC6549919|XP_001978671.1|DERE, LOC6550010|XP_001977476.1|DERE, LOC113564579|XP_026838421.1|DERE, LOC6549742|XP_001978647.2|DERE	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC113564127|XP_026835137.1|DERE, LOC6549603|XP_001975736.1|DERE, LOC6552710|XP_026831517.1|DERE, LOC6549195|XP_026836393.1|DERE	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC6542543|XP_001969807.3|DERE, LOC6541219|XP_001969806.1|DERE	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC6540738|XP_001969562.1|DERE, LOC6540920|XP_001969563.1|DERE, LOC6540785|XP_001969564.1|DERE, LOC6540760|XP_001969565.1|DERE	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE, LOC6543468|XP_001969543.1|DERE	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC6552165|XP_001980717.1|DERE, LOC6552163|XP_001980715.1|DERE, LOC6552164|XP_001980716.1|DERE	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC6555510|XP_015008783.1|DERE	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC6546603|XP_001976042.1|DERE	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC6549747|XP_001977350.1|DERE, LOC6552855|XP_001979940.1|DERE, LOC6552857|XP_026831855.1|DERE, LOC6552856|XP_001979941.1|DERE	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC6541936|XP_001968351.2|DERE, LOC6551621|XP_001977124.1|DERE, LOC6543179|XP_001969187.2|DERE, LOC6541798|XP_001968644.1|DERE	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC6548565|XP_001976637.1|DERE, LOC6553667|XP_026839511.1|DERE, LOC6553075|XP_001979096.1|DERE, LOC6553074|XP_001979095.1|DERE, LOC6553076|XP_001979097.1|DERE	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC6548499|XP_026835634.1|DERE, LOC113564261|XP_026836019.1|DERE, LOC6541590|XP_001970428.1|DERE, LOC6543273|XP_001970427.1|DERE, LOC6540959|XP_001970425.3|DERE	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC6554806|XP_015009019.2|DERE	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC6553712|XP_001980356.1|DERE	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC6548842|XP_001975356.1|DERE, LOC6548843|XP_001975357.1|DERE	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC6554336|XP_001981300.2|DERE, LOC6543059|XP_001968919.2|DERE	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE, LOC6553213|XP_001979215.1|DERE, LOC6553212|XP_001979214.2|DERE	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC6547674|XP_026836856.1|DERE, LOC6547673|XP_026837174.1|DERE, LOC6553622|XP_001979280.3|DERE	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC6551485|XP_001978469.1|DERE, LOC6544586|XP_001972385.1|DERE, LOC26527022|XP_015015590.1|DERE, LOC6551486|XP_001978470.2|DERE	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC6545208|XP_001972099.1|DERE, LOC6544918|XP_026833930.1|DERE	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE, LOC6551904|XP_001979665.1|DERE	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC6552776|XP_001979961.1|DERE	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC6542600|XP_001969921.1|DERE	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC6552702|XP_001979021.1|DERE	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC6544719|XP_001971526.1|DERE	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000137	LOC26527006|XP_015011494.1|DERE	LOC5574336|XP_001661370.1|AAEG
OG0000140	LOC6554805|XP_001981583.1|DERE	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC6545774|XP_001971641.3|DERE, LOC6545776|XP_001971643.2|DERE, LOC6545777|XP_026833843.1|DERE, LOC6545778|XP_001971645.1|DERE	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC6554784|XP_001981981.3|DERE	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC6544493|XP_001973798.3|DERE	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC6550529|XP_026837492.1|DERE	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC6546315|XP_001972823.1|DERE	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC6546316|XP_001972824.2|DERE	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC6552889|XP_001979989.2|DERE	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC6550597|XP_001978174.1|DERE	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC26525957|XP_026838622.1|DERE	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC6551708|XP_001977287.1|DERE, LOC6547581|XP_001976219.1|DERE, LOC6547583|XP_001976221.2|DERE	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC6542355|XP_001969708.2|DERE	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC6553244|XP_001979064.2|DERE, LOC6553243|XP_001979063.1|DERE	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC6541587|XP_001968573.1|DERE	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC6541249|XP_001969268.1|DERE	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC6543066|XP_001970166.1|DERE, LOC6550329|XP_001977887.1|DERE	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC6552563|XP_001979901.1|DERE, LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE, LOC26526154|XP_015014231.1|DERE	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC6547270|XP_001974875.2|DERE, LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC6544265|XP_026832803.1|DERE	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC6546356|XP_001972888.2|DERE, LOC6544310|XP_026833410.1|DERE	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE, LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC6546347|XP_001970966.1|DERE, LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000165	LOC6549661|XP_001978710.1|DERE, LOC6544503|XP_001971991.1|DERE	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC6547742|XP_001974996.1|DERE	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC6547745|XP_001974999.3|DERE, LOC6547744|XP_001974998.1|DERE	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC6554354|XP_001982052.1|DERE	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC6543431|XP_026834333.1|DERE	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC6542123|XP_001969351.2|DERE	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC6550361|XP_001977767.2|DERE	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC6543644|XP_026832503.1|DERE	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC6549317|XP_001974488.1|DERE, LOC6549319|XP_001974490.1|DERE	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC6543205|XP_001970653.1|DERE, LOC6541195|XP_026834803.1|DERE, LOC6546634|XP_001975850.1|DERE	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC6553921|XP_001980568.1|DERE	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC6554532|XP_026839551.1|DERE, LOC6554498|XP_001981732.3|DERE	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC6550560|XP_001977960.1|DERE	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC6554198|XP_001981464.2|DERE	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC6541913|XP_026834959.1|DERE, LOC6546848|XP_026836600.1|DERE	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC6541623|XP_026834996.1|DERE	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC6554638|XP_001981553.1|DERE, LOC6555236|XP_026837473.1|DERE	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC6552781|XP_001978967.1|DERE	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC6552779|XP_001978965.1|DERE, LOC6552556|XP_001978964.1|DERE	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC6555798|XP_026838925.1|DERE, LOC6555039|XP_001981410.1|DERE, LOC6544952|XP_001971546.1|DERE, LOC6545624|XP_026832536.1|DERE	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC6541771|XP_001970177.1|DERE, LOC6541579|XP_001970178.1|DERE	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE, LOC6554316|XP_001981747.1|DERE, LOC6542827|XP_001970546.1|DERE	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC6551412|XP_001977198.3|DERE, LOC6551411|XP_001977197.2|DERE	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC6551769|XP_001980638.2|DERE, LOC6550551|XP_001977983.1|DERE, LOC6550514|XP_001977989.1|DERE	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC113564136|XP_026835269.1|DERE	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC6555551|XP_026838961.1|DERE	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC6551361|XP_026837239.1|DERE	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC6543209|XP_001970713.3|DERE, LOC6541783|XP_001970712.1|DERE	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC6553825|XP_001980520.2|DERE, LOC26527035|XP_015014385.1|DERE, LOC6545375|XP_001972624.3|DERE	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC6542922|XP_001968569.1|DERE, LOC6541216|XP_001968568.1|DERE, LOC6546371|XP_001971316.1|DERE	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC6549581|XP_026836705.1|DERE, LOC6549570|XP_026836755.1|DERE	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC6549575|XP_015012092.1|DERE	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC6550613|XP_001978140.1|DERE	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC6550635|XP_026837415.1|DERE	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC6550636|XP_026837413.1|DERE	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC6554869|XP_026836420.1|DERE, LOC113563728|XP_026831626.1|DERE, LOC6554870|XP_026832106.1|DERE, LOC6554871|XP_001981367.1|DERE, LOC6554868|XP_026839754.1|DERE	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC6554761|XP_001982197.2|DERE, LOC6554758|XP_001982194.1|DERE	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC6551932|XP_001979676.1|DERE	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC6548188|XP_001975210.2|DERE, LOC6548190|XP_026836796.1|DERE, LOC6548189|XP_026836730.1|DERE	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC6553124|XP_001980069.1|DERE, LOC6554083|XP_001979595.1|DERE	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC6548461|XP_001976720.1|DERE	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC6548459|XP_001976718.1|DERE	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC6544924|XP_026832506.1|DERE, LOC6544922|XP_026832508.1|DERE	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC6542477|XP_001970213.2|DERE, LOC6543442|XP_001970265.1|DERE, LOC6541097|XP_001970171.1|DERE, LOC6543050|XP_001970710.1|DERE	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC6543280|XP_026834185.1|DERE, LOC6551613|XP_001978593.2|DERE	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC6543788|XP_001972322.1|DERE	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC6553731|XP_026832112.1|DERE	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC6541947|XP_001970180.1|DERE, LOC6542011|XP_026834427.1|DERE, LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC6545488|XP_026832824.1|DERE, LOC6543147|XP_026838619.1|DERE, LOC113564604|XP_026838625.1|DERE	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC6549781|XP_001977312.1|DERE, LOC6549026|XP_001975535.1|DERE, LOC6554255|XP_001981676.3|DERE	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC6544027|XP_001973708.1|DERE, LOC6543691|XP_001973702.1|DERE	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC6543977|XP_026832612.1|DERE, LOC6550512|XP_001977987.1|DERE	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC6551104|XP_001976909.1|DERE	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC6550977|XP_001976910.1|DERE	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC6542203|XP_001970690.1|DERE, LOC6542806|XP_015014719.1|DERE, LOC6541114|XP_001970689.1|DERE	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC6544974|XP_001971571.1|DERE, LOC6545036|XP_001971568.1|DERE, LOC6545037|XP_001971569.1|DERE	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC6546627|XP_001975843.1|DERE, LOC6552613|XP_001979893.1|DERE, LOC6546626|XP_026835960.1|DERE	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC6540807|XP_001969548.1|DERE	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC6548447|XP_001976665.1|DERE	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC26526626|XP_015009396.1|DERE, LOC6554836|XP_001981992.2|DERE, LOC6554837|XP_001981993.1|DERE	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC6546016|XP_001972228.1|DERE, LOC6546018|XP_001972230.1|DERE, LOC6546022|XP_001972234.2|DERE	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC6544247|XP_001973814.1|DERE, LOC6552389|XP_001978907.1|DERE, LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC6554637|XP_026837444.1|DERE, LOC26526662|XP_026835008.1|DERE	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC6553508|XP_001979354.2|DERE	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC6548853|XP_026837124.1|DERE, LOC113564355|XP_026837129.1|DERE	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC6553321|XP_001980165.1|DERE, LOC6543057|XP_001970735.3|DERE, LOC6543035|XP_001970736.1|DERE	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC6554467|XP_001981303.1|DERE, LOC6554717|XP_001981079.1|DERE, LOC6554716|XP_026831736.1|DERE	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC6554425|XP_001981050.1|DERE, LOC6554565|XP_001981051.1|DERE, LOC6554111|XP_001981052.1|DERE	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC6541842|XP_001968203.1|DERE, LOC6543172|XP_001968832.1|DERE, LOC6551527|XP_015010884.1|DERE	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC6542364|XP_026834004.1|DERE	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC26526549|XP_015014297.1|DERE, LOC6542622|XP_026834619.1|DERE, LOC6551456|XP_001977247.1|DERE	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC6548748|XP_026835779.1|DERE, LOC6548261|XP_015011984.2|DERE, LOC6548749|XP_001974106.1|DERE	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC6551925|XP_026831461.1|DERE, LOC6553144|XP_001979128.1|DERE	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC6553892|XP_026839802.1|DERE, LOC6553890|XP_001980463.1|DERE, LOC6553122|XP_026839625.1|DERE	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC6544528|XP_001973098.3|DERE	LOC23687671|XP_011493002.2|AAEG
OG0000246	LOC6548230|XP_026835825.1|DERE	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG
OG0000247	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE	LOC5576416|XP_001656119.2|AAEG
OG0000248	LOC6546282|XP_026833059.1|DERE, LOC6546283|XP_001972907.1|DERE, LOC6548819|XP_001975604.1|DERE	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG
OG0000249	LOC6541894|XP_001970259.1|DERE, LOC6542688|XP_001970260.1|DERE, LOC6541935|XP_001970261.1|DERE	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG
OG0000250	LOC6541190|XP_001969696.1|DERE, LOC6542152|XP_026834041.1|DERE, LOC6542277|XP_001969695.1|DERE	LOC5571080|XP_021709029.1|AAEG
OG0000251	LOC6550350|XP_015010759.1|DERE, LOC6548093|XP_001976599.3|DERE, LOC26526064|XP_015014213.1|DERE	LOC5577369|XP_001656451.2|AAEG
OG0000255	LOC6546887|XP_001975968.2|DERE	LOC5565728|XP_021704701.1|AAEG
OG0000256	LOC6547191|XP_001974738.1|DERE, LOC6547193|XP_001974740.2|DERE	LOC5569083|XP_021703049.1|AAEG
OG0000257	LOC6548009|XP_001976472.1|DERE	LOC5575078|XP_001661808.2|AAEG
OG0000260	LOC6541331|XP_001970473.1|DERE, LOC6554839|XP_001981995.1|DERE, LOC6543140|XP_026834057.1|DERE	LOC110680875|XP_021712357.1|AAEG, LOC110680876|XP_021712358.1|AAEG, LOC110674297|XP_021694270.1|AAEG
OG0000261	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE, LOC6540676|XP_001968785.2|DERE	LOC5565336|XP_001649682.2|AAEG, LOC5578181|XP_001663752.2|AAEG, LOC5578182|XP_001663753.1|AAEG, LOC5579144|XP_011493771.2|AAEG
OG0000262	LOC6546615|XP_001975831.1|DERE	LOC5573277|XP_001654492.2|AAEG
OG0000263	LOC6546686|XP_015011602.2|DERE	LOC5577600|XP_001656586.1|AAEG
OG0000264	LOC6549668|XP_026837820.1|DERE, LOC6549667|XP_026837591.1|DERE, LOC6554921|XP_001981126.1|DERE	LOC5571230|XP_021707007.1|AAEG
OG0000267	LOC6555286|XP_001981202.1|DERE, LOC6555287|XP_001981203.1|DERE	LOC5571519|XP_001659769.2|AAEG, LOC5567918|XP_001651958.2|AAEG
