Orthogroup	DERE.longest_only	ASTE.longest_only
OG0000132	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE, LOC6551904|XP_001979665.1|DERE	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC6552776|XP_001979961.1|DERE	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC6542600|XP_001969921.1|DERE	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC6544066|XP_001973695.2|DERE	LOC118508014|XP_035903292.1|ASTE
OG0000137	LOC6552702|XP_001979021.1|DERE	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC6544719|XP_001971526.1|DERE	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC26527006|XP_015011494.1|DERE	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC6554805|XP_001981583.1|DERE	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC6545774|XP_001971641.3|DERE, LOC6545776|XP_001971643.2|DERE, LOC6545777|XP_026833843.1|DERE, LOC6545778|XP_001971645.1|DERE	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC6554784|XP_001981981.3|DERE	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC6544493|XP_001973798.3|DERE	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC6550529|XP_026837492.1|DERE	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC6546315|XP_001972823.1|DERE	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC6546316|XP_001972824.2|DERE	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC6552889|XP_001979989.2|DERE	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC6550597|XP_001978174.1|DERE	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC26525957|XP_026838622.1|DERE	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC6551708|XP_001977287.1|DERE, LOC6547581|XP_001976219.1|DERE, LOC6547583|XP_001976221.2|DERE	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC6542355|XP_001969708.2|DERE	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC6553244|XP_001979064.2|DERE, LOC6553243|XP_001979063.1|DERE	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC6541587|XP_001968573.1|DERE	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC6541249|XP_001969268.1|DERE	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC6543066|XP_001970166.1|DERE, LOC6550329|XP_001977887.1|DERE	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC6552563|XP_001979901.1|DERE, LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE, LOC26526154|XP_015014231.1|DERE	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC6547270|XP_001974875.2|DERE, LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC6544265|XP_026832803.1|DERE	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC6546356|XP_001972888.2|DERE, LOC6544310|XP_026833410.1|DERE	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE, LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC6546347|XP_001970966.1|DERE, LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC6549661|XP_001978710.1|DERE, LOC6544503|XP_001971991.1|DERE	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC6547742|XP_001974996.1|DERE	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC6547745|XP_001974999.3|DERE, LOC6547744|XP_001974998.1|DERE	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC6554354|XP_001982052.1|DERE	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC6543431|XP_026834333.1|DERE	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC6542123|XP_001969351.2|DERE	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC6550361|XP_001977767.2|DERE	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC6543644|XP_026832503.1|DERE	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC6549317|XP_001974488.1|DERE, LOC6549319|XP_001974490.1|DERE	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC6543205|XP_001970653.1|DERE, LOC6541195|XP_026834803.1|DERE, LOC6546634|XP_001975850.1|DERE	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC6553921|XP_001980568.1|DERE	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC6554532|XP_026839551.1|DERE, LOC6554498|XP_001981732.3|DERE	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC6550560|XP_001977960.1|DERE	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC6554198|XP_001981464.2|DERE	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC6541913|XP_026834959.1|DERE, LOC6546848|XP_026836600.1|DERE	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC6541623|XP_026834996.1|DERE	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC6554638|XP_001981553.1|DERE, LOC6555236|XP_026837473.1|DERE	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC6552781|XP_001978967.1|DERE	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC6552779|XP_001978965.1|DERE, LOC6552556|XP_001978964.1|DERE	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC6555798|XP_026838925.1|DERE, LOC6555039|XP_001981410.1|DERE, LOC6544952|XP_001971546.1|DERE, LOC6545624|XP_026832536.1|DERE	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC6541771|XP_001970177.1|DERE, LOC6541579|XP_001970178.1|DERE	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE, LOC6554316|XP_001981747.1|DERE, LOC6542827|XP_001970546.1|DERE	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC6551412|XP_001977198.3|DERE, LOC6551411|XP_001977197.2|DERE	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC6551769|XP_001980638.2|DERE, LOC6550551|XP_001977983.1|DERE, LOC6550514|XP_001977989.1|DERE	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC113564136|XP_026835269.1|DERE	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC6555551|XP_026838961.1|DERE	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC6551361|XP_026837239.1|DERE	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC6547962|XP_001975290.1|DERE	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC6543209|XP_001970713.3|DERE, LOC6541783|XP_001970712.1|DERE	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC6546976|XP_001974618.1|DERE	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC6553825|XP_001980520.2|DERE, LOC26527035|XP_015014385.1|DERE, LOC6545375|XP_001972624.3|DERE	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC6542922|XP_001968569.1|DERE, LOC6541216|XP_001968568.1|DERE, LOC6546371|XP_001971316.1|DERE	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC6549575|XP_015012092.1|DERE	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC6550613|XP_001978140.1|DERE	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC6550635|XP_026837415.1|DERE	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC6550636|XP_026837413.1|DERE	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC6554869|XP_026836420.1|DERE, LOC113563728|XP_026831626.1|DERE, LOC6554870|XP_026832106.1|DERE, LOC6554871|XP_001981367.1|DERE, LOC6554868|XP_026839754.1|DERE	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC6554761|XP_001982197.2|DERE, LOC6554758|XP_001982194.1|DERE	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC6551932|XP_001979676.1|DERE	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC6548188|XP_001975210.2|DERE, LOC6548190|XP_026836796.1|DERE, LOC6548189|XP_026836730.1|DERE	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC6553124|XP_001980069.1|DERE, LOC6554083|XP_001979595.1|DERE	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC6548461|XP_001976720.1|DERE	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC6548459|XP_001976718.1|DERE	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC6544924|XP_026832506.1|DERE, LOC6544922|XP_026832508.1|DERE	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC6543280|XP_026834185.1|DERE, LOC6551613|XP_001978593.2|DERE	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC6553731|XP_026832112.1|DERE	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC6541947|XP_001970180.1|DERE, LOC6542011|XP_026834427.1|DERE, LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC6545488|XP_026832824.1|DERE, LOC6543147|XP_026838619.1|DERE, LOC113564604|XP_026838625.1|DERE	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC6549781|XP_001977312.1|DERE, LOC6549026|XP_001975535.1|DERE, LOC6554255|XP_001981676.3|DERE	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC6544027|XP_001973708.1|DERE, LOC6543691|XP_001973702.1|DERE	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC6543977|XP_026832612.1|DERE, LOC6550512|XP_001977987.1|DERE	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC6551104|XP_001976909.1|DERE	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC6550977|XP_001976910.1|DERE	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC6542535|XP_001968545.1|DERE, LOC6542805|XP_001968547.1|DERE, LOC6542362|XP_001968546.1|DERE	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC6542203|XP_001970690.1|DERE, LOC6542806|XP_015014719.1|DERE, LOC6541114|XP_001970689.1|DERE	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC6544974|XP_001971571.1|DERE, LOC6545036|XP_001971568.1|DERE, LOC6545037|XP_001971569.1|DERE	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC6546627|XP_001975843.1|DERE, LOC6552613|XP_001979893.1|DERE, LOC6546626|XP_026835960.1|DERE	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC6540807|XP_001969548.1|DERE	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC6548447|XP_001976665.1|DERE	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC26526626|XP_015009396.1|DERE, LOC6554836|XP_001981992.2|DERE, LOC6554837|XP_001981993.1|DERE	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC6546016|XP_001972228.1|DERE, LOC6546018|XP_001972230.1|DERE, LOC6546022|XP_001972234.2|DERE	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC6544247|XP_001973814.1|DERE, LOC6552389|XP_001978907.1|DERE, LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC6554637|XP_026837444.1|DERE, LOC26526662|XP_026835008.1|DERE	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC6553508|XP_001979354.2|DERE	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC6548853|XP_026837124.1|DERE, LOC113564355|XP_026837129.1|DERE	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC6553321|XP_001980165.1|DERE, LOC6543057|XP_001970735.3|DERE, LOC6543035|XP_001970736.1|DERE	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC6554467|XP_001981303.1|DERE, LOC6554717|XP_001981079.1|DERE, LOC6554716|XP_026831736.1|DERE	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC6554425|XP_001981050.1|DERE, LOC6554565|XP_001981051.1|DERE, LOC6554111|XP_001981052.1|DERE	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC6541842|XP_001968203.1|DERE, LOC6543172|XP_001968832.1|DERE, LOC6551527|XP_015010884.1|DERE	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC6542364|XP_026834004.1|DERE	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC26526549|XP_015014297.1|DERE, LOC6542622|XP_026834619.1|DERE, LOC6551456|XP_001977247.1|DERE	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC6548748|XP_026835779.1|DERE, LOC6548261|XP_015011984.2|DERE, LOC6548749|XP_001974106.1|DERE	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC6551925|XP_026831461.1|DERE, LOC6553144|XP_001979128.1|DERE	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC6553892|XP_026839802.1|DERE, LOC6553890|XP_001980463.1|DERE, LOC6553122|XP_026839625.1|DERE	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC6544528|XP_001973098.3|DERE	LOC118503481|XP_035892675.1|ASTE
OG0000246	LOC6548230|XP_026835825.1|DERE	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC6546282|XP_026833059.1|DERE, LOC6546283|XP_001972907.1|DERE, LOC6548819|XP_001975604.1|DERE	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC6541894|XP_001970259.1|DERE, LOC6542688|XP_001970260.1|DERE, LOC6541935|XP_001970261.1|DERE	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC6541190|XP_001969696.1|DERE, LOC6542152|XP_026834041.1|DERE, LOC6542277|XP_001969695.1|DERE	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC6550350|XP_015010759.1|DERE, LOC6548093|XP_001976599.3|DERE, LOC26526064|XP_015014213.1|DERE	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC6546887|XP_001975968.2|DERE	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC6547191|XP_001974738.1|DERE, LOC6547193|XP_001974740.2|DERE	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC6548009|XP_001976472.1|DERE	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE, LOC6540676|XP_001968785.2|DERE	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC6546615|XP_001975831.1|DERE	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC6546686|XP_015011602.2|DERE	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC6544914|XP_001972091.1|DERE	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC6549668|XP_026837820.1|DERE, LOC6549667|XP_026837591.1|DERE, LOC6554921|XP_001981126.1|DERE	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC6555286|XP_001981202.1|DERE, LOC6555287|XP_001981203.1|DERE	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC6552701|XP_001979020.1|DERE, LOC6552700|XP_026839875.1|DERE	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC6554521|XP_001982158.1|DERE	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC6554845|XP_001982009.2|DERE	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC6547864|XP_001976443.3|DERE	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC6543518|XP_001969499.1|DERE, LOC26526366|XP_026836936.1|DERE, LOC6546770|XP_001975527.1|DERE	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC6555876|XP_026838983.1|DERE	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE, LOC6541495|XP_001969952.1|DERE, LOC6553579|XP_001979250.1|DERE	LOC118508518|XP_035904265.1|ASTE
OG0000279	LOC6545735|XP_001971629.1|DERE, LOC6545734|XP_001971628.1|DERE	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC6545331|XP_001973339.1|DERE, LOC6545330|XP_001973338.2|DERE, LOC6545500|XP_001973340.1|DERE	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC6545448|XP_001972131.1|DERE, LOC6550369|XP_001977866.1|DERE, LOC6550410|XP_026838119.1|DERE	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC6543562|XP_015013816.1|DERE	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC6546953|XP_001976022.1|DERE	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC6555061|XP_001981603.1|DERE	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC6543100|XP_026834275.1|DERE	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC6542591|XP_026835148.1|DERE	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC6547109|XP_001974750.1|DERE	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC6546746|XP_001974539.1|DERE	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC6545379|XP_001972586.1|DERE	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC6554173|XP_001982115.1|DERE, LOC6543255|XP_001969917.1|DERE, LOC113564847|XP_026839554.1|DERE	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC6543266|XP_026834080.1|DERE	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC6551177|XP_026838820.1|DERE	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC6549134|XP_026836175.1|DERE, LOC6554588|XP_001981544.3|DERE, LOC113564249|XP_026835841.1|DERE, LOC26526225|XP_015015474.1|DERE	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC6548586|XP_026838685.1|DERE, LOC6545137|XP_001971003.2|DERE, LOC6550768|XP_001976750.1|DERE	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC6552753|XP_026835061.1|DERE, LOC113563703|XP_026839621.1|DERE, LOC6552755|XP_001980293.1|DERE	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC6555853|XP_001982716.1|DERE	LOC118511253|XP_035909996.1|ASTE
OG0000301	LOC6541875|XP_001970181.1|DERE	LOC118514291|XP_035916946.1|ASTE
OG0000302	LOC6543602|XP_026833828.1|DERE, LOC6543619|XP_001973605.1|DERE	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE
OG0000303	LOC6544449|XP_001972435.1|DERE, LOC26526676|XP_015011471.1|DERE, LOC26526197|XP_015015466.1|DERE	LOC118507766|XP_035902676.1|ASTE
OG0000304	LOC6554737|XP_001981072.2|DERE, LOC6554739|XP_026831735.1|DERE, LOC6554738|XP_026831734.1|DERE	LOC118508384|XP_035904014.1|ASTE
OG0000305	LOC6544559|XP_001973093.3|DERE	LOC118507753|XP_035902656.1|ASTE
OG0000306	LOC6547877|XP_001976353.1|DERE, LOC6547932|XP_001976357.1|DERE, LOC6551523|XP_001977166.2|DERE	LOC118512366|XP_035912608.1|ASTE
OG0000307	LOC6551965|XP_015010252.1|DERE	LOC118510839|XP_035909059.1|ASTE
OG0000307	LOC6554356|XP_026832001.1|DERE	LOC118502856|XP_035891454.1|ASTE
OG0000310	LOC6550871|XP_026837987.1|DERE	LOC118513409|XP_035915008.1|ASTE
OG0000311	LOC6554796|XP_001982227.2|DERE, LOC6553652|XP_001979386.3|DERE, LOC6549783|XP_026837464.1|DERE	LOC118504484|XP_035894895.1|ASTE
OG0000312	LOC6543375|XP_001969294.2|DERE	LOC118517146|XP_035918899.1|ASTE, LOC118517151|XP_035918906.1|ASTE, LOC118513648|XP_035915608.1|ASTE
OG0000312	LOC6542907|XP_026835001.1|DERE	LOC118513649|XP_035915610.1|ASTE, LOC118517144|XP_035918895.1|ASTE, LOC118513650|XP_035915617.1|ASTE
OG0000313	LOC6541763|XP_001969218.1|DERE, LOC6540890|XP_001969558.1|DERE	LOC118508810|XP_035904444.1|ASTE, LOC118508812|XP_035904446.1|ASTE, LOC118508811|XP_035904445.1|ASTE
OG0000314	LOC6540991|XP_026834226.1|DERE	LOC118510743|XP_035908867.1|ASTE, LOC118510748|XP_035908876.1|ASTE, LOC118510745|XP_035908871.1|ASTE, LOC118510744|XP_035908870.1|ASTE, LOC118510746|XP_035908874.1|ASTE
OG0000315	LOC6541717|XP_001968640.3|DERE, LOC6542055|XP_001968578.1|DERE, LOC6546879|XP_026836861.1|DERE, LOC6542174|XP_026834681.1|DERE	LOC118503834|XP_035893436.1|ASTE
OG0000320	LOC6551773|XP_001980642.2|DERE, LOC6542388|XP_001968653.1|DERE, LOC6553384|XP_001980201.1|DERE	LOC118508584|XP_035904382.1|ASTE
OG0000321	LOC6542704|XP_001969804.1|DERE, LOC6540944|XP_001969805.1|DERE	LOC118509005|XP_035904912.1|ASTE, LOC118513008|XP_035914171.1|ASTE, LOC118509003|XP_035904910.1|ASTE, LOC118509001|XP_035904907.1|ASTE
OG0000322	LOC6553127|XP_001980072.1|DERE, LOC6555729|XP_026838878.1|DERE, LOC6551711|XP_026837676.1|DERE	LOC118515307|XP_035917877.1|ASTE, LOC118502558|XP_035890757.1|ASTE
OG0000323	LOC6543162|XP_001969586.2|DERE, LOC6554972|XP_026839756.1|DERE, LOC6554971|XP_026839682.1|DERE	LOC118504036|XP_035893917.1|ASTE
OG0000324	LOC6549548|XP_001975754.1|DERE	LOC118506347|XP_035899225.1|ASTE
OG0000325	LOC6544993|XP_001973285.1|DERE, LOC6544995|XP_001973287.1|DERE	LOC118503776|XP_035893340.1|ASTE, LOC118503777|XP_035893341.1|ASTE, LOC118503774|XP_035893339.1|ASTE
