Orthogroup	DERE.longest_only	CCAP.longest_only
OG0000063	LOC6546128|XP_001972262.1|DERE, LOC6546125|XP_001972259.1|DERE, LOC6546126|XP_026832754.1|DERE, LOC6546127|XP_001972261.2|DERE	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC6553678|XP_001980420.1|DERE, LOC6542088|XP_001969217.1|DERE, LOC6553677|XP_026832116.1|DERE, LOC6552530|XP_001979844.1|DERE, LOC6552533|XP_001979847.1|DERE, LOC6552532|XP_001979846.1|DERE	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC6553482|XP_001979359.1|DERE	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC6544666|XP_001972003.3|DERE	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC6543302|XP_001969186.1|DERE	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC6544665|XP_001972002.1|DERE	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC6548333|XP_026835742.1|DERE	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC6544819|XP_026832512.1|DERE, LOC6544818|XP_026832511.1|DERE, LOC6544820|XP_001972656.1|DERE	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC6548840|XP_001975354.1|DERE	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC6548921|XP_001975349.1|DERE	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC6548838|XP_001975352.2|DERE	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC6547037|XP_026835680.1|DERE	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC6553627|XP_015009630.1|DERE	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC6545304|XP_001972062.2|DERE	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC6545622|XP_001972156.1|DERE	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC6545621|XP_001972155.1|DERE	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC6545619|XP_026832620.1|DERE	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC6544188|XP_015013837.1|DERE	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC6547656|XP_001974813.2|DERE	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC6552303|XP_001980828.1|DERE	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC6548296|XP_001976581.1|DERE	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC6554318|XP_001981477.2|DERE	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC6543392|XP_001968596.1|DERE, LOC6541779|XP_001968603.1|DERE, LOC26526742|XP_015015558.1|DERE, LOC6542476|XP_001968597.1|DERE, LOC6541720|XP_001968600.3|DERE, LOC6542307|XP_001968601.1|DERE	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC6548270|XP_001975252.1|DERE, LOC6548272|XP_001975254.1|DERE	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC6545544|XP_001971109.1|DERE	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC6549322|XP_026837009.1|DERE, LOC6554914|XP_001982236.1|DERE	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC6552838|XP_001979871.1|DERE	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC6541689|XP_026834543.1|DERE, LOC6543321|XP_001969237.1|DERE, LOC6543013|XP_001969236.1|DERE, LOC6543404|XP_001969234.1|DERE, LOC6543089|XP_001969235.1|DERE	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC6542300|XP_001969971.2|DERE	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC6547297|XP_001974723.1|DERE	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC6548751|XP_001975436.1|DERE	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC6541207|XP_001969370.1|DERE	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC6540621|XP_001968888.1|DERE	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC6543073|XP_015014662.1|DERE	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC6553054|XP_001979141.1|DERE	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC6543975|XP_026832426.1|DERE	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC6543160|XP_026835138.1|DERE	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC6542384|XP_026835110.1|DERE	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC6543999|XP_001971891.1|DERE	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC6555007|XP_015009056.1|DERE	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC113563760|XP_026831978.1|DERE	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC6551848|XP_026831615.1|DERE	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC6554984|XP_001981827.3|DERE	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC6554982|XP_001981825.1|DERE	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC6554283|XP_001981751.1|DERE, LOC6554983|XP_001981826.1|DERE	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC6541764|XP_026834401.1|DERE	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC6552799|XP_001979027.1|DERE	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC6549153|XP_001974282.1|DERE, LOC6541172|XP_026834907.1|DERE, LOC6552105|XP_001980699.1|DERE	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC6549084|XP_001974223.1|DERE	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC6553676|XP_001980418.1|DERE	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC113563950|XP_026833684.1|DERE	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000101	LOC6545510|XP_015012990.1|DERE	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000102	LOC6540855|XP_001970375.1|DERE	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE, LOC26526609|XP_015014313.1|DERE	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC6547246|XP_026836375.1|DERE	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC6545260|XP_001973250.2|DERE	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC6541678|XP_001969298.1|DERE	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC6545266|XP_001973256.1|DERE	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC6552845|XP_001980953.1|DERE	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC6552850|XP_001980958.2|DERE	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC6547875|XP_001976351.1|DERE, LOC6549578|XP_001974463.3|DERE, LOC6549577|XP_001974462.2|DERE, LOC6547876|XP_001976352.1|DERE	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC6542019|XP_001969959.1|DERE	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC6544308|XP_001971450.1|DERE, LOC6544307|XP_001971449.3|DERE	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC6544306|XP_001971448.1|DERE	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC6547569|XP_001974846.1|DERE, LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC113564127|XP_026835137.1|DERE, LOC6549603|XP_001975736.1|DERE, LOC6552710|XP_026831517.1|DERE, LOC6549195|XP_026836393.1|DERE	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC6542271|XP_001969808.1|DERE	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC6542543|XP_001969807.3|DERE	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC6554995|XP_001981820.2|DERE	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC6554989|XP_001981814.1|DERE	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC6554994|XP_001981819.1|DERE, LOC6554993|XP_001981818.2|DERE	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC6540738|XP_001969562.1|DERE	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC6540920|XP_001969563.1|DERE	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC6540785|XP_001969564.1|DERE	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC6540760|XP_001969565.1|DERE	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC6552165|XP_001980717.1|DERE, LOC6552163|XP_001980715.1|DERE	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC6552164|XP_001980716.1|DERE	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC6546603|XP_001976042.1|DERE	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC6549747|XP_001977350.1|DERE	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC6541936|XP_001968351.2|DERE	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC6551621|XP_001977124.1|DERE	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC6543179|XP_001969187.2|DERE, LOC6541798|XP_001968644.1|DERE	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC6548565|XP_001976637.1|DERE, LOC6553667|XP_026839511.1|DERE, LOC6553075|XP_001979096.1|DERE, LOC6553074|XP_001979095.1|DERE, LOC6553076|XP_001979097.1|DERE	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC6554806|XP_015009019.2|DERE	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC6553712|XP_001980356.1|DERE	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC6554336|XP_001981300.2|DERE, LOC6543059|XP_001968919.2|DERE	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE, LOC6553213|XP_001979215.1|DERE	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC6553212|XP_001979214.2|DERE	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC6547674|XP_026836856.1|DERE	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	LOC6553622|XP_001979280.3|DERE	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC6544586|XP_001972385.1|DERE, LOC26527022|XP_015015590.1|DERE, LOC6551486|XP_001978470.2|DERE	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC6545208|XP_001972099.1|DERE, LOC6544918|XP_026833930.1|DERE	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC6553736|XP_026832080.1|DERE	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC6551904|XP_001979665.1|DERE	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC6552776|XP_001979961.1|DERE	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC6542600|XP_001969921.1|DERE	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000136	LOC6544066|XP_001973695.2|DERE	CCAP1982_LOCUS19560|CAD7011460.1|CCAP
OG0000137	LOC6552702|XP_001979021.1|DERE	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC6544719|XP_001971526.1|DERE	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC6552595|XP_001980924.1|DERE, LOC6552596|XP_001980925.1|DERE, LOC6552594|XP_001980923.1|DERE, LOC6552592|XP_001980921.1|DERE, LOC6552593|XP_001980922.1|DERE	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC6545776|XP_001971643.2|DERE	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC6554784|XP_001981981.3|DERE	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC6546316|XP_001972824.2|DERE	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC6552889|XP_001979989.2|DERE	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC26525957|XP_026838622.1|DERE	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC6547581|XP_001976219.1|DERE	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC6547583|XP_001976221.2|DERE	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC6542355|XP_001969708.2|DERE	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC6553244|XP_001979064.2|DERE	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC6553243|XP_001979063.1|DERE	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC6541587|XP_001968573.1|DERE	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC6542719|XP_001968321.1|DERE, LOC6542102|XP_001968319.1|DERE, LOC6541669|XP_001968322.1|DERE, LOC6541161|XP_001968323.1|DERE, LOC6541440|XP_001968324.1|DERE	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC6545794|XP_001973444.1|DERE	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC6545750|XP_001973448.2|DERE	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC6545749|XP_001973447.1|DERE	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC6544375|XP_015013186.1|DERE	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC6552563|XP_001979901.1|DERE	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC26526154|XP_015014231.1|DERE	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC6544265|XP_026832803.1|DERE	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC6546356|XP_001972888.2|DERE	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC6544310|XP_026833410.1|DERE	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC6545063|XP_001971041.2|DERE	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC6551234|XP_001978346.3|DERE	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC6546347|XP_001970966.1|DERE	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC6549422|XP_001975702.1|DERE	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC6547742|XP_001974996.1|DERE	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC6545520|XP_001971597.2|DERE, LOC6544779|XP_001971599.1|DERE	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC6545521|XP_001971598.1|DERE	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC6554354|XP_001982052.1|DERE	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC6545616|XP_001972150.2|DERE, LOC6553714|XP_001980358.1|DERE	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC6549429|XP_026836425.1|DERE	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC6543431|XP_026834333.1|DERE	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC6542123|XP_001969351.2|DERE	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC6543644|XP_026832503.1|DERE	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC6549317|XP_001974488.1|DERE	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC6549319|XP_001974490.1|DERE	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC6543205|XP_001970653.1|DERE	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC6541195|XP_026834803.1|DERE, LOC6546634|XP_001975850.1|DERE	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC6553921|XP_001980568.1|DERE	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC6554532|XP_026839551.1|DERE, LOC6554498|XP_001981732.3|DERE	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC6543950|XP_001971927.1|DERE, LOC6544075|XP_001971932.1|DERE, LOC6544081|XP_001971938.1|DERE, LOC6544079|XP_001971936.2|DERE	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC6554198|XP_001981464.2|DERE	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC6541913|XP_026834959.1|DERE	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC6546848|XP_026836600.1|DERE	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000180	LOC6546577|XP_001974676.2|DERE	CCAP1982_LOCUS23260|CAD7015315.1|CCAP
OG0000181	LOC6552111|XP_001978807.1|DERE	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC6554638|XP_001981553.1|DERE	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000181	LOC6555236|XP_026837473.1|DERE	CCAP1982_LOCUS2967|CAD6994205.1|CCAP
OG0000182	LOC6552781|XP_001978967.1|DERE	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC6552779|XP_001978965.1|DERE, LOC6552556|XP_001978964.1|DERE	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC6555798|XP_026838925.1|DERE, LOC6555039|XP_001981410.1|DERE, LOC6544952|XP_001971546.1|DERE, LOC6545624|XP_026832536.1|DERE	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC6541771|XP_001970177.1|DERE, LOC6541579|XP_001970178.1|DERE	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE, LOC6554316|XP_001981747.1|DERE, LOC6542827|XP_001970546.1|DERE	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	LOC113564136|XP_026835269.1|DERE	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC6547961|XP_026835937.1|DERE	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
OG0000190	LOC6547962|XP_001975290.1|DERE	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	LOC6543209|XP_001970713.3|DERE, LOC6541783|XP_001970712.1|DERE	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	LOC6546976|XP_001974618.1|DERE	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
OG0000192	LOC26527035|XP_015014385.1|DERE, LOC6545375|XP_001972624.3|DERE	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	LOC6546371|XP_001971316.1|DERE	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	LOC6549581|XP_026836705.1|DERE	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP
OG0000196	LOC6549570|XP_026836755.1|DERE	CCAP1982_LOCUS7526|CAD6998979.1|CCAP
OG0000196	LOC6549575|XP_015012092.1|DERE	CCAP1982_LOCUS7517|CAD6998970.1|CCAP
OG0000198	LOC6549532|XP_001975809.3|DERE, LOC26526924|XP_015012882.2|DERE, LOC6548823|XP_026835991.1|DERE, LOC6548999|XP_026835997.1|DERE, LOC113564067|XP_026834346.1|DERE	CCAP1982_LOCUS6820|CAD6998205.1|CCAP
