Orthogroup	DERE.longest_only	BCOP.longest_only
OG0000082	LOC6549322|XP_026837009.1|DERE, LOC6554914|XP_001982236.1|DERE, LOC6552838|XP_001979871.1|DERE	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC6541689|XP_026834543.1|DERE, LOC6543321|XP_001969237.1|DERE, LOC6543013|XP_001969236.1|DERE, LOC6543404|XP_001969234.1|DERE, LOC6543089|XP_001969235.1|DERE	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC6542300|XP_001969971.2|DERE	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC6547297|XP_001974723.1|DERE	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC6541232|XP_001970598.1|DERE	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC6547336|XP_001974796.1|DERE	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC6541207|XP_001969370.1|DERE	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC6540621|XP_001968888.1|DERE, LOC6541897|XP_001969393.1|DERE	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC6543073|XP_015014662.1|DERE	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC6542500|XP_001969926.1|DERE, LOC6544587|XP_026832902.1|DERE, LOC6547958|XP_001975286.1|DERE, LOC6544588|XP_001972387.1|DERE	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC6553054|XP_001979141.1|DERE, LOC6553281|XP_001979199.1|DERE	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC6552316|XP_001980769.1|DERE	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC6543975|XP_026832426.1|DERE	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC6543160|XP_026835138.1|DERE, LOC6542384|XP_026835110.1|DERE, LOC6543999|XP_001971891.1|DERE, LOC6545497|XP_001971099.2|DERE	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC6555007|XP_015009056.1|DERE	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC6541159|XP_001969819.1|DERE, LOC113563760|XP_026831978.1|DERE, LOC6551848|XP_026831615.1|DERE	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC6554984|XP_001981827.3|DERE, LOC6554982|XP_001981825.1|DERE, LOC6554283|XP_001981751.1|DERE, LOC6554983|XP_001981826.1|DERE	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC6541764|XP_026834401.1|DERE	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC6549680|XP_001977422.1|DERE, LOC26527034|XP_015012902.1|DERE, LOC6546756|XP_001974546.1|DERE	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC6543242|XP_001968689.1|DERE, LOC6549902|XP_001977378.1|DERE	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC6546506|XP_026832953.1|DERE, LOC6552799|XP_001979027.1|DERE	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC6549153|XP_001974282.1|DERE, LOC6541172|XP_026834907.1|DERE, LOC6552105|XP_001980699.1|DERE, LOC6549084|XP_001974223.1|DERE	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC6555585|XP_001982610.1|DERE, LOC6555586|XP_001982611.2|DERE	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC6555581|XP_015008726.1|DERE	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC113563952|XP_026833685.1|DERE, LOC113563950|XP_026833684.1|DERE, LOC6545510|XP_015012990.1|DERE	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC6546722|XP_001974594.1|DERE	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC6547312|XP_001976339.1|DERE	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE, LOC26526609|XP_015014313.1|DERE, LOC6547246|XP_026836375.1|DERE	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC6545260|XP_001973250.2|DERE	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC6541678|XP_001969298.1|DERE, LOC6545266|XP_001973256.1|DERE	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC6545983|XP_001972191.2|DERE, LOC6552845|XP_001980953.1|DERE, LOC6552850|XP_001980958.2|DERE	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC6542019|XP_001969959.1|DERE	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC6544572|XP_001971451.2|DERE, LOC6544308|XP_001971450.1|DERE, LOC6544307|XP_001971449.3|DERE, LOC6544306|XP_001971448.1|DERE	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC6547569|XP_001974846.1|DERE, LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC113564127|XP_026835137.1|DERE, LOC6549603|XP_001975736.1|DERE, LOC6552710|XP_026831517.1|DERE, LOC6549195|XP_026836393.1|DERE	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC6540738|XP_001969562.1|DERE, LOC6540920|XP_001969563.1|DERE, LOC6540785|XP_001969564.1|DERE, LOC6540760|XP_001969565.1|DERE	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE, LOC6543468|XP_001969543.1|DERE	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC6552165|XP_001980717.1|DERE, LOC6552163|XP_001980715.1|DERE, LOC6552164|XP_001980716.1|DERE	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC6555510|XP_015008783.1|DERE	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC6546603|XP_001976042.1|DERE	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC6541936|XP_001968351.2|DERE, LOC6551621|XP_001977124.1|DERE, LOC6543179|XP_001969187.2|DERE, LOC6541798|XP_001968644.1|DERE	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC6548565|XP_001976637.1|DERE, LOC6553667|XP_026839511.1|DERE, LOC6553075|XP_001979096.1|DERE, LOC6553074|XP_001979095.1|DERE, LOC6553076|XP_001979097.1|DERE	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC6554806|XP_015009019.2|DERE	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC6553712|XP_001980356.1|DERE	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC6554336|XP_001981300.2|DERE, LOC6543059|XP_001968919.2|DERE	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE, LOC6553213|XP_001979215.1|DERE, LOC6553212|XP_001979214.2|DERE	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC6551485|XP_001978469.1|DERE, LOC6544586|XP_001972385.1|DERE, LOC26527022|XP_015015590.1|DERE, LOC6551486|XP_001978470.2|DERE	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC6553736|XP_026832080.1|DERE	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE, LOC6551904|XP_001979665.1|DERE	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC6552776|XP_001979961.1|DERE	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC6542600|XP_001969921.1|DERE	LOC119077122|XP_037040188.1|BCOP
OG0000136	LOC6544066|XP_001973695.2|DERE	LOC119080269|XP_037044424.1|BCOP
OG0000137	LOC6552702|XP_001979021.1|DERE	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC6544719|XP_001971526.1|DERE	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC26527006|XP_015011494.1|DERE	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000138	LOC6552595|XP_001980924.1|DERE, LOC6552596|XP_001980925.1|DERE, LOC6552594|XP_001980923.1|DERE, LOC6552592|XP_001980921.1|DERE, LOC6552593|XP_001980922.1|DERE	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC6554805|XP_001981583.1|DERE	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC6545777|XP_026833843.1|DERE, LOC6545778|XP_001971645.1|DERE	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC6554784|XP_001981981.3|DERE	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC6544493|XP_001973798.3|DERE	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC6550529|XP_026837492.1|DERE	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC6546315|XP_001972823.1|DERE	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC6546316|XP_001972824.2|DERE	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC6552889|XP_001979989.2|DERE	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC6550597|XP_001978174.1|DERE	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC26525957|XP_026838622.1|DERE	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC6551708|XP_001977287.1|DERE, LOC6547581|XP_001976219.1|DERE, LOC6547583|XP_001976221.2|DERE	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC6542355|XP_001969708.2|DERE	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC6553244|XP_001979064.2|DERE, LOC6553243|XP_001979063.1|DERE	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC6541587|XP_001968573.1|DERE	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC6541249|XP_001969268.1|DERE	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC6543066|XP_001970166.1|DERE, LOC6550329|XP_001977887.1|DERE	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE, LOC26526154|XP_015014231.1|DERE	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC6547270|XP_001974875.2|DERE, LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC6544265|XP_026832803.1|DERE	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC6546356|XP_001972888.2|DERE	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE, LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000165	LOC6549661|XP_001978710.1|DERE, LOC6544503|XP_001971991.1|DERE	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC6547742|XP_001974996.1|DERE	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC6547745|XP_001974999.3|DERE, LOC6547744|XP_001974998.1|DERE	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC6545520|XP_001971597.2|DERE, LOC6544779|XP_001971599.1|DERE, LOC6545519|XP_026833077.1|DERE, LOC6545521|XP_001971598.1|DERE	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC6554354|XP_001982052.1|DERE	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC6545616|XP_001972150.2|DERE, LOC6553714|XP_001980358.1|DERE	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC6543431|XP_026834333.1|DERE	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC6542123|XP_001969351.2|DERE	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC6550361|XP_001977767.2|DERE	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC6543644|XP_026832503.1|DERE	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC6549317|XP_001974488.1|DERE, LOC6549319|XP_001974490.1|DERE	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC6553921|XP_001980568.1|DERE	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC6554532|XP_026839551.1|DERE, LOC6554498|XP_001981732.3|DERE	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC6550560|XP_001977960.1|DERE	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC6554198|XP_001981464.2|DERE	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC6545704|XP_001972717.2|DERE	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC6541913|XP_026834959.1|DERE, LOC6546848|XP_026836600.1|DERE	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC6541623|XP_026834996.1|DERE	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC6552111|XP_001978807.1|DERE	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC6552781|XP_001978967.1|DERE	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC6552779|XP_001978965.1|DERE, LOC6552556|XP_001978964.1|DERE	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC6555798|XP_026838925.1|DERE, LOC6555039|XP_001981410.1|DERE, LOC6544952|XP_001971546.1|DERE, LOC6545624|XP_026832536.1|DERE	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC6541771|XP_001970177.1|DERE, LOC6541579|XP_001970178.1|DERE	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE, LOC6554316|XP_001981747.1|DERE, LOC6542827|XP_001970546.1|DERE	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC6551412|XP_001977198.3|DERE, LOC6551411|XP_001977197.2|DERE	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC6551501|XP_001978572.1|DERE	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC6551769|XP_001980638.2|DERE, LOC6550551|XP_001977983.1|DERE, LOC6550514|XP_001977989.1|DERE	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC113564136|XP_026835269.1|DERE	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC6555551|XP_026838961.1|DERE	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC6551361|XP_026837239.1|DERE	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC6543209|XP_001970713.3|DERE, LOC6541783|XP_001970712.1|DERE	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC6553825|XP_001980520.2|DERE, LOC26527035|XP_015014385.1|DERE, LOC6545375|XP_001972624.3|DERE	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC6542922|XP_001968569.1|DERE, LOC6541216|XP_001968568.1|DERE, LOC6546371|XP_001971316.1|DERE	LOC119066429|XP_037024804.1|BCOP
OG0000195	LOC6550456|XP_001977833.1|DERE, LOC6547813|XP_001976406.1|DERE	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP
OG0000196	LOC6549575|XP_015012092.1|DERE	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC6550613|XP_001978140.1|DERE	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC6550635|XP_026837415.1|DERE	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC6550636|XP_026837413.1|DERE	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC6549532|XP_001975809.3|DERE, LOC26526924|XP_015012882.2|DERE, LOC6548823|XP_026835991.1|DERE, LOC6548999|XP_026835997.1|DERE, LOC113564067|XP_026834346.1|DERE	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC6554869|XP_026836420.1|DERE, LOC113563728|XP_026831626.1|DERE, LOC6554870|XP_026832106.1|DERE, LOC6554871|XP_001981367.1|DERE, LOC6554868|XP_026839754.1|DERE	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC6554761|XP_001982197.2|DERE, LOC6554758|XP_001982194.1|DERE	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC6551932|XP_001979676.1|DERE	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC6545015|XP_001972605.1|DERE, LOC6545014|XP_001972604.1|DERE	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC6548188|XP_001975210.2|DERE, LOC6548190|XP_026836796.1|DERE, LOC6548189|XP_026836730.1|DERE	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC6553124|XP_001980069.1|DERE, LOC6554083|XP_001979595.1|DERE	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC6548461|XP_001976720.1|DERE	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC6541120|XP_001969768.1|DERE	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC6548459|XP_001976718.1|DERE	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC6546411|XP_001971803.1|DERE, LOC6546412|XP_001971804.1|DERE	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC6544924|XP_026832506.1|DERE, LOC6544922|XP_026832508.1|DERE	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000209	LOC6542477|XP_001970213.2|DERE, LOC6543442|XP_001970265.1|DERE, LOC6541097|XP_001970171.1|DERE, LOC6543050|XP_001970710.1|DERE	LOC119074339|XP_037036325.1|BCOP
OG0000210	LOC6543280|XP_026834185.1|DERE, LOC6551613|XP_001978593.2|DERE	LOC119068545|XP_037028059.1|BCOP
OG0000211	LOC6543788|XP_001972322.1|DERE	LOC119070444|XP_037030690.1|BCOP
OG0000211	LOC6553731|XP_026832112.1|DERE	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP
OG0000212	LOC6541947|XP_001970180.1|DERE, LOC6542011|XP_026834427.1|DERE, LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP
OG0000213	LOC6545488|XP_026832824.1|DERE, LOC6543147|XP_026838619.1|DERE, LOC113564604|XP_026838625.1|DERE	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP
OG0000214	LOC6549781|XP_001977312.1|DERE, LOC6549026|XP_001975535.1|DERE, LOC6554255|XP_001981676.3|DERE	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP
OG0000215	LOC6544027|XP_001973708.1|DERE, LOC6543691|XP_001973702.1|DERE	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP
OG0000217	LOC6551104|XP_001976909.1|DERE	LOC119076525|XP_037039206.1|BCOP
OG0000217	LOC6550977|XP_001976910.1|DERE	LOC119066897|XP_037025481.1|BCOP
OG0000219	LOC6542203|XP_001970690.1|DERE, LOC6542806|XP_015014719.1|DERE, LOC6541114|XP_001970689.1|DERE	LOC119073633|XP_037035119.1|BCOP
OG0000220	LOC6544974|XP_001971571.1|DERE, LOC6545036|XP_001971568.1|DERE, LOC6545037|XP_001971569.1|DERE	LOC119083685|XP_037049364.1|BCOP
OG0000221	LOC6546627|XP_001975843.1|DERE, LOC6552613|XP_001979893.1|DERE, LOC6546626|XP_026835960.1|DERE	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP
OG0000222	LOC6540807|XP_001969548.1|DERE	LOC119076255|XP_037038817.1|BCOP
OG0000223	LOC6543905|XP_026833408.1|DERE, LOC6544430|XP_026832927.1|DERE, LOC6544185|XP_001971919.1|DERE	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP
OG0000224	LOC6546933|XP_001974694.1|DERE	LOC119081110|XP_037045746.1|BCOP
OG0000224	LOC6548447|XP_001976665.1|DERE	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP
