Orthogroup	DERE.longest_only	CPIP.longest_only
OG0000090	LOC6543160|XP_026835138.1|DERE, LOC6542384|XP_026835110.1|DERE, LOC6543999|XP_001971891.1|DERE, LOC6545497|XP_001971099.2|DERE	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC6555007|XP_015009056.1|DERE	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC6541159|XP_001969819.1|DERE, LOC113563760|XP_026831978.1|DERE, LOC6551848|XP_026831615.1|DERE	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC6541764|XP_026834401.1|DERE	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC6546506|XP_026832953.1|DERE, LOC6552799|XP_001979027.1|DERE	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC6553676|XP_001980418.1|DERE	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC6555581|XP_015008726.1|DERE	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC113563952|XP_026833685.1|DERE, LOC113563950|XP_026833684.1|DERE, LOC6545510|XP_015012990.1|DERE	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC6546722|XP_001974594.1|DERE	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC6540855|XP_001970375.1|DERE, LOC6547312|XP_001976339.1|DERE	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE, LOC26526609|XP_015014313.1|DERE, LOC6547246|XP_026836375.1|DERE	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC6541678|XP_001969298.1|DERE, LOC6545266|XP_001973256.1|DERE	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC6545983|XP_001972191.2|DERE, LOC6552845|XP_001980953.1|DERE, LOC6552850|XP_001980958.2|DERE	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC6541724|XP_026834322.1|DERE, LOC6541702|XP_026835082.1|DERE	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC6542019|XP_001969959.1|DERE	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC6544572|XP_001971451.2|DERE, LOC6544308|XP_001971450.1|DERE, LOC6544307|XP_001971449.3|DERE, LOC6544306|XP_001971448.1|DERE	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC6547569|XP_001974846.1|DERE, LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC6549919|XP_001978671.1|DERE, LOC6550010|XP_001977476.1|DERE, LOC113564579|XP_026838421.1|DERE, LOC6549742|XP_001978647.2|DERE	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC113564127|XP_026835137.1|DERE, LOC6549603|XP_001975736.1|DERE, LOC6552710|XP_026831517.1|DERE, LOC6549195|XP_026836393.1|DERE	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC6542271|XP_001969808.1|DERE	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC6542543|XP_001969807.3|DERE, LOC6541219|XP_001969806.1|DERE	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC6540738|XP_001969562.1|DERE, LOC6540920|XP_001969563.1|DERE, LOC6540785|XP_001969564.1|DERE, LOC6540760|XP_001969565.1|DERE	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE, LOC6543468|XP_001969543.1|DERE	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC6552165|XP_001980717.1|DERE, LOC6552163|XP_001980715.1|DERE, LOC6552164|XP_001980716.1|DERE	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC6555510|XP_015008783.1|DERE	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC6546603|XP_001976042.1|DERE	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC6549747|XP_001977350.1|DERE, LOC6552855|XP_001979940.1|DERE, LOC6552857|XP_026831855.1|DERE, LOC6552856|XP_001979941.1|DERE	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC6541936|XP_001968351.2|DERE, LOC6551621|XP_001977124.1|DERE, LOC6543179|XP_001969187.2|DERE, LOC6541798|XP_001968644.1|DERE	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC6548565|XP_001976637.1|DERE, LOC6553667|XP_026839511.1|DERE, LOC6553075|XP_001979096.1|DERE, LOC6553074|XP_001979095.1|DERE, LOC6553076|XP_001979097.1|DERE	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC6548499|XP_026835634.1|DERE, LOC113564261|XP_026836019.1|DERE, LOC6541590|XP_001970428.1|DERE, LOC6543273|XP_001970427.1|DERE, LOC6540959|XP_001970425.3|DERE	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC6554806|XP_015009019.2|DERE	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC6553712|XP_001980356.1|DERE	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC6548842|XP_001975356.1|DERE, LOC6548843|XP_001975357.1|DERE	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC6554336|XP_001981300.2|DERE, LOC6543059|XP_001968919.2|DERE	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE, LOC6553213|XP_001979215.1|DERE, LOC6553212|XP_001979214.2|DERE	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC6547674|XP_026836856.1|DERE, LOC6547673|XP_026837174.1|DERE, LOC6553622|XP_001979280.3|DERE	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC6551485|XP_001978469.1|DERE, LOC6544586|XP_001972385.1|DERE, LOC26527022|XP_015015590.1|DERE, LOC6551486|XP_001978470.2|DERE	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC6553736|XP_026832080.1|DERE	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE, LOC6551904|XP_001979665.1|DERE	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC6552776|XP_001979961.1|DERE	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC6552702|XP_001979021.1|DERE	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC6544719|XP_001971526.1|DERE	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	LOC26527006|XP_015011494.1|DERE	LOC120423772|XP_039443625.1|CPIP
OG0000139	LOC6546331|XP_001971807.1|DERE, LOC6543195|XP_001969031.3|DERE, LOC6545872|XP_001972723.1|DERE, LOC6547503|XP_026836977.1|DERE, LOC6547504|XP_001976237.1|DERE	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC6554805|XP_001981583.1|DERE	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC6545774|XP_001971641.3|DERE, LOC6545776|XP_001971643.2|DERE, LOC6545777|XP_026833843.1|DERE, LOC6545778|XP_001971645.1|DERE	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC6554784|XP_001981981.3|DERE	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC6544493|XP_001973798.3|DERE	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC6550529|XP_026837492.1|DERE	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC6546315|XP_001972823.1|DERE	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC6546316|XP_001972824.2|DERE	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC6552889|XP_001979989.2|DERE	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC6550597|XP_001978174.1|DERE	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC26525957|XP_026838622.1|DERE	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC6551708|XP_001977287.1|DERE, LOC6547581|XP_001976219.1|DERE, LOC6547583|XP_001976221.2|DERE	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC6542355|XP_001969708.2|DERE	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC6553244|XP_001979064.2|DERE, LOC6553243|XP_001979063.1|DERE	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC6541587|XP_001968573.1|DERE	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC6541249|XP_001969268.1|DERE	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC6543066|XP_001970166.1|DERE, LOC6550329|XP_001977887.1|DERE	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC6552563|XP_001979901.1|DERE, LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE, LOC26526154|XP_015014231.1|DERE	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC6547270|XP_001974875.2|DERE, LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC6544265|XP_026832803.1|DERE	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC6546356|XP_001972888.2|DERE, LOC6544310|XP_026833410.1|DERE	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE, LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC6546347|XP_001970966.1|DERE, LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC6549661|XP_001978710.1|DERE, LOC6544503|XP_001971991.1|DERE	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC6547742|XP_001974996.1|DERE	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC6547745|XP_001974999.3|DERE, LOC6547744|XP_001974998.1|DERE	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC6554354|XP_001982052.1|DERE	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC6545616|XP_001972150.2|DERE, LOC6553714|XP_001980358.1|DERE	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC6543431|XP_026834333.1|DERE	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC6550361|XP_001977767.2|DERE	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC6543644|XP_026832503.1|DERE	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC6549317|XP_001974488.1|DERE, LOC6549319|XP_001974490.1|DERE	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC6543205|XP_001970653.1|DERE, LOC6541195|XP_026834803.1|DERE, LOC6546634|XP_001975850.1|DERE	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC6553921|XP_001980568.1|DERE	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC6554532|XP_026839551.1|DERE, LOC6554498|XP_001981732.3|DERE	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC6550560|XP_001977960.1|DERE	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC6554198|XP_001981464.2|DERE	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC6555794|XP_001982464.1|DERE	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC6541913|XP_026834959.1|DERE, LOC6546848|XP_026836600.1|DERE	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC6541623|XP_026834996.1|DERE	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC6554638|XP_001981553.1|DERE, LOC6555236|XP_026837473.1|DERE	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC6552781|XP_001978967.1|DERE	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC6552779|XP_001978965.1|DERE, LOC6552556|XP_001978964.1|DERE	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC6555798|XP_026838925.1|DERE, LOC6555039|XP_001981410.1|DERE, LOC6544952|XP_001971546.1|DERE, LOC6545624|XP_026832536.1|DERE	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC6541771|XP_001970177.1|DERE, LOC6541579|XP_001970178.1|DERE	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE, LOC6554316|XP_001981747.1|DERE, LOC6542827|XP_001970546.1|DERE	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC6551412|XP_001977198.3|DERE, LOC6551411|XP_001977197.2|DERE	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC6551769|XP_001980638.2|DERE, LOC6550551|XP_001977983.1|DERE, LOC6550514|XP_001977989.1|DERE	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC113564136|XP_026835269.1|DERE	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC6555551|XP_026838961.1|DERE	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC6547961|XP_026835937.1|DERE	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC6551361|XP_026837239.1|DERE	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC6543209|XP_001970713.3|DERE, LOC6541783|XP_001970712.1|DERE	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC6553825|XP_001980520.2|DERE, LOC26527035|XP_015014385.1|DERE, LOC6545375|XP_001972624.3|DERE	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC6542922|XP_001968569.1|DERE, LOC6541216|XP_001968568.1|DERE, LOC6546371|XP_001971316.1|DERE	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC6550456|XP_001977833.1|DERE, LOC6547813|XP_001976406.1|DERE	LOC120422322|XP_039441648.1|CPIP
OG0000195	LOC6555691|XP_001982419.1|DERE, LOC6546907|XP_026836838.1|DERE	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC6549581|XP_026836705.1|DERE, LOC6549570|XP_026836755.1|DERE	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC6549575|XP_015012092.1|DERE	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC6550613|XP_001978140.1|DERE	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC6550635|XP_026837415.1|DERE	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC6550636|XP_026837413.1|DERE	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC6554869|XP_026836420.1|DERE, LOC113563728|XP_026831626.1|DERE, LOC6554870|XP_026832106.1|DERE, LOC6554871|XP_001981367.1|DERE, LOC6554868|XP_026839754.1|DERE	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC6554761|XP_001982197.2|DERE, LOC6554758|XP_001982194.1|DERE	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC6551932|XP_001979676.1|DERE	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC6548188|XP_001975210.2|DERE, LOC6548190|XP_026836796.1|DERE, LOC6548189|XP_026836730.1|DERE	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC6553124|XP_001980069.1|DERE, LOC6554083|XP_001979595.1|DERE	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC6548461|XP_001976720.1|DERE	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC6548459|XP_001976718.1|DERE	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC6544924|XP_026832506.1|DERE, LOC6544922|XP_026832508.1|DERE	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC6543280|XP_026834185.1|DERE, LOC6551613|XP_001978593.2|DERE	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC6553731|XP_026832112.1|DERE	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC6541947|XP_001970180.1|DERE, LOC6542011|XP_026834427.1|DERE, LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC6545488|XP_026832824.1|DERE, LOC6543147|XP_026838619.1|DERE, LOC113564604|XP_026838625.1|DERE	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC6549781|XP_001977312.1|DERE, LOC6549026|XP_001975535.1|DERE, LOC6554255|XP_001981676.3|DERE	LOC120423256|XP_039442910.1|CPIP
OG0000215	LOC6544027|XP_001973708.1|DERE, LOC6543691|XP_001973702.1|DERE	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	LOC6543977|XP_026832612.1|DERE, LOC6550512|XP_001977987.1|DERE	LOC120420802|XP_039439858.1|CPIP
OG0000217	LOC6551104|XP_001976909.1|DERE	LOC120428308|XP_039449241.1|CPIP
OG0000217	LOC6550977|XP_001976910.1|DERE	LOC120424465|XP_039444531.1|CPIP
OG0000220	LOC6544974|XP_001971571.1|DERE, LOC6545036|XP_001971568.1|DERE, LOC6545037|XP_001971569.1|DERE	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	LOC6546627|XP_001975843.1|DERE, LOC6552613|XP_001979893.1|DERE, LOC6546626|XP_026835960.1|DERE	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
OG0000222	LOC6540807|XP_001969548.1|DERE	LOC120415515|XP_039433006.1|CPIP
OG0000224	LOC6548447|XP_001976665.1|DERE	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP
OG0000225	LOC26526626|XP_015009396.1|DERE, LOC6554836|XP_001981992.2|DERE, LOC6554837|XP_001981993.1|DERE	LOC120425954|XP_039446528.1|CPIP
OG0000226	LOC6546016|XP_001972228.1|DERE, LOC6546018|XP_001972230.1|DERE, LOC6546022|XP_001972234.2|DERE	LOC120421843|XP_039441063.1|CPIP
OG0000228	LOC6544247|XP_001973814.1|DERE, LOC6552389|XP_001978907.1|DERE, LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE	LOC120428998|XP_039450071.1|CPIP
OG0000229	LOC6554637|XP_026837444.1|DERE, LOC26526662|XP_026835008.1|DERE	LOC120414275|XP_039431334.1|CPIP
OG0000229	LOC6553508|XP_001979354.2|DERE	LOC120425261|XP_039445636.1|CPIP
OG0000230	LOC6548853|XP_026837124.1|DERE, LOC113564355|XP_026837129.1|DERE	LOC120430980|XP_039452052.1|CPIP, LOC120424083|XP_039444031.1|CPIP, LOC120424078|XP_039444027.1|CPIP, LOC120421623|XP_039440785.1|CPIP, LOC120428686|XP_039449690.1|CPIP, LOC120428123|XP_039449043.1|CPIP, LOC120430983|XP_039452079.1|CPIP
OG0000232	LOC6553321|XP_001980165.1|DERE, LOC6543057|XP_001970735.3|DERE, LOC6543035|XP_001970736.1|DERE	LOC120419875|XP_039438670.1|CPIP
