Orthogroup	DERE.longest_only	DALB.longest_only
OG0000053	LOC6542876|XP_001970456.1|DERE	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC6542254|XP_001970457.1|DERE	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC6542856|XP_001970461.3|DERE	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC6553130|XP_001980075.1|DERE	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC6553059|XP_001980078.1|DERE, LOC6553132|XP_026836543.1|DERE	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC26527116|XP_015009429.1|DERE, LOC6555464|XP_001981222.1|DERE	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000055	LOC113564309|XP_026836595.1|DERE	LOC117574889|XP_034114817.1|DALB
OG0000056	LOC6554751|XP_001982187.1|DERE	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC6554782|XP_001982185.1|DERE, LOC6554781|XP_001982184.3|DERE	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC6551980|XP_001980665.2|DERE	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC6548959|XP_001974191.1|DERE, LOC6548960|XP_001974192.1|DERE	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB
OG0000058	LOC6543269|XP_001969993.1|DERE	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000059	LOC6555431|XP_001981657.1|DERE	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC6555433|XP_001981659.1|DERE, LOC6555434|XP_001981660.1|DERE	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC6555432|XP_001981658.1|DERE	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC6555439|XP_001981665.1|DERE	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC6551123|XP_026838344.1|DERE	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC6549244|XP_001974429.1|DERE	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC6552399|XP_001978925.3|DERE	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC6554918|XP_026832695.1|DERE	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC6551264|XP_001978379.1|DERE	LOC117577733|XP_034118527.1|DALB
OG0000060	LOC6542766|XP_001968438.1|DERE	LOC117565160|XP_034100035.1|DALB
OG0000061	LOC6541628|XP_001968975.1|DERE	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC6542667|XP_001968981.1|DERE	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC6541823|XP_001968977.1|DERE	LOC117564867|XP_034099707.1|DALB
OG0000061	LOC6542105|XP_001968978.2|DERE	LOC117564866|XP_034099705.1|DALB
OG0000062	LOC6549684|XP_001977426.1|DERE	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC6549489|XP_001974263.1|DERE, LOC6549488|XP_001974262.1|DERE	LOC117578240|XP_034119548.1|DALB
OG0000062	LOC113564055|XP_026834234.1|DERE	LOC117564777|XP_034099566.1|DALB
OG0000063	LOC6553303|XP_001980169.2|DERE, LOC6553302|XP_001980168.1|DERE, LOC6553304|XP_001980170.1|DERE	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC6546128|XP_001972262.1|DERE	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC6546125|XP_001972259.1|DERE	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC6546126|XP_026832754.1|DERE, LOC6546127|XP_001972261.2|DERE	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC6553678|XP_001980420.1|DERE	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC6542088|XP_001969217.1|DERE, LOC6553677|XP_026832116.1|DERE, LOC6552530|XP_001979844.1|DERE, LOC6552533|XP_001979847.1|DERE, LOC6552532|XP_001979846.1|DERE	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC6553068|XP_026839624.1|DERE, LOC6554272|XP_001981468.2|DERE	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC6548358|XP_001973961.1|DERE	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC6553030|XP_001980092.1|DERE	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC6551730|XP_001977216.1|DERE	LOC117567332|XP_034103141.1|DALB
OG0000066	LOC6547937|XP_026836122.1|DERE	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC6553482|XP_001979359.1|DERE	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC6544666|XP_001972003.3|DERE	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC6543302|XP_001969186.1|DERE	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC6544665|XP_001972002.1|DERE	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC6543541|XP_001973625.1|DERE	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC6546215|XP_001972910.3|DERE	LOC117575545|XP_034115693.1|DALB
OG0000068	LOC6547621|XP_001974885.1|DERE	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC6549927|XP_026837643.1|DERE	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC6548333|XP_026835742.1|DERE	LOC117568075|XP_034104335.1|DALB
OG0000070	LOC6541526|XP_001970002.1|DERE	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC6555523|XP_001982429.1|DERE	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC6542508|XP_001970001.1|DERE	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC6550273|XP_001977632.1|DERE	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC6544447|XP_001972434.2|DERE	LOC117572590|XP_034111368.1|DALB
OG0000071	LOC6544819|XP_026832512.1|DERE	LOC117570623|XP_034108276.1|DALB
OG0000071	LOC6544820|XP_001972656.1|DERE	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC6548840|XP_001975354.1|DERE	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC6548838|XP_001975352.2|DERE	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC6547037|XP_026835680.1|DERE	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC6555769|XP_026837941.1|DERE	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC6553627|XP_015009630.1|DERE	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC6545304|XP_001972062.2|DERE	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC6546439|XP_001972925.1|DERE	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC6545620|XP_001972154.1|DERE	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC6545622|XP_001972156.1|DERE	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC6545621|XP_001972155.1|DERE	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC6545619|XP_026832620.1|DERE	LOC117568217|XP_034104582.1|DALB
OG0000076	LOC6544188|XP_015013837.1|DERE	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC6550413|XP_001977744.3|DERE	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC6550414|XP_001977745.1|DERE	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC6547656|XP_001974813.2|DERE	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC6552303|XP_001980828.1|DERE	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC6548296|XP_001976581.1|DERE	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC6554318|XP_001981477.2|DERE	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC6547567|XP_001974844.1|DERE	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB
OG0000078	LOC6543899|XP_001973650.1|DERE	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC6553294|XP_001979187.1|DERE	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC6549869|XP_001978650.1|DERE	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC6550069|XP_001977566.1|DERE	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC6543392|XP_001968596.1|DERE	LOC117564795|XP_034099607.1|DALB
OG0000079	LOC6541720|XP_001968600.3|DERE, LOC6542307|XP_001968601.1|DERE	LOC117565282|XP_034100202.1|DALB
OG0000079	LOC6543029|XP_001968602.1|DERE, LOC6542583|XP_026835136.1|DERE, LOC6541290|XP_001968599.1|DERE, LOC6542036|XP_001968598.1|DERE	LOC117564408|XP_034099031.1|DALB
OG0000080	LOC6548270|XP_001975252.1|DERE, LOC6548272|XP_001975254.1|DERE	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC6548314|XP_001975327.1|DERE	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC6545544|XP_001971109.1|DERE	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC6549322|XP_026837009.1|DERE	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC6554914|XP_001982236.1|DERE	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC6552838|XP_001979871.1|DERE	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC6541689|XP_026834543.1|DERE, LOC6543321|XP_001969237.1|DERE, LOC6543013|XP_001969236.1|DERE, LOC6543404|XP_001969234.1|DERE, LOC6543089|XP_001969235.1|DERE	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC6547297|XP_001974723.1|DERE	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC6548751|XP_001975436.1|DERE	LOC117571981|XP_034110380.1|DALB
OG0000086	LOC6547336|XP_001974796.1|DERE	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC6541207|XP_001969370.1|DERE	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC6540621|XP_001968888.1|DERE	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC6541897|XP_001969393.1|DERE	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC6543073|XP_015014662.1|DERE	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC6542500|XP_001969926.1|DERE	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC6544587|XP_026832902.1|DERE	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC6547958|XP_001975286.1|DERE	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC6544588|XP_001972387.1|DERE	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC6553054|XP_001979141.1|DERE	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC6552316|XP_001980769.1|DERE	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC6543975|XP_026832426.1|DERE	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC6543160|XP_026835138.1|DERE	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC6542384|XP_026835110.1|DERE	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC6543999|XP_001971891.1|DERE	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC6545497|XP_001971099.2|DERE	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC6555007|XP_015009056.1|DERE	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC6541159|XP_001969819.1|DERE	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC113563760|XP_026831978.1|DERE	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC6551848|XP_026831615.1|DERE	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC6554984|XP_001981827.3|DERE	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC6554982|XP_001981825.1|DERE	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC6554283|XP_001981751.1|DERE, LOC6554983|XP_001981826.1|DERE	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC6541764|XP_026834401.1|DERE	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC6549680|XP_001977422.1|DERE, LOC26527034|XP_015012902.1|DERE, LOC6546756|XP_001974546.1|DERE	LOC117572473|XP_034111211.1|DALB
OG0000093	LOC6549902|XP_001977378.1|DERE	LOC117571868|XP_034110194.1|DALB
OG0000094	LOC6546506|XP_026832953.1|DERE	LOC117569967|XP_034107235.1|DALB
OG0000094	LOC6552799|XP_001979027.1|DERE	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC6549153|XP_001974282.1|DERE	LOC117576098|XP_034116547.1|DALB
OG0000096	LOC6541172|XP_026834907.1|DERE	LOC117576097|XP_034116544.1|DALB
OG0000096	LOC6552105|XP_001980699.1|DERE	LOC117576096|XP_034116543.1|DALB
OG0000096	LOC6549084|XP_001974223.1|DERE	LOC117564095|XP_034098634.1|DALB
OG0000097	LOC26526342|XP_015014261.2|DERE, LOC6546172|XP_001972869.2|DERE, LOC6546171|XP_001972868.2|DERE	LOC117571330|XP_034109312.1|DALB
OG0000098	LOC6553676|XP_001980418.1|DERE	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000099	LOC6555585|XP_001982610.1|DERE	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC6555586|XP_001982611.2|DERE	LOC117567580|XP_034103552.1|DALB
OG0000099	LOC6555581|XP_015008726.1|DERE	LOC117577441|XP_034118229.1|DALB
OG0000100	LOC26526541|XP_026836248.1|DERE	LOC117569898|XP_034107130.1|DALB
OG0000100	LOC6554315|XP_001981746.1|DERE	LOC117574748|XP_034114579.1|DALB
OG0000100	LOC6552648|XP_001979908.1|DERE	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB
OG0000100	LOC6552647|XP_001979907.2|DERE	LOC117575926|XP_034116275.1|DALB
OG0000100	LOC6552646|XP_001979906.1|DERE	LOC117565539|XP_034100578.1|DALB
OG0000101	LOC6545510|XP_015012990.1|DERE	LOC117569034|XP_034105922.1|DALB
OG0000102	LOC6546722|XP_001974594.1|DERE	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC6540855|XP_001970375.1|DERE	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB
OG0000103	LOC26526609|XP_015014313.1|DERE	LOC117572313|XP_034110935.1|DALB
OG0000103	LOC6547246|XP_026836375.1|DERE	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC6545260|XP_001973250.2|DERE	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC6541678|XP_001969298.1|DERE	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC6545266|XP_001973256.1|DERE	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC6545983|XP_001972191.2|DERE	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB
OG0000105	LOC6552845|XP_001980953.1|DERE	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC6552850|XP_001980958.2|DERE	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC6547875|XP_001976351.1|DERE, LOC6549578|XP_001974463.3|DERE, LOC6549577|XP_001974462.2|DERE, LOC6547876|XP_001976352.1|DERE	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000109	LOC6541724|XP_026834322.1|DERE, LOC6541702|XP_026835082.1|DERE	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC6542019|XP_001969959.1|DERE	LOC117564337|XP_034098933.1|DALB
OG0000110	LOC6544572|XP_001971451.2|DERE	LOC117571418|XP_034109449.1|DALB
OG0000110	LOC6544308|XP_001971450.1|DERE	LOC117572446|XP_034111168.1|DALB
OG0000110	LOC6544307|XP_001971449.3|DERE	LOC117571419|XP_034109450.1|DALB
OG0000110	LOC6544306|XP_001971448.1|DERE	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC6547569|XP_001974846.1|DERE	LOC117568704|XP_034105408.1|DALB
OG0000111	LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC6549919|XP_001978671.1|DERE, LOC6550010|XP_001977476.1|DERE	LOC117565393|XP_034100371.1|DALB
OG0000112	LOC113564579|XP_026838421.1|DERE, LOC6549742|XP_001978647.2|DERE	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000113	LOC6549603|XP_001975736.1|DERE	LOC117568015|XP_034104233.1|DALB
OG0000114	LOC113564097|XP_026834771.1|DERE, LOC113564096|XP_026834770.1|DERE	LOC117563970|XP_034098449.1|DALB
OG0000114	LOC6542271|XP_001969808.1|DERE	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC6554995|XP_001981820.2|DERE	LOC117574278|XP_034113920.1|DALB
OG0000116	LOC6554989|XP_001981814.1|DERE	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	LOC6554993|XP_001981818.2|DERE	LOC117574279|XP_034113921.1|DALB
OG0000117	LOC6540738|XP_001969562.1|DERE	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC6540920|XP_001969563.1|DERE	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC6540785|XP_001969564.1|DERE	LOC117565747|XP_034100885.1|DALB
OG0000117	LOC6540760|XP_001969565.1|DERE	LOC117565748|XP_034100886.1|DALB
OG0000118	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000118	LOC6543468|XP_001969543.1|DERE	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB
OG0000119	LOC6552165|XP_001980717.1|DERE	LOC117573918|XP_034113322.1|DALB
OG0000119	LOC6552163|XP_001980715.1|DERE	LOC117575301|XP_034115342.1|DALB
OG0000119	LOC6552164|XP_001980716.1|DERE	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC6555510|XP_015008783.1|DERE	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC6546603|XP_001976042.1|DERE	LOC117567543|XP_034103482.1|DALB
OG0000120	LOC6545155|XP_001971017.1|DERE	LOC117569372|XP_034106394.1|DALB
OG0000121	LOC6552855|XP_001979940.1|DERE	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB
OG0000121	LOC6552857|XP_026831855.1|DERE, LOC6552856|XP_001979941.1|DERE	LOC117576173|XP_034116649.1|DALB
OG0000122	LOC6541936|XP_001968351.2|DERE	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC6551621|XP_001977124.1|DERE	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC6543179|XP_001969187.2|DERE	LOC117570141|XP_034107498.1|DALB
OG0000122	LOC6541798|XP_001968644.1|DERE	LOC117565066|XP_034099905.1|DALB
OG0000123	LOC6548565|XP_001976637.1|DERE	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB
OG0000123	LOC6553076|XP_001979097.1|DERE	LOC117574507|XP_034114251.1|DALB
OG0000124	LOC6543273|XP_001970427.1|DERE, LOC6540959|XP_001970425.3|DERE	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB
OG0000125	LOC6554806|XP_015009019.2|DERE	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC6553712|XP_001980356.1|DERE	LOC117573946|XP_034113364.1|DALB
OG0000125	LOC6548842|XP_001975356.1|DERE	LOC117571229|XP_034109167.1|DALB
OG0000125	LOC6548843|XP_001975357.1|DERE	LOC117567335|XP_034103145.1|DALB
OG0000126	LOC6543059|XP_001968919.2|DERE	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE	LOC117574862|XP_034114769.1|DALB
OG0000127	LOC6553213|XP_001979215.1|DERE	LOC117575877|XP_034116206.1|DALB
OG0000127	LOC6553212|XP_001979214.2|DERE	LOC117575878|XP_034116207.1|DALB
OG0000128	LOC6547674|XP_026836856.1|DERE	LOC117571995|XP_034110397.1|DALB
OG0000128	LOC6553622|XP_001979280.3|DERE	LOC117571994|XP_034110395.1|DALB
OG0000129	LOC6551485|XP_001978469.1|DERE	LOC117577997|XP_034118986.1|DALB
OG0000129	LOC6544586|XP_001972385.1|DERE	LOC117571227|XP_034109165.1|DALB
OG0000129	LOC26527022|XP_015015590.1|DERE	LOC117571277|XP_034109231.1|DALB
OG0000129	LOC6551486|XP_001978470.2|DERE	LOC117577996|XP_034118985.1|DALB
OG0000130	LOC6545208|XP_001972099.1|DERE	LOC117569356|XP_034106380.1|DALB
OG0000130	LOC6544918|XP_026833930.1|DERE	LOC117572760|XP_034111736.1|DALB
OG0000131	LOC6553736|XP_026832080.1|DERE	LOC117573955|XP_034113385.1|DALB
OG0000132	LOC6541657|XP_001969760.1|DERE	LOC117564930|XP_034099775.1|DALB
OG0000132	LOC6551904|XP_001979665.1|DERE	LOC117576685|XP_034117572.1|DALB
OG0000134	LOC6552776|XP_001979961.1|DERE	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC6551363|XP_001978376.3|DERE	LOC117570061|XP_034107390.1|DALB
OG0000134	LOC6542600|XP_001969921.1|DERE	LOC117564459|XP_034099134.1|DALB
OG0000137	LOC6552702|XP_001979021.1|DERE	LOC117573629|XP_034112821.1|DALB
OG0000137	LOC6544719|XP_001971526.1|DERE	LOC117566965|XP_034102511.1|DALB
OG0000138	LOC6552594|XP_001980923.1|DERE	LOC117573291|XP_034112285.1|DALB
OG0000138	LOC6552592|XP_001980921.1|DERE	LOC117574048|XP_034113540.1|DALB
OG0000138	LOC6552593|XP_001980922.1|DERE	LOC117573290|XP_034112283.1|DALB
OG0000140	LOC6554805|XP_001981583.1|DERE	LOC117576114|XP_034116562.1|DALB
OG0000141	LOC6545776|XP_001971643.2|DERE	LOC117568469|XP_034105045.1|DALB
OG0000141	LOC6545777|XP_026833843.1|DERE	LOC117568470|XP_034105047.1|DALB
OG0000141	LOC6545778|XP_001971645.1|DERE	LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB
OG0000142	LOC6554784|XP_001981981.3|DERE	LOC117573688|XP_034112934.1|DALB
OG0000142	LOC6544493|XP_001973798.3|DERE	LOC117573203|XP_034112086.1|DALB
OG0000142	LOC6550529|XP_026837492.1|DERE	LOC117577839|XP_034118671.1|DALB
OG0000143	LOC6546315|XP_001972823.1|DERE	LOC117572619|XP_034111465.1|DALB
OG0000143	LOC6546316|XP_001972824.2|DERE	LOC117570901|XP_034108697.1|DALB
OG0000144	LOC6552889|XP_001979989.2|DERE	LOC117574830|XP_034114694.1|DALB
OG0000144	LOC6550597|XP_001978174.1|DERE	LOC117575624|XP_034115793.1|DALB
OG0000144	LOC26525957|XP_026838622.1|DERE	LOC117564386|XP_034098997.1|DALB
OG0000145	LOC6551708|XP_001977287.1|DERE	LOC117573665|XP_034112888.1|DALB
OG0000145	LOC6547581|XP_001976219.1|DERE	LOC117564784|XP_034099582.1|DALB
OG0000145	LOC6547583|XP_001976221.2|DERE	LOC117563990|XP_034098470.1|DALB
OG0000147	LOC6542355|XP_001969708.2|DERE	LOC117563867|XP_034098313.1|DALB
OG0000147	LOC6553244|XP_001979064.2|DERE	LOC117573367|XP_034112387.1|DALB
OG0000147	LOC6553243|XP_001979063.1|DERE	LOC117573368|XP_034112388.1|DALB
OG0000148	LOC6541587|XP_001968573.1|DERE	LOC117563553|XP_034097824.1|DALB
OG0000148	LOC6541249|XP_001969268.1|DERE	LOC117563206|XP_034097284.1|DALB
OG0000149	LOC6543066|XP_001970166.1|DERE	LOC117565727|XP_034100866.1|DALB
OG0000149	LOC6550329|XP_001977887.1|DERE	LOC117569224|XP_034106193.1|DALB
OG0000150	LOC6542719|XP_001968321.1|DERE, LOC6542102|XP_001968319.1|DERE, LOC6541669|XP_001968322.1|DERE, LOC6541161|XP_001968323.1|DERE, LOC6541440|XP_001968324.1|DERE	LOC117564957|XP_034099803.1|DALB
OG0000151	LOC6545794|XP_001973444.1|DERE	LOC117568976|XP_034105827.1|DALB, LOC117569351|XP_034106374.1|DALB
OG0000151	LOC6545750|XP_001973448.2|DERE	LOC117569108|XP_034106017.1|DALB
OG0000151	LOC6545749|XP_001973447.1|DERE	LOC117563802|XP_034098225.1|DALB
OG0000151	LOC6544375|XP_015013186.1|DERE	LOC117569728|XP_034106892.1|DALB, LOC117571262|XP_034109214.1|DALB
OG0000152	LOC6555092|XP_001981403.1|DERE	LOC117576816|XP_034117777.1|DALB
OG0000152	LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE	LOC117576823|XP_034117786.1|DALB
OG0000152	LOC6555089|XP_001981400.1|DERE	LOC117576822|XP_034117785.1|DALB
OG0000153	LOC6552563|XP_001979901.1|DERE	LOC117575070|XP_034115052.1|DALB
OG0000153	LOC6552560|XP_001979898.1|DERE	LOC117574202|XP_034113798.1|DALB
OG0000153	LOC6552561|XP_001979899.1|DERE	LOC117574203|XP_034113799.1|DALB
OG0000154	LOC6554893|XP_001982204.1|DERE	LOC117574657|XP_034114452.1|DALB
OG0000154	LOC6554767|XP_001982203.1|DERE	LOC117576746|XP_034117670.1|DALB
OG0000155	LOC6544072|XP_026832725.1|DERE	LOC117572459|XP_034111186.1|DALB
OG0000155	LOC6544096|XP_026833302.1|DERE	LOC117571424|XP_034109454.1|DALB
OG0000155	LOC6544095|XP_001971436.1|DERE	LOC117571421|XP_034109452.1|DALB
OG0000157	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB
OG0000157	LOC6541745|XP_001970423.1|DERE	LOC117569547|XP_034106646.1|DALB
OG0000158	LOC6547270|XP_001974875.2|DERE	LOC117567617|XP_034103599.1|DALB
