Orthogroup	DSUP.longest_only	CCAP.longest_only
OG0000048	LOC119553985|XP_037720620.1|DSUP, LOC119553987|XP_037720622.1|DSUP	CCAP1982_LOCUS14846|CAD7006532.1|CCAP, CCAP1982_LOCUS14847|CAD7006533.1|CCAP
OG0000048	LOC119553986|XP_037720621.1|DSUP, LOC119553984|XP_037720618.1|DSUP	CCAP1982_LOCUS14853|CAD7006539.1|CCAP, CCAP1982_LOCUS14855|CAD7006541.1|CCAP, CCAP1982_LOCUS14857|CAD7006543.1|CCAP, CCAP1982_LOCUS14856|CAD7006542.1|CCAP, CCAP1982_LOCUS14858|CAD7006544.1|CCAP
OG0000048	LOC119555323|XP_037722579.1|DSUP	CCAP1982_LOCUS14852|CAD7006538.1|CCAP
OG0000049	LOC119563399|XP_037732686.1|DSUP	CCAP1982_LOCUS3089|CAD6994333.1|CCAP
OG0000049	LOC119553498|XP_037719841.1|DSUP	CCAP1982_LOCUS3087|CAD6994331.1|CCAP
OG0000049	LOC119555362|XP_037722631.1|DSUP, LOC119555370|XP_037722644.1|DSUP	CCAP1982_LOCUS3086|CAD6994330.1|CCAP
OG0000049	LOC119558111|XP_037727267.1|DSUP	CCAP1982_LOCUS3090|CAD6994334.1|CCAP
OG0000050	LOC119549468|XP_037713498.1|DSUP	CCAP1982_LOCUS13741|CAD7005381.1|CCAP
OG0000050	LOC119555005|XP_037722074.1|DSUP, LOC119554439|XP_037721277.1|DSUP, LOC119554992|XP_037722058.1|DSUP, LOC119555302|XP_037722547.1|DSUP, LOC119554440|XP_037721278.1|DSUP, LOC119554997|XP_037722064.1|DSUP	CCAP1982_LOCUS13740|CAD7005380.1|CCAP
OG0000051	LOC119560029|XP_037729252.1|DSUP	CCAP1982_LOCUS274|CAD6991345.1|CCAP
OG0000051	LOC119551943|XP_037717559.1|DSUP, LOC119546183|XP_037708239.1|DSUP, LOC119556804|XP_037725175.1|DSUP, LOC119556794|XP_037725162.1|DSUP	CCAP1982_LOCUS4223|CAD6995510.1|CCAP, CCAP1982_LOCUS170|CAD6991233.1|CCAP, CCAP1982_LOCUS4233|CAD6995520.1|CCAP
OG0000052	LOC119560909|XP_037730537.1|DSUP, LOC119562894|XP_037731939.1|DSUP, LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP, LOC119549090|XP_037712749.1|DSUP, LOC119549091|XP_037712751.1|DSUP	CCAP1982_LOCUS19453|CAD7011350.1|CCAP, CCAP1982_LOCUS12190|CAD7003754.1|CCAP, CCAP1982_LOCUS12192|CAD7003756.1|CCAP, CCAP1982_LOCUS12191|CAD7003755.1|CCAP
OG0000053	LOC119549495|XP_037713527.1|DSUP, LOC119551763|XP_037717217.1|DSUP	CCAP1982_LOCUS20953|CAD7012854.1|CCAP
OG0000053	LOC119551749|XP_037717203.1|DSUP	CCAP1982_LOCUS20956|CAD7012857.1|CCAP
OG0000053	LOC119551753|XP_037717206.1|DSUP	CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP
OG0000054	LOC119556528|XP_037724737.1|DSUP	CCAP1982_LOCUS1028|CAD6992150.1|CCAP
OG0000054	LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP, LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP
OG0000055	LOC119545654|XP_037707308.1|DSUP, LOC119545656|XP_037707310.1|DSUP, LOC119545655|XP_037707309.1|DSUP	CCAP1982_LOCUS1093|CAD6992223.1|CCAP, CCAP1982_LOCUS1092|CAD6992222.1|CCAP
OG0000058	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP, LOC119546720|XP_037709134.1|DSUP, LOC119556721|XP_037725047.1|DSUP	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP
OG0000059	LOC119559409|XP_037728412.1|DSUP, LOC119560931|XP_037730598.1|DSUP, LOC119560508|XP_037729914.1|DSUP, LOC119556499|XP_037724690.1|DSUP, LOC119556077|XP_037723838.1|DSUP, LOC119556689|XP_037725016.1|DSUP, LOC119556184|XP_037724057.1|DSUP	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP
OG0000060	LOC119550934|XP_037715889.1|DSUP	CCAP1982_LOCUS3311|CAD6994573.1|CCAP
OG0000061	LOC119547297|XP_037710014.1|DSUP	CCAP1982_LOCUS7588|CAD6999041.1|CCAP
OG0000061	LOC119547411|XP_037710188.1|DSUP	CCAP1982_LOCUS7592|CAD6999045.1|CCAP
OG0000061	LOC119547153|XP_037709799.1|DSUP, LOC119547482|XP_037710295.1|DSUP	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP
OG0000062	LOC119557553|XP_037726263.1|DSUP, LOC119548633|XP_037711950.1|DSUP, LOC119548634|XP_037711951.1|DSUP, LOC119555156|XP_037722312.1|DSUP, LOC119546355|XP_037708511.1|DSUP, LOC119551049|XP_037716093.1|DSUP, LOC119545959|XP_037707853.1|DSUP, LOC119547494|XP_037710312.1|DSUP, LOC119546282|XP_037708390.1|DSUP	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC119554636|XP_037721561.1|DSUP, LOC119553691|XP_037720174.1|DSUP, LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC119561052|XP_037730812.1|DSUP, LOC119561057|XP_037730820.1|DSUP, LOC119561058|XP_037730822.1|DSUP, LOC119561047|XP_037730805.1|DSUP, LOC119551150|XP_037716270.1|DSUP, LOC119561050|XP_037730810.1|DSUP, LOC119561049|XP_037730809.1|DSUP, LOC119561048|XP_037730807.1|DSUP, LOC119559981|XP_037729166.1|DSUP, LOC119555273|XP_037722507.1|DSUP, LOC119563411|XP_037732707.1|DSUP	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC119560888|XP_037730510.1|DSUP	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC119553386|XP_037719671.1|DSUP	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC119550078|XP_037714475.1|DSUP	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC119553465|XP_037719795.1|DSUP	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC119550426|XP_037715021.1|DSUP	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC119552553|XP_037718101.1|DSUP, LOC119552552|XP_037718100.1|DSUP, LOC119554936|XP_037721974.1|DSUP	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC119551080|XP_037716171.1|DSUP	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC119550992|XP_037715966.1|DSUP	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC119551079|XP_037716170.1|DSUP	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC119549420|XP_037713422.1|DSUP	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC119559869|XP_037728906.1|DSUP	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC119555627|XP_037723076.1|DSUP	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC119553014|XP_037718987.1|DSUP	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC119552996|XP_037718943.1|DSUP	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC119555219|XP_037722410.1|DSUP	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC119549138|XP_037712837.1|DSUP	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC119560232|XP_037729526.1|DSUP	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC119549259|XP_037713095.1|DSUP	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC119548360|XP_037711506.1|DSUP	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC119547250|XP_037709958.1|DSUP, LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC119554911|XP_037721941.1|DSUP	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC119551581|XP_037716911.1|DSUP, LOC119556198|XP_037724083.1|DSUP	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC119547461|XP_037710270.1|DSUP	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC119550924|XP_037715869.1|DSUP	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC119551740|XP_037717169.1|DSUP	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC119546360|XP_037708515.1|DSUP	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC119547736|XP_037710650.1|DSUP	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC119549208|XP_037712982.1|DSUP	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC119559948|XP_037729105.1|DSUP	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC119554444|XP_037721284.1|DSUP	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC119551577|XP_037716907.1|DSUP	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC119551295|XP_037716502.1|DSUP	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC119552801|XP_037718566.1|DSUP	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC119550132|XP_037714564.1|DSUP	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC119545780|XP_037707573.1|DSUP	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC119563325|XP_037732595.1|DSUP	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC119555984|XP_037723644.1|DSUP	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC119554434|XP_037721266.1|DSUP	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC119548851|XP_037712400.1|DSUP	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC119560272|XP_037729566.1|DSUP	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC119548522|XP_037711741.1|DSUP, LOC119547864|XP_037710825.1|DSUP, LOC119548857|XP_037712415.1|DSUP	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC119548361|XP_037711504.1|DSUP	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC119552818|XP_037718594.1|DSUP	CCAP1982_LOCUS12874|CAD7004468.1|CCAP
OG0000101	LOC119554657|XP_037721586.1|DSUP	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000102	LOC119552089|XP_037717794.1|DSUP	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP, LOC119552690|XP_037718343.1|DSUP	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC119549539|XP_037713615.1|DSUP	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC119552682|XP_037718328.1|DSUP	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC119547526|XP_037710347.1|DSUP	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC119552753|XP_037718469.1|DSUP	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC119561103|XP_037730925.1|DSUP	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC119551428|XP_037716699.1|DSUP, LOC119551427|XP_037716698.1|DSUP, LOC119546334|XP_037708462.1|DSUP, LOC119546335|XP_037708463.1|DSUP, LOC119548582|XP_037711828.1|DSUP, LOC119546337|XP_037708466.1|DSUP, LOC119548571|XP_037711817.1|DSUP, LOC119551957|XP_037717579.1|DSUP, LOC119547555|XP_037710383.1|DSUP, LOC119549865|XP_037714088.1|DSUP, LOC119551429|XP_037716700.1|DSUP	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000108	LOC119559036|XP_037728091.1|DSUP, LOC119562368|XP_037731460.1|DSUP, LOC119554925|XP_037721959.1|DSUP	CCAP1982_LOCUS12746|CAD7004327.1|CCAP
OG0000109	LOC119548267|XP_037711341.1|DSUP	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC119553324|XP_037719581.1|DSUP, LOC119553439|XP_037719757.1|DSUP	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC119554910|XP_037721940.1|DSUP	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC119551522|XP_037716837.1|DSUP, LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC119556622|XP_037724870.1|DSUP, LOC119557771|XP_037726597.1|DSUP, LOC119547880|XP_037710844.1|DSUP, LOC119560721|XP_037730266.1|DSUP, LOC119547804|XP_037710747.1|DSUP	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC119548737|XP_037712180.1|DSUP	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC119548739|XP_037712182.1|DSUP	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC119552744|XP_037718442.1|DSUP	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC119550666|XP_037715443.1|DSUP	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC119552982|XP_037718931.1|DSUP, LOC119550655|XP_037715432.1|DSUP, LOC119563353|XP_037732631.1|DSUP	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC119548691|XP_037712083.1|DSUP	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC119548692|XP_037712084.1|DSUP	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC119548694|XP_037712085.1|DSUP	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC119548696|XP_037712087.1|DSUP	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC119560592|XP_037730045.1|DSUP, LOC119560299|XP_037729598.1|DSUP	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC119560412|XP_037729775.1|DSUP	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC119549174|XP_037712903.1|DSUP	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC119546481|XP_037708701.1|DSUP	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC119556222|XP_037724134.1|DSUP	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC119550845|XP_037715740.1|DSUP, LOC119548272|XP_037711351.1|DSUP	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC119551627|XP_037716977.1|DSUP, LOC119560279|XP_037729580.1|DSUP, LOC119560576|XP_037730025.1|DSUP, LOC119560577|XP_037730026.1|DSUP, LOC119560581|XP_037730032.1|DSUP	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC119548800|XP_037712309.1|DSUP	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC119548559|XP_037711792.1|DSUP	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC119557572|XP_037726295.1|DSUP, LOC119557571|XP_037726294.1|DSUP, LOC119557762|XP_037726586.1|DSUP, LOC119557481|XP_037726178.1|DSUP, LOC119557551|XP_037726261.1|DSUP, LOC119557538|XP_037726238.1|DSUP, LOC119557497|XP_037726196.1|DSUP, LOC119557653|XP_037726435.1|DSUP, LOC119557251|XP_037725864.1|DSUP, LOC119557711|XP_037726520.1|DSUP, LOC119557723|XP_037726533.1|DSUP, LOC119557642|XP_037726420.1|DSUP, LOC119557407|XP_037726082.1|DSUP, LOC119557534|XP_037726234.1|DSUP, LOC119557736|XP_037726549.1|DSUP, LOC119557631|XP_037726389.1|DSUP, LOC119557610|XP_037726344.1|DSUP, LOC119556183|XP_037724053.1|DSUP, LOC119557384|XP_037726057.1|DSUP, LOC119557470|XP_037726165.1|DSUP, LOC119557379|XP_037726051.1|DSUP, LOC119557442|XP_037726132.1|DSUP, LOC119557526|XP_037726228.1|DSUP, LOC119557445|XP_037726134.1|DSUP, LOC119557514|XP_037726215.1|DSUP, LOC119556405|XP_037724516.1|DSUP, LOC119557474|XP_037726170.1|DSUP, LOC119557540|XP_037726239.1|DSUP, LOC119557608|XP_037726341.1|DSUP, LOC119557394|XP_037726067.1|DSUP, LOC119558139|XP_037727303.1|DSUP, LOC119547190|XP_037709853.1|DSUP	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP, LOC119560124|XP_037729403.1|DSUP	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC119560338|XP_037729658.1|DSUP	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC119551463|XP_037716744.1|DSUP, LOC119551423|XP_037716694.1|DSUP	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	LOC119560202|XP_037729493.1|DSUP	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC119553670|XP_037720111.1|DSUP, LOC119547470|XP_037710284.1|DSUP, LOC119557954|XP_037726917.1|DSUP	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC119552650|XP_037718275.1|DSUP, LOC119553269|XP_037719488.1|DSUP, LOC119552649|XP_037718274.1|DSUP, LOC119552648|XP_037718273.1|DSUP	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC119556354|XP_037724393.1|DSUP	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC119546979|XP_037709556.1|DSUP, LOC119546922|XP_037709481.1|DSUP	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC119563530|XP_037732929.1|DSUP	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC119559860|XP_037728894.1|DSUP	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC119547397|XP_037710175.1|DSUP	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000136	LOC119555081|XP_037722223.1|DSUP, LOC119561849|XP_037731259.1|DSUP	CCAP1982_LOCUS19560|CAD7011460.1|CCAP
OG0000137	LOC119559842|XP_037728864.1|DSUP	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC119555060|XP_037722187.1|DSUP	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC119563459|XP_037732796.1|DSUP, LOC119563458|XP_037732795.1|DSUP, LOC119562546|XP_037731677.1|DSUP, LOC119562537|XP_037731664.1|DSUP, LOC119562551|XP_037731686.1|DSUP	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC119555048|XP_037722168.1|DSUP	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC119547720|XP_037710630.1|DSUP	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000142	LOC119562486|XP_037731616.1|DSUP	CCAP1982_LOCUS3469|CAD6994736.1|CCAP
OG0000143	LOC119552561|XP_037718110.1|DSUP	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC119557850|XP_037726766.1|DSUP	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000145	LOC119546230|XP_037708302.1|DSUP, LOC119548786|XP_037712280.1|DSUP	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC119547292|XP_037710007.1|DSUP	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC119560817|XP_037730390.1|DSUP	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC119560818|XP_037730391.1|DSUP	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC119546802|XP_037709309.1|DSUP	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC119547893|XP_037710858.1|DSUP, LOC119547896|XP_037710860.1|DSUP, LOC119547897|XP_037710861.1|DSUP, LOC119547894|XP_037710859.1|DSUP	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC119555509|XP_037722857.1|DSUP	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC119555511|XP_037722859.1|DSUP	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC119555510|XP_037722858.1|DSUP	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC119554730|XP_037721677.1|DSUP	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC119563445|XP_037732767.1|DSUP, LOC119547091|XP_037709723.1|DSUP, LOC119555351|XP_037722620.1|DSUP, LOC119563444|XP_037732766.1|DSUP, LOC119553148|XP_037719296.1|DSUP	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC119561111|XP_037730948.1|DSUP	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC119561112|XP_037730951.1|DSUP, LOC119561110|XP_037730947.1|DSUP	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC119550964|XP_037715928.1|DSUP, LOC119550973|XP_037715939.1|DSUP	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC119553162|XP_037719324.1|DSUP	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
