Orthogroup	DSUP.longest_only	DNOV.longest_only
OG0000050	LOC119554439|XP_037721277.1|DSUP	LOC115770327|XP_030571425.1|DNOV
OG0000050	LOC119554992|XP_037722058.1|DSUP	LOC115770328|XP_030571426.1|DNOV
OG0000050	LOC119555302|XP_037722547.1|DSUP	LOC115770326|XP_030571424.1|DNOV
OG0000050	LOC119554440|XP_037721278.1|DSUP	LOC115770322|XP_030571419.1|DNOV
OG0000051	LOC119560029|XP_037729252.1|DSUP	LOC115763752|XP_030562324.1|DNOV
OG0000052	LOC119560909|XP_037730537.1|DSUP, LOC119562894|XP_037731939.1|DSUP, LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV
OG0000052	LOC119549090|XP_037712749.1|DSUP	LOC115771518|XP_030573117.1|DNOV
OG0000052	LOC119549091|XP_037712751.1|DSUP	LOC115771510|XP_030573105.1|DNOV
OG0000053	LOC119549495|XP_037713527.1|DSUP	LOC115771927|XP_030573689.1|DNOV
OG0000053	LOC119551763|XP_037717217.1|DSUP	LOC115771866|XP_030573609.1|DNOV
OG0000053	LOC119551749|XP_037717203.1|DSUP	LOC115771855|XP_030573599.1|DNOV
OG0000053	LOC119551753|XP_037717206.1|DSUP	LOC115771936|XP_030573699.1|DNOV
OG0000054	LOC119556528|XP_037724737.1|DSUP	LOC115766043|XP_030565674.1|DNOV
OG0000054	LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP	LOC115770765|XP_030572036.1|DNOV
OG0000054	LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP	LOC115766097|XP_030565772.1|DNOV
OG0000056	LOC119563020|XP_037732144.1|DSUP	LOC115764820|XP_030563929.1|DNOV
OG0000056	LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP	LOC115764821|XP_030563930.1|DNOV
OG0000058	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP	LOC115758934|XP_030555595.1|DNOV
OG0000058	LOC119546720|XP_037709134.1|DSUP	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV
OG0000058	LOC119556721|XP_037725047.1|DSUP	LOC115766835|XP_030566732.1|DNOV
OG0000059	LOC119559409|XP_037728412.1|DSUP	LOC115764095|XP_030562808.1|DNOV
OG0000059	LOC119560931|XP_037730598.1|DSUP, LOC119560508|XP_037729914.1|DSUP	LOC115764107|XP_030562822.1|DNOV
OG0000059	LOC119556499|XP_037724690.1|DSUP	LOC115764042|XP_030562742.1|DNOV
OG0000059	LOC119556184|XP_037724057.1|DSUP	LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV
OG0000060	LOC119556360|XP_037724450.1|DSUP	LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC119547032|XP_037709634.1|DSUP	LOC115760275|XP_030557406.1|DNOV
OG0000060	LOC119561007|XP_037730755.1|DSUP	LOC115767943|XP_030568181.1|DNOV
OG0000060	LOC119550934|XP_037715889.1|DSUP	LOC115765029|XP_030564252.1|DNOV
OG0000060	LOC119556787|XP_037725149.1|DSUP	LOC115767352|XP_030567464.1|DNOV
OG0000060	LOC119547296|XP_037710013.1|DSUP	LOC115759170|XP_030555902.1|DNOV
OG0000061	LOC119547297|XP_037710014.1|DSUP	LOC115763134|XP_030561437.1|DNOV
OG0000061	LOC119547411|XP_037710188.1|DSUP	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV
OG0000061	LOC119547153|XP_037709799.1|DSUP	LOC115763160|XP_030561472.1|DNOV
OG0000061	LOC119547482|XP_037710295.1|DSUP	LOC115763156|XP_030561467.1|DNOV
OG0000062	LOC119557553|XP_037726263.1|DSUP	LOC115766456|XP_030566248.1|DNOV
OG0000062	LOC119548633|XP_037711950.1|DSUP, LOC119548634|XP_037711951.1|DSUP, LOC119555156|XP_037722312.1|DSUP, LOC119546355|XP_037708511.1|DSUP	LOC115763354|XP_030561739.1|DNOV
OG0000063	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP, LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV
OG0000063	LOC119554636|XP_037721561.1|DSUP	LOC115770341|XP_030571439.1|DNOV
OG0000063	LOC119553691|XP_037720174.1|DSUP	LOC115770262|XP_030571339.1|DNOV
OG0000063	LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV
OG0000065	LOC119561047|XP_037730805.1|DSUP	LOC115771835|XP_030573576.1|DNOV
OG0000065	LOC119551150|XP_037716270.1|DSUP, LOC119561050|XP_037730810.1|DSUP, LOC119561049|XP_037730809.1|DSUP, LOC119561048|XP_037730807.1|DSUP, LOC119559981|XP_037729166.1|DSUP, LOC119555273|XP_037722507.1|DSUP, LOC119563411|XP_037732707.1|DSUP	LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV
OG0000066	LOC119560085|XP_037729330.1|DSUP, LOC119560534|XP_037729953.1|DSUP	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV
OG0000066	LOC119547346|XP_037710087.1|DSUP	LOC115759113|XP_030555815.1|DNOV
OG0000066	LOC119560140|XP_037729424.1|DSUP	LOC115766084|XP_030565752.1|DNOV
OG0000066	LOC119558417|XP_037727894.1|DSUP	LOC115765364|XP_030564745.1|DNOV
OG0000066	LOC119550852|XP_037715749.1|DSUP	LOC115768347|XP_030568771.1|DNOV
OG0000067	LOC119560888|XP_037730510.1|DSUP	LOC115761742|XP_030559494.1|DNOV
OG0000067	LOC119553386|XP_037719671.1|DSUP	LOC115769783|XP_030570610.1|DNOV
OG0000067	LOC119550078|XP_037714475.1|DSUP	LOC115762160|XP_030560137.1|DNOV
OG0000067	LOC119553465|XP_037719795.1|DSUP	LOC115769836|XP_030570670.1|DNOV
OG0000067	LOC119553512|XP_037719863.1|DSUP	LOC115770913|XP_030572222.1|DNOV
OG0000068	LOC119550979|XP_037715942.1|DSUP	LOC115766532|XP_030566358.1|DNOV
OG0000068	LOC119555964|XP_037723613.1|DSUP	LOC115765365|XP_030564748.1|DNOV
OG0000069	LOC119550426|XP_037715021.1|DSUP	LOC115764506|XP_030563456.1|DNOV
OG0000070	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP	LOC115758973|XP_030555636.1|DNOV
OG0000070	LOC119553795|XP_037720335.1|DSUP	LOC115765204|XP_030564504.1|DNOV
OG0000070	LOC119546705|XP_037709112.1|DSUP	LOC115759073|XP_030555762.1|DNOV
OG0000070	LOC119556647|XP_037724907.1|DSUP	LOC115758728|XP_030555341.1|DNOV
OG0000071	LOC119555204|XP_037722387.1|DSUP	LOC115767110|XP_030567126.1|DNOV
OG0000071	LOC119552553|XP_037718101.1|DSUP	LOC115771374|XP_030572918.1|DNOV
OG0000071	LOC119552552|XP_037718100.1|DSUP	LOC115771373|XP_030572916.1|DNOV
OG0000071	LOC119554936|XP_037721974.1|DSUP	LOC115771375|XP_030572919.1|DNOV
OG0000072	LOC119551080|XP_037716171.1|DSUP	LOC115762189|XP_030560172.1|DNOV
OG0000072	LOC119550992|XP_037715966.1|DSUP	LOC115760700|XP_030558025.1|DNOV
OG0000072	LOC119551079|XP_037716170.1|DSUP	LOC115760737|XP_030558073.1|DNOV
OG0000073	LOC119549420|XP_037713422.1|DSUP	LOC115757880|XP_030554180.1|DNOV
OG0000073	LOC119559869|XP_037728906.1|DSUP	LOC115764211|XP_030562961.1|DNOV
OG0000074	LOC119555627|XP_037723076.1|DSUP	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV
OG0000074	LOC119553528|XP_037719882.1|DSUP	LOC115771062|XP_030572474.1|DNOV
OG0000075	LOC119552995|XP_037718942.1|DSUP	LOC115770432|XP_030571562.1|DNOV
OG0000075	LOC119553014|XP_037718987.1|DSUP	LOC115770426|XP_030571554.1|DNOV
OG0000075	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP	LOC115770110|XP_030571087.1|DNOV
OG0000075	LOC119552996|XP_037718943.1|DSUP	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV
OG0000076	LOC119555219|XP_037722410.1|DSUP	LOC115766967|XP_030566920.1|DNOV
OG0000076	LOC119558162|XP_037727356.1|DSUP, LOC119556941|XP_037725365.1|DSUP	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV
OG0000076	LOC119556781|XP_037725143.1|DSUP	LOC115766325|XP_030566076.1|DNOV
OG0000076	LOC119556782|XP_037725144.1|DSUP	LOC115765287|XP_030564637.1|DNOV
OG0000077	LOC119549138|XP_037712837.1|DSUP	LOC115765531|XP_030565013.1|DNOV
OG0000077	LOC119560232|XP_037729526.1|DSUP	LOC115761940|XP_030559834.1|DNOV
OG0000077	LOC119549259|XP_037713095.1|DSUP	LOC115757826|XP_030554110.1|DNOV
OG0000077	LOC119548360|XP_037711506.1|DSUP	LOC115759443|XP_030556224.1|DNOV
OG0000078	LOC119550532|XP_037715180.1|DSUP	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV
OG0000078	LOC119553881|XP_037720469.1|DSUP	LOC115770100|XP_030571073.1|DNOV
OG0000078	LOC119560420|XP_037729785.1|DSUP	LOC115761731|XP_030559475.1|DNOV
OG0000078	LOC119556490|XP_037724675.1|DSUP	LOC115764426|XP_030563287.1|DNOV
OG0000078	LOC119557021|XP_037725486.1|DSUP	LOC115767246|XP_030567310.1|DNOV
OG0000079	LOC119547250|XP_037709958.1|DSUP	LOC115760029|XP_030557056.1|DNOV
OG0000079	LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP	LOC115759928|XP_030556925.1|DNOV
OG0000079	LOC119547248|XP_037709955.1|DSUP	LOC115760195|XP_030557285.1|DNOV
OG0000080	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP	LOC115762483|XP_030560581.1|DNOV
OG0000080	LOC119549434|XP_037713451.1|DSUP	LOC115766550|XP_030566385.1|DNOV
OG0000081	LOC119554911|XP_037721941.1|DSUP	LOC115769469|XP_030570143.1|DNOV
OG0000082	LOC119551581|XP_037716911.1|DSUP	LOC115760531|XP_030557814.1|DNOV
OG0000082	LOC119556198|XP_037724083.1|DSUP	LOC115771876|XP_030573620.1|DNOV
OG0000082	LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP	LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP	LOC115771570|XP_030573183.1|DNOV
OG0000083	LOC119547461|XP_037710270.1|DSUP	LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC119550924|XP_037715869.1|DSUP	LOC115759698|XP_030556562.1|DNOV
OG0000084	LOC119551740|XP_037717169.1|DSUP	LOC115760890|XP_030558315.1|DNOV
OG0000085	LOC119549284|XP_037713160.1|DSUP	LOC115764646|XP_030563684.1|DNOV
OG0000086	LOC119549877|XP_037714110.1|DSUP	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV
OG0000087	LOC119546360|XP_037708515.1|DSUP	LOC115759965|XP_030556974.1|DNOV
OG0000087	LOC119547736|XP_037710650.1|DSUP	LOC115763574|XP_030562052.1|DNOV
OG0000087	LOC119547060|XP_037709670.1|DSUP	LOC115763556|XP_030562035.1|DNOV
OG0000088	LOC119549208|XP_037712982.1|DSUP	LOC115758292|XP_030554718.1|DNOV
OG0000088	LOC119547300|XP_037710018.1|DSUP	LOC115758633|XP_030555227.1|DNOV
OG0000088	LOC119553792|XP_037720331.1|DSUP	LOC115766362|XP_030566125.1|DNOV
OG0000088	LOC119549647|XP_037713759.1|DSUP	LOC115769943|XP_030570850.1|DNOV
OG0000088	LOC119553816|XP_037720365.1|DSUP	LOC115766373|XP_030566137.1|DNOV
OG0000089	LOC119559948|XP_037729105.1|DSUP, LOC119559790|XP_037728799.1|DSUP	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC119560639|XP_037730119.1|DSUP	LOC115760358|XP_030557507.1|DNOV
OG0000089	LOC119554444|XP_037721284.1|DSUP	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC119551577|XP_037716907.1|DSUP	LOC115758299|XP_030554725.1|DNOV
OG0000090	LOC119551295|XP_037716502.1|DSUP	LOC115758298|XP_030554724.1|DNOV
OG0000090	LOC119552801|XP_037718566.1|DSUP	LOC115765820|XP_030565404.1|DNOV
OG0000090	LOC119555352|XP_037722617.1|DSUP	LOC115769503|XP_030570188.1|DNOV
OG0000091	LOC119550132|XP_037714564.1|DSUP	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC119548319|XP_037711427.1|DSUP	LOC115759049|XP_030555733.1|DNOV
OG0000091	LOC119545780|XP_037707573.1|DSUP	LOC115761273|XP_030558848.1|DNOV
OG0000091	LOC119563325|XP_037732595.1|DSUP	LOC115761272|XP_030558847.1|DNOV
OG0000092	LOC119555984|XP_037723644.1|DSUP	LOC115766069|XP_030565732.1|DNOV
OG0000092	LOC119554434|XP_037721266.1|DSUP	LOC115766167|XP_030565870.1|DNOV
OG0000092	LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP	LOC115766082|XP_030565748.1|DNOV
OG0000093	LOC119548851|XP_037712400.1|DSUP	LOC115758323|XP_030554750.1|DNOV
OG0000093	LOC119559303|XP_037728310.1|DSUP, LOC119557146|XP_037725658.1|DSUP	LOC115767804|XP_030567996.1|DNOV
OG0000094	LOC119553732|XP_037720249.1|DSUP	LOC115770336|XP_030571434.1|DNOV
OG0000094	LOC119560272|XP_037729566.1|DSUP	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000096	LOC119548522|XP_037711741.1|DSUP	LOC115761336|XP_030558933.1|DNOV
OG0000096	LOC119547864|XP_037710825.1|DSUP	LOC115761351|XP_030558956.1|DNOV
OG0000096	LOC119548857|XP_037712415.1|DSUP	LOC115761323|XP_030558916.1|DNOV
OG0000096	LOC119548361|XP_037711504.1|DSUP	LOC115759222|XP_030555977.1|DNOV
OG0000098	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP	LOC115763976|XP_030562641.1|DNOV
OG0000099	LOC119558177|XP_037727371.1|DSUP	LOC115758025|XP_030554389.1|DNOV
OG0000099	LOC119558261|XP_037727536.1|DSUP	LOC115768874|XP_030569441.1|DNOV
OG0000100	LOC119550809|XP_037715676.1|DSUP	LOC115758695|XP_030555303.1|DNOV
OG0000100	LOC119561232|XP_037730976.1|DSUP	LOC115763747|XP_030562311.1|DNOV
OG0000100	LOC119560440|XP_037729811.1|DSUP	LOC115759484|XP_030556280.1|DNOV, LOC115764748|XP_030563827.1|DNOV
OG0000100	LOC119560441|XP_037729812.1|DSUP	LOC115764746|XP_030563824.1|DNOV
OG0000101	LOC119552822|XP_037718602.1|DSUP	LOC115769419|XP_030570087.1|DNOV
OG0000101	LOC119554657|XP_037721586.1|DSUP	LOC115769417|XP_030570084.1|DNOV
OG0000102	LOC119549166|XP_037712887.1|DSUP	LOC115764983|XP_030564174.1|DNOV
OG0000102	LOC119552089|XP_037717794.1|DSUP	LOC115760629|XP_030557940.1|DNOV
OG0000103	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV
OG0000103	LOC119552690|XP_037718343.1|DSUP	LOC115771232|XP_030572693.1|DNOV
OG0000103	LOC119549539|XP_037713615.1|DSUP	LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC119552682|XP_037718328.1|DSUP	LOC115762610|XP_030560765.1|DNOV
OG0000104	LOC119547526|XP_037710347.1|DSUP	LOC115763001|XP_030561251.1|DNOV
OG0000104	LOC119552753|XP_037718469.1|DSUP	LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP	LOC115763410|XP_030561820.1|DNOV
OG0000105	LOC119561103|XP_037730925.1|DSUP	LOC115766038|XP_030565668.1|DNOV
OG0000105	LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP	LOC115766116|XP_030565797.1|DNOV
OG0000107	LOC119551428|XP_037716699.1|DSUP, LOC119551427|XP_037716698.1|DSUP, LOC119546334|XP_037708462.1|DSUP, LOC119546335|XP_037708463.1|DSUP, LOC119548582|XP_037711828.1|DSUP, LOC119546337|XP_037708466.1|DSUP, LOC119548571|XP_037711817.1|DSUP, LOC119551957|XP_037717579.1|DSUP, LOC119547555|XP_037710383.1|DSUP, LOC119549865|XP_037714088.1|DSUP, LOC119551429|XP_037716700.1|DSUP	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV
OG0000109	LOC119548022|XP_037711021.1|DSUP, LOC119548023|XP_037711024.1|DSUP	LOC115758411|XP_030554919.1|DNOV
OG0000109	LOC119548267|XP_037711341.1|DSUP	LOC115759000|XP_030555661.1|DNOV
OG0000110	LOC119553324|XP_037719581.1|DSUP	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV
OG0000110	LOC119553439|XP_037719757.1|DSUP	LOC115771102|XP_030572522.1|DNOV
OG0000110	LOC119554910|XP_037721940.1|DSUP	LOC115771159|XP_030572591.1|DNOV
OG0000111	LOC119551522|XP_037716837.1|DSUP	LOC115767450|XP_030567608.1|DNOV
OG0000111	LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP	LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV
OG0000112	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP	LOC115766378|XP_030566142.1|DNOV
OG0000112	LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP	LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV
OG0000113	LOC119560721|XP_037730266.1|DSUP	LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV
OG0000114	LOC119546354|XP_037708510.1|DSUP	LOC115759690|XP_030556543.1|DNOV
OG0000114	LOC119548737|XP_037712180.1|DSUP	LOC115759688|XP_030556541.1|DNOV
OG0000114	LOC119548739|XP_037712182.1|DSUP	LOC115759689|XP_030556542.1|DNOV
OG0000116	LOC119552744|XP_037718442.1|DSUP	LOC115770882|XP_030572176.1|DNOV
OG0000116	LOC119550666|XP_037715443.1|DSUP	LOC115770658|XP_030571884.1|DNOV
OG0000117	LOC119548691|XP_037712083.1|DSUP	LOC115769301|XP_030569889.1|DNOV
OG0000117	LOC119548692|XP_037712084.1|DSUP	LOC115769303|XP_030569891.1|DNOV
OG0000117	LOC119548694|XP_037712085.1|DSUP	LOC115769305|XP_030569893.1|DNOV
OG0000117	LOC119548696|XP_037712087.1|DSUP	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV
OG0000118	LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP	LOC115758561|XP_030555129.1|DNOV
OG0000119	LOC119560592|XP_037730045.1|DSUP	LOC115761228|XP_030558777.1|DNOV
OG0000119	LOC119560299|XP_037729598.1|DSUP	LOC115761623|XP_030559312.1|DNOV
OG0000119	LOC119560412|XP_037729775.1|DSUP	LOC115761429|XP_030559055.1|DNOV
OG0000120	LOC119558090|XP_037727226.1|DSUP	LOC115768766|XP_030569316.1|DNOV
OG0000120	LOC119549174|XP_037712903.1|DSUP	LOC115765330|XP_030564696.1|DNOV
OG0000120	LOC119552716|XP_037718394.1|DSUP	LOC115762695|XP_030560877.1|DNOV
OG0000121	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP	LOC115764363|XP_030563185.1|DNOV
OG0000121	LOC119553744|XP_037720273.1|DSUP	LOC115771803|XP_030573534.1|DNOV
OG0000121	LOC119548132|XP_037711160.1|DSUP, LOC119548142|XP_037711171.1|DSUP	LOC115771900|XP_030573645.1|DNOV
OG0000122	LOC119546481|XP_037708701.1|DSUP	LOC115763181|XP_030561499.1|DNOV
OG0000122	LOC119556222|XP_037724134.1|DSUP	LOC115767044|XP_030567034.1|DNOV
OG0000122	LOC119550845|XP_037715740.1|DSUP	LOC115762161|XP_030560138.1|DNOV
OG0000122	LOC119548272|XP_037711351.1|DSUP	LOC115759056|XP_030555741.1|DNOV
OG0000123	LOC119551627|XP_037716977.1|DSUP	LOC115759448|XP_030556240.1|DNOV
OG0000123	LOC119560581|XP_037730032.1|DSUP	LOC115763740|XP_030562303.1|DNOV
OG0000124	LOC119552138|XP_037717860.1|DSUP, LOC119550293|XP_037714813.1|DSUP	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV
OG0000124	LOC119550930|XP_037715876.1|DSUP, LOC119549499|XP_037713538.1|DSUP	LOC115764579|XP_030563591.1|DNOV
OG0000125	LOC119548800|XP_037712309.1|DSUP	LOC115771741|XP_030573428.1|DNOV
OG0000125	LOC119548559|XP_037711792.1|DSUP	LOC115761248|XP_030558810.1|DNOV
OG0000125	LOC119550271|XP_037714778.1|DSUP	LOC115761028|XP_030558500.1|DNOV
OG0000126	LOC119547190|XP_037709853.1|DSUP	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV
OG0000127	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP	LOC115761512|XP_030559141.1|DNOV
OG0000127	LOC119560124|XP_037729403.1|DSUP	LOC115761427|XP_030559046.1|DNOV
OG0000127	LOC119560338|XP_037729658.1|DSUP	LOC115761374|XP_030558985.1|DNOV
OG0000128	LOC119551463|XP_037716744.1|DSUP, LOC119551423|XP_037716694.1|DSUP	LOC115763691|XP_030562236.1|DNOV
OG0000128	LOC119551462|XP_037716742.1|DSUP	LOC115764129|XP_030562860.1|DNOV
OG0000128	LOC119560202|XP_037729493.1|DSUP	LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV
OG0000129	LOC119557955|XP_037726918.1|DSUP	LOC115768023|XP_030568300.1|DNOV
OG0000129	LOC119553670|XP_037720111.1|DSUP	LOC115769838|XP_030570672.1|DNOV
OG0000129	LOC119547470|XP_037710284.1|DSUP	LOC115769679|XP_030570455.1|DNOV
OG0000129	LOC119557954|XP_037726917.1|DSUP	LOC115768022|XP_030568299.1|DNOV
OG0000130	LOC119552650|XP_037718275.1|DSUP	LOC115769661|XP_030570434.1|DNOV
OG0000130	LOC119553269|XP_037719488.1|DSUP	LOC115769320|XP_030569913.1|DNOV
OG0000130	LOC119552649|XP_037718274.1|DSUP, LOC119552648|XP_037718273.1|DSUP	LOC115769660|XP_030570433.1|DNOV
OG0000131	LOC119556354|XP_037724393.1|DSUP	LOC115761671|XP_030559382.1|DNOV
OG0000132	LOC119546922|XP_037709481.1|DSUP	LOC115760166|XP_030557246.1|DNOV
OG0000132	LOC119563530|XP_037732929.1|DSUP	LOC115759623|XP_030556467.1|DNOV
OG0000133	LOC119558494|XP_037727926.1|DSUP	LOC115767636|XP_030567786.1|DNOV, LOC115768242|XP_030568628.1|DNOV, LOC115769034|XP_030569597.1|DNOV
OG0000134	LOC119559860|XP_037728894.1|DSUP	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC119557160|XP_037725688.1|DSUP	LOC115767392|XP_030567515.1|DNOV
OG0000134	LOC119547397|XP_037710175.1|DSUP	LOC115759801|XP_030556744.1|DNOV
OG0000137	LOC119559842|XP_037728864.1|DSUP	LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC119555060|XP_037722187.1|DSUP	LOC115771032|XP_030572427.1|DNOV
OG0000138	LOC119563459|XP_037732796.1|DSUP	LOC115759568|XP_030556393.1|DNOV
OG0000138	LOC119562546|XP_037731677.1|DSUP	LOC115759565|XP_030556391.1|DNOV
OG0000138	LOC119562537|XP_037731664.1|DSUP	LOC115759562|XP_030556388.1|DNOV
OG0000138	LOC119562551|XP_037731686.1|DSUP	LOC115759563|XP_030556389.1|DNOV, LOC115759564|XP_030556390.1|DNOV
OG0000139	LOC119547277|XP_037709986.1|DSUP, LOC119555925|XP_037723552.1|DSUP	LOC115769770|XP_030570594.1|DNOV, LOC115769889|XP_030570764.1|DNOV, LOC115769888|XP_030570761.1|DNOV
OG0000140	LOC119548811|XP_037712332.1|DSUP	LOC115771802|XP_030573533.1|DNOV
OG0000141	LOC119555048|XP_037722168.1|DSUP	LOC115769898|XP_030570779.1|DNOV
OG0000141	LOC119555046|XP_037722161.1|DSUP	LOC115769899|XP_030570780.1|DNOV
OG0000141	LOC119555049|XP_037722169.1|DSUP, LOC119555266|XP_037722499.1|DSUP	LOC115769900|XP_030570781.1|DNOV
OG0000142	LOC119547720|XP_037710630.1|DSUP	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC119562486|XP_037731616.1|DSUP	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV
OG0000142	LOC119556727|XP_037725053.1|DSUP	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC119552560|XP_037718109.1|DSUP	LOC115769511|XP_030570205.1|DNOV
OG0000143	LOC119552561|XP_037718110.1|DSUP	LOC115769830|XP_030570664.1|DNOV
OG0000144	LOC119557850|XP_037726766.1|DSUP	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC119557261|XP_037725874.1|DSUP	LOC115765151|XP_030564416.1|DNOV
OG0000145	LOC119556997|XP_037725455.1|DSUP	LOC115765270|XP_030564620.1|DNOV
OG0000145	LOC119546230|XP_037708302.1|DSUP, LOC119548786|XP_037712280.1|DSUP	LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC119547292|XP_037710007.1|DSUP	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC119560817|XP_037730390.1|DSUP	LOC115763989|XP_030562661.1|DNOV
