Orthogroup	DSUP.longest_only	DHYD.longest_only
OG0000050	LOC119554440|XP_037721278.1|DSUP	LOC111597557|XP_023168122.2|DHYD
OG0000051	LOC119560029|XP_037729252.1|DSUP	LOC111604842|XP_023178842.2|DHYD
OG0000052	LOC119560909|XP_037730537.1|DSUP, LOC119562894|XP_037731939.1|DSUP, LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD
OG0000052	LOC119549090|XP_037712749.1|DSUP	LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD
OG0000052	LOC119549091|XP_037712751.1|DSUP	LOC111604234|XP_023177982.1|DHYD
OG0000053	LOC119549495|XP_037713527.1|DSUP	LOC111602599|XP_023175526.2|DHYD
OG0000053	LOC119551763|XP_037717217.1|DSUP	LOC111602600|XP_023175527.2|DHYD
OG0000053	LOC119551749|XP_037717203.1|DSUP	LOC111596381|XP_023166355.2|DHYD
OG0000053	LOC119551753|XP_037717206.1|DSUP	LOC111596379|XP_023166352.2|DHYD
OG0000054	LOC119556528|XP_037724737.1|DSUP	LOC111604826|XP_023178817.2|DHYD
OG0000054	LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP	LOC111593322|XP_023161796.2|DHYD
OG0000054	LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP	LOC111604856|XP_023178857.2|DHYD
OG0000056	LOC119563020|XP_037732144.1|DSUP	LOC111599611|XP_023171068.2|DHYD
OG0000056	LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD
OG0000056	LOC119556291|XP_037724281.1|DSUP, LOC119553956|XP_037720582.1|DSUP	LOC111600558|XP_023172478.1|DHYD
OG0000058	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD
OG0000058	LOC119546720|XP_037709134.1|DSUP	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD
OG0000058	LOC119556721|XP_037725047.1|DSUP	LOC111591894|XP_023159568.1|DHYD
OG0000059	LOC119559409|XP_037728412.1|DSUP	LOC111595783|XP_030078737.1|DHYD
OG0000059	LOC119560931|XP_037730598.1|DSUP, LOC119560508|XP_037729914.1|DSUP	LOC111595875|XP_023165572.2|DHYD
OG0000059	LOC119556499|XP_037724690.1|DSUP	LOC111595256|XP_023164673.2|DHYD
OG0000059	LOC119556184|XP_037724057.1|DSUP	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD
OG0000060	LOC119556360|XP_037724450.1|DSUP	LOC111605118|XP_023179239.1|DHYD
OG0000060	LOC119547032|XP_037709634.1|DSUP	LOC111594203|XP_023163168.1|DHYD
OG0000060	LOC119561007|XP_037730755.1|DSUP	LOC115482748|XP_030081618.1|DHYD
OG0000060	LOC119550934|XP_037715889.1|DSUP	LOC111597837|XP_023168500.1|DHYD
OG0000060	LOC119556787|XP_037725149.1|DSUP	LOC111598840|XP_023170044.1|DHYD
OG0000060	LOC119547296|XP_037710013.1|DSUP	LOC111596076|XP_023165902.2|DHYD
OG0000061	LOC119547297|XP_037710014.1|DSUP	LOC111601172|XP_023173419.2|DHYD
OG0000061	LOC119547411|XP_037710188.1|DSUP	LOC111601168|XP_023173414.2|DHYD
OG0000061	LOC119547153|XP_037709799.1|DSUP	LOC111601143|XP_023173378.2|DHYD
OG0000061	LOC119547482|XP_037710295.1|DSUP	LOC111601144|XP_023173379.1|DHYD
OG0000062	LOC119557553|XP_037726263.1|DSUP	LOC111598288|XP_023169239.1|DHYD
OG0000062	LOC119548633|XP_037711950.1|DSUP, LOC119548634|XP_037711951.1|DSUP, LOC119555156|XP_037722312.1|DSUP, LOC119546355|XP_037708511.1|DSUP	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD
OG0000063	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP, LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD
OG0000063	LOC119554636|XP_037721561.1|DSUP	LOC111597578|XP_023168144.2|DHYD
OG0000063	LOC119553691|XP_037720174.1|DSUP	LOC111597466|XP_023167982.2|DHYD
OG0000063	LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP	LOC111597464|XP_023167980.2|DHYD
OG0000065	LOC119561047|XP_037730805.1|DSUP	LOC111598539|XP_023169599.2|DHYD
OG0000065	LOC119551150|XP_037716270.1|DSUP, LOC119561050|XP_037730810.1|DSUP, LOC119561049|XP_037730809.1|DSUP, LOC119561048|XP_037730807.1|DSUP, LOC119559981|XP_037729166.1|DSUP, LOC119555273|XP_037722507.1|DSUP, LOC119563411|XP_037732707.1|DSUP	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD
OG0000066	LOC119560085|XP_037729330.1|DSUP, LOC119560534|XP_037729953.1|DSUP	LOC111596465|XP_023166485.1|DHYD
OG0000066	LOC119547346|XP_037710087.1|DSUP	LOC111603713|XP_023177187.1|DHYD
OG0000066	LOC119560140|XP_037729424.1|DSUP	LOC111604865|XP_023178868.2|DHYD
OG0000066	LOC119558417|XP_037727894.1|DSUP	LOC111595983|XP_023165737.1|DHYD
OG0000066	LOC119550852|XP_037715749.1|DSUP	LOC111603187|XP_023176438.2|DHYD
OG0000067	LOC119560888|XP_037730510.1|DSUP	LOC111603515|XP_023176907.2|DHYD
OG0000067	LOC119553386|XP_037719671.1|DSUP	LOC111593087|XP_023161450.1|DHYD
OG0000067	LOC119550078|XP_037714475.1|DSUP	LOC111604531|XP_023178401.2|DHYD
OG0000067	LOC119553465|XP_037719795.1|DSUP	LOC111593109|XP_023161477.2|DHYD
OG0000067	LOC119553512|XP_037719863.1|DSUP	LOC111601094|XP_023173298.2|DHYD
OG0000068	LOC119550979|XP_037715942.1|DSUP	LOC111593542|XP_023162133.2|DHYD
OG0000068	LOC119555964|XP_037723613.1|DSUP	LOC111598177|XP_023169045.2|DHYD
OG0000069	LOC119550426|XP_037715021.1|DSUP	LOC111593948|XP_023162811.1|DHYD
OG0000070	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP	LOC111602191|XP_023174921.2|DHYD
OG0000070	LOC119553795|XP_037720335.1|DSUP	LOC111591972|XP_023159687.1|DHYD
OG0000070	LOC119546705|XP_037709112.1|DSUP	LOC111602192|XP_023174922.2|DHYD
OG0000070	LOC119556647|XP_037724907.1|DSUP	LOC111602194|XP_023174924.2|DHYD
OG0000071	LOC119554936|XP_037721974.1|DSUP	LOC111599791|XP_030081795.1|DHYD
OG0000072	LOC119551080|XP_037716171.1|DSUP	LOC111604605|XP_023178486.1|DHYD
OG0000072	LOC119550992|XP_037715966.1|DSUP	LOC111594128|XP_023163054.2|DHYD
OG0000072	LOC119551079|XP_037716170.1|DSUP	LOC111594127|XP_023163053.2|DHYD
OG0000073	LOC119549420|XP_037713422.1|DSUP	LOC111595450|XP_023164945.1|DHYD
OG0000073	LOC119557222|XP_037725820.1|DSUP	LOC111597481|XP_023168396.1|DHYD
OG0000073	LOC119559869|XP_037728906.1|DSUP	LOC111602674|XP_023175635.2|DHYD
OG0000074	LOC119555627|XP_037723076.1|DSUP	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD
OG0000074	LOC119553528|XP_037719882.1|DSUP	LOC111601089|XP_023173284.2|DHYD
OG0000075	LOC119552995|XP_037718942.1|DSUP	LOC111595080|XP_023164404.2|DHYD
OG0000075	LOC119553014|XP_037718987.1|DSUP	LOC111595078|XP_023164402.1|DHYD
OG0000075	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP	LOC111595081|XP_023164405.1|DHYD
OG0000075	LOC119552996|XP_037718943.1|DSUP	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD
OG0000076	LOC119555219|XP_037722410.1|DSUP	LOC111599682|XP_023171158.1|DHYD
OG0000076	LOC119558162|XP_037727356.1|DSUP, LOC119556941|XP_037725365.1|DSUP	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD
OG0000076	LOC119556781|XP_037725143.1|DSUP	LOC111600172|XP_023171933.1|DHYD
OG0000076	LOC119556782|XP_037725144.1|DSUP	LOC111594068|XP_023162969.2|DHYD
OG0000077	LOC119549138|XP_037712837.1|DSUP	LOC111599997|XP_023171665.1|DHYD
OG0000077	LOC119560232|XP_037729526.1|DSUP	LOC111595708|XP_023165321.1|DHYD
OG0000077	LOC119549259|XP_037713095.1|DSUP	LOC111599697|XP_023171187.1|DHYD
OG0000077	LOC119548360|XP_037711506.1|DSUP	LOC111592482|XP_023160465.1|DHYD
OG0000078	LOC119550532|XP_037715180.1|DSUP	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD
OG0000078	LOC119553881|XP_037720469.1|DSUP	LOC111604289|XP_023178073.2|DHYD
OG0000078	LOC119560420|XP_037729785.1|DSUP	LOC111603428|XP_023176780.2|DHYD
OG0000078	LOC119556490|XP_037724675.1|DSUP	LOC111603133|XP_023176376.1|DHYD
OG0000078	LOC119557021|XP_037725486.1|DSUP	LOC111596540|XP_023166579.2|DHYD
OG0000079	LOC119547250|XP_037709958.1|DSUP	LOC111601195|XP_023173453.2|DHYD
OG0000079	LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP	LOC111601222|XP_023173489.2|DHYD
OG0000079	LOC119547248|XP_037709955.1|DSUP	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD
OG0000080	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP	LOC111600911|XP_023173040.2|DHYD
OG0000080	LOC119549434|XP_037713451.1|DSUP	LOC111592557|XP_023160621.1|DHYD
OG0000081	LOC119554911|XP_037721941.1|DSUP	LOC111595375|XP_023164839.2|DHYD
OG0000082	LOC119551581|XP_037716911.1|DSUP	LOC111600682|XP_023172704.2|DHYD
OG0000082	LOC119556198|XP_037724083.1|DSUP	LOC111595221|XP_023164604.2|DHYD
OG0000082	LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP	LOC111595651|XP_023165246.2|DHYD
OG0000083	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP	LOC111605744|XP_023180216.2|DHYD
OG0000083	LOC119547461|XP_037710270.1|DSUP	LOC111592658|XP_030079136.1|DHYD
OG0000084	LOC119550924|XP_037715869.1|DSUP	LOC111604038|XP_023177666.2|DHYD
OG0000084	LOC119551740|XP_037717169.1|DSUP	LOC111594007|XP_023162872.2|DHYD
OG0000085	LOC119549284|XP_037713160.1|DSUP	LOC111604178|XP_023177892.1|DHYD
OG0000086	LOC119549877|XP_037714110.1|DSUP	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD
OG0000087	LOC119546360|XP_037708515.1|DSUP	LOC111598477|XP_023169504.1|DHYD
OG0000087	LOC119547736|XP_037710650.1|DSUP	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD
OG0000087	LOC119547060|XP_037709670.1|DSUP	LOC111604004|XP_023177629.2|DHYD
OG0000088	LOC119549208|XP_037712982.1|DSUP	LOC111592149|XP_023159964.1|DHYD
OG0000088	LOC119547300|XP_037710018.1|DSUP	LOC111598938|XP_023170184.1|DHYD
OG0000088	LOC119553792|XP_037720331.1|DSUP	LOC111593116|XP_023161484.1|DHYD
OG0000088	LOC119549647|XP_037713759.1|DSUP	LOC111604481|XP_023178334.1|DHYD
OG0000088	LOC119553816|XP_037720365.1|DSUP	LOC111593117|XP_023161486.2|DHYD
OG0000089	LOC119559948|XP_037729105.1|DSUP	LOC111603588|XP_023177012.1|DHYD
OG0000089	LOC119560639|XP_037730119.1|DSUP	LOC111598635|XP_023169747.1|DHYD
OG0000089	LOC119554444|XP_037721284.1|DSUP	LOC111603721|XP_023177200.1|DHYD
OG0000090	LOC119551577|XP_037716907.1|DSUP	LOC111592171|XP_023159993.2|DHYD
OG0000090	LOC119551295|XP_037716502.1|DSUP	LOC111592119|XP_023159918.2|DHYD
OG0000090	LOC119552801|XP_037718566.1|DSUP	LOC111592435|XP_023160386.1|DHYD
OG0000090	LOC119555352|XP_037722617.1|DSUP	LOC111598762|XP_023169942.2|DHYD
OG0000091	LOC119550132|XP_037714564.1|DSUP	LOC111601403|XP_023173720.2|DHYD
OG0000091	LOC119548319|XP_037711427.1|DSUP	LOC111599470|XP_023170907.2|DHYD
OG0000091	LOC119545780|XP_037707573.1|DSUP	LOC111592942|XP_023161174.1|DHYD
OG0000091	LOC119563325|XP_037732595.1|DSUP	LOC111592941|XP_023161173.1|DHYD
OG0000092	LOC119555984|XP_037723644.1|DSUP	LOC111599699|XP_023171192.2|DHYD
OG0000092	LOC119554434|XP_037721266.1|DSUP	LOC111597499|XP_023168028.2|DHYD
OG0000092	LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP	LOC111597484|XP_023168003.2|DHYD
OG0000093	LOC119548851|XP_037712400.1|DSUP	LOC111601939|XP_023174562.2|DHYD
OG0000093	LOC119559303|XP_037728310.1|DSUP, LOC119557146|XP_037725658.1|DSUP	LOC111593071|XP_023161417.1|DHYD
OG0000094	LOC119553732|XP_037720249.1|DSUP	LOC111597580|XP_023168146.2|DHYD
OG0000094	LOC119560272|XP_037729566.1|DSUP	LOC111599491|XP_023170925.1|DHYD
OG0000096	LOC119548522|XP_037711741.1|DSUP	LOC111595909|XP_023165620.2|DHYD
OG0000096	LOC119547864|XP_037710825.1|DSUP	LOC111595917|XP_023165636.1|DHYD
OG0000096	LOC119548857|XP_037712415.1|DSUP	LOC111595908|XP_023165619.2|DHYD
OG0000096	LOC119548361|XP_037711504.1|DSUP	LOC111594349|XP_023163377.2|DHYD
OG0000098	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP	LOC111596482|XP_023166511.1|DHYD
OG0000099	LOC119558177|XP_037727371.1|DSUP	LOC111595394|XP_023164864.2|DHYD
OG0000099	LOC119558261|XP_037727536.1|DSUP	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD
OG0000100	LOC119550809|XP_037715676.1|DSUP	LOC111601225|XP_023173488.1|DHYD
OG0000100	LOC119560440|XP_037729811.1|DSUP	LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD
OG0000101	LOC119552818|XP_037718594.1|DSUP	LOC111605102|XP_023179212.1|DHYD
OG0000102	LOC119549166|XP_037712887.1|DSUP	LOC111597672|XP_023168266.1|DHYD
OG0000102	LOC119552089|XP_037717794.1|DSUP	LOC111597731|XP_023168344.2|DHYD
OG0000103	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD
OG0000103	LOC119552690|XP_037718343.1|DSUP	LOC111601117|XP_023173339.2|DHYD
OG0000103	LOC119549539|XP_037713615.1|DSUP	LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC119552682|XP_037718328.1|DSUP	LOC111604659|XP_023178583.1|DHYD
OG0000104	LOC119547526|XP_037710347.1|DSUP	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD
OG0000104	LOC119552753|XP_037718469.1|DSUP	LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP	LOC111603935|XP_023177532.2|DHYD
OG0000105	LOC119561103|XP_037730925.1|DSUP	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD
OG0000105	LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP	LOC111597554|XP_023168119.2|DHYD
OG0000107	LOC119551428|XP_037716699.1|DSUP, LOC119551427|XP_037716698.1|DSUP, LOC119546334|XP_037708462.1|DSUP, LOC119546335|XP_037708463.1|DSUP, LOC119548582|XP_037711828.1|DSUP, LOC119546337|XP_037708466.1|DSUP, LOC119548571|XP_037711817.1|DSUP, LOC119551957|XP_037717579.1|DSUP, LOC119547555|XP_037710383.1|DSUP, LOC119549865|XP_037714088.1|DSUP, LOC119551429|XP_037716700.1|DSUP	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD
OG0000109	LOC119548022|XP_037711021.1|DSUP, LOC119548023|XP_037711024.1|DSUP	LOC111600828|XP_023172903.2|DHYD
OG0000109	LOC119548267|XP_037711341.1|DSUP	LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC119553324|XP_037719581.1|DSUP	LOC111602896|XP_023176001.2|DHYD
OG0000110	LOC119553439|XP_037719757.1|DSUP	LOC111602908|XP_030081181.1|DHYD
OG0000110	LOC119554910|XP_037721940.1|DSUP	LOC111602891|XP_023175994.1|DHYD
OG0000111	LOC119551522|XP_037716837.1|DSUP	LOC111593853|XP_023162670.1|DHYD
OG0000111	LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD
OG0000112	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP	LOC111605329|XP_023179566.2|DHYD
OG0000112	LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC119560721|XP_037730266.1|DSUP	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000114	LOC119546354|XP_037708510.1|DSUP	LOC111603785|XP_023177294.1|DHYD
OG0000114	LOC119548737|XP_037712180.1|DSUP	LOC111603782|XP_023177292.2|DHYD
OG0000114	LOC119548739|XP_037712182.1|DSUP	LOC111603784|XP_023177293.1|DHYD
OG0000116	LOC119552744|XP_037718442.1|DSUP	LOC111604852|XP_023178853.1|DHYD
OG0000116	LOC119550666|XP_037715443.1|DSUP	LOC111604823|XP_023178815.2|DHYD
OG0000116	LOC119563353|XP_037732631.1|DSUP	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD
OG0000117	LOC119548691|XP_037712083.1|DSUP	LOC111600402|XP_023172250.2|DHYD
OG0000117	LOC119548692|XP_037712084.1|DSUP	LOC111600404|XP_023172253.2|DHYD
OG0000117	LOC119548694|XP_037712085.1|DSUP	LOC111600405|XP_023172254.1|DHYD
OG0000117	LOC119548696|XP_037712087.1|DSUP	LOC111600409|XP_023172258.2|DHYD
OG0000118	LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD
OG0000119	LOC119560592|XP_037730045.1|DSUP	LOC111594626|XP_023163785.1|DHYD
OG0000119	LOC119560299|XP_037729598.1|DSUP	LOC111594598|XP_023163731.1|DHYD
OG0000119	LOC119560412|XP_037729775.1|DSUP	LOC111594582|XP_023163708.1|DHYD
OG0000120	LOC119558090|XP_037727226.1|DSUP	LOC111604779|XP_023178762.1|DHYD
OG0000120	LOC119549174|XP_037712903.1|DSUP	LOC111600604|XP_023172567.2|DHYD
OG0000120	LOC119552716|XP_037718394.1|DSUP	LOC111601088|XP_023173283.1|DHYD
OG0000121	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP	LOC111603179|XP_023176430.1|DHYD
OG0000121	LOC119553744|XP_037720273.1|DSUP	LOC111597218|XP_030080606.1|DHYD
OG0000121	LOC119548132|XP_037711160.1|DSUP, LOC119548142|XP_037711171.1|DSUP	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD
OG0000122	LOC119546481|XP_037708701.1|DSUP	LOC111594761|XP_023163978.2|DHYD
OG0000122	LOC119556222|XP_037724134.1|DSUP	LOC111601844|XP_023174446.2|DHYD
OG0000122	LOC119550845|XP_037715740.1|DSUP	LOC111604606|XP_023178487.1|DHYD
OG0000122	LOC119548272|XP_037711351.1|DSUP	LOC111602177|XP_030079238.1|DHYD
OG0000123	LOC119551627|XP_037716977.1|DSUP	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD
OG0000123	LOC119560581|XP_037730032.1|DSUP	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD
OG0000124	LOC119552138|XP_037717860.1|DSUP, LOC119550293|XP_037714813.1|DSUP	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD
OG0000124	LOC119550930|XP_037715876.1|DSUP, LOC119549499|XP_037713538.1|DSUP	LOC111597130|XP_023167459.2|DHYD
OG0000125	LOC119548800|XP_037712309.1|DSUP	LOC111598816|XP_023170014.1|DHYD
OG0000125	LOC119548559|XP_037711792.1|DSUP	LOC111596553|XP_023166598.2|DHYD
OG0000125	LOC119550271|XP_037714778.1|DSUP	LOC111594119|XP_023163047.2|DHYD
OG0000126	LOC119547190|XP_037709853.1|DSUP	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD
OG0000127	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP	LOC111602713|XP_023175721.1|DHYD
OG0000127	LOC119560124|XP_037729403.1|DSUP	LOC111602743|XP_023175763.2|DHYD
OG0000127	LOC119560338|XP_037729658.1|DSUP	LOC111602747|XP_023175766.2|DHYD
OG0000128	LOC119551463|XP_037716744.1|DSUP, LOC119551423|XP_037716694.1|DSUP	LOC111604073|XP_030081308.1|DHYD
OG0000128	LOC119560202|XP_037729493.1|DSUP	LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD
OG0000129	LOC119557955|XP_037726918.1|DSUP	LOC111597362|XP_023167785.1|DHYD
OG0000129	LOC119553670|XP_037720111.1|DSUP	LOC111600994|XP_023173154.2|DHYD
OG0000129	LOC119547470|XP_037710284.1|DSUP	LOC111600993|XP_023173153.1|DHYD
OG0000129	LOC119557954|XP_037726917.1|DSUP	LOC111597361|XP_023167784.1|DHYD
OG0000130	LOC119552650|XP_037718275.1|DSUP	LOC111595665|XP_023165255.2|DHYD
OG0000130	LOC119553269|XP_037719488.1|DSUP	LOC111595642|XP_023165234.2|DHYD
OG0000130	LOC119552649|XP_037718274.1|DSUP, LOC119552648|XP_037718273.1|DSUP	LOC111595664|XP_023165254.2|DHYD
OG0000131	LOC119556354|XP_037724393.1|DSUP	LOC111594556|XP_023163679.2|DHYD
OG0000132	LOC119546922|XP_037709481.1|DSUP	LOC111595014|XP_023164289.2|DHYD
OG0000132	LOC119563530|XP_037732929.1|DSUP	LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC119559860|XP_037728894.1|DSUP	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC119557160|XP_037725688.1|DSUP	LOC111598831|XP_030078873.1|DHYD
OG0000134	LOC119547397|XP_037710175.1|DSUP	LOC111601548|XP_023173960.1|DHYD
OG0000137	LOC119559842|XP_037728864.1|DSUP	LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC119555060|XP_037722187.1|DSUP	LOC111601021|XP_023173196.2|DHYD
OG0000138	LOC119563459|XP_037732796.1|DSUP	LOC111603648|XP_023177095.2|DHYD
OG0000138	LOC119562546|XP_037731677.1|DSUP	LOC111603646|XP_023177093.2|DHYD
OG0000138	LOC119562537|XP_037731664.1|DSUP	LOC111603667|XP_023177119.1|DHYD
OG0000138	LOC119562551|XP_037731686.1|DSUP	LOC111603600|XP_023177027.2|DHYD, LOC111603668|XP_023177120.2|DHYD
OG0000139	LOC119547277|XP_037709986.1|DSUP, LOC119555925|XP_037723552.1|DSUP	LOC111592313|XP_023160190.2|DHYD, LOC111592302|XP_023160177.2|DHYD
OG0000140	LOC119548811|XP_037712332.1|DSUP	LOC111598783|XP_023169969.2|DHYD
OG0000141	LOC119555048|XP_037722168.1|DSUP	LOC111601723|XP_023174214.2|DHYD
OG0000141	LOC119555046|XP_037722161.1|DSUP	LOC111601724|XP_023174215.1|DHYD
OG0000141	LOC119555049|XP_037722169.1|DSUP, LOC119555266|XP_037722499.1|DSUP	LOC111601725|XP_023174216.2|DHYD
OG0000142	LOC119547720|XP_037710630.1|DSUP	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC119562486|XP_037731616.1|DSUP	LOC111598639|XP_030081632.1|DHYD
OG0000142	LOC119556727|XP_037725053.1|DSUP	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC119552560|XP_037718109.1|DSUP	LOC111593521|XP_023162080.2|DHYD
OG0000143	LOC119552561|XP_037718110.1|DSUP	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD
OG0000144	LOC119557850|XP_037726766.1|DSUP	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC119557261|XP_037725874.1|DSUP	LOC111596455|XP_023166450.1|DHYD
OG0000145	LOC119556997|XP_037725455.1|DSUP	LOC111603372|XP_023176692.1|DHYD
OG0000145	LOC119546230|XP_037708302.1|DSUP, LOC119548786|XP_037712280.1|DSUP	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC119547292|XP_037710007.1|DSUP	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC119560817|XP_037730390.1|DSUP	LOC111594434|XP_030080605.1|DHYD
OG0000147	LOC119560818|XP_037730391.1|DSUP	LOC111594518|XP_023163614.1|DHYD
OG0000148	LOC119546802|XP_037709309.1|DSUP	LOC111601105|XP_023173316.2|DHYD
OG0000148	LOC119546189|XP_037708243.1|DSUP	LOC111593768|XP_023162555.2|DHYD
OG0000149	LOC119561741|XP_037731150.1|DSUP, LOC119548892|XP_037712478.1|DSUP	LOC111592069|XP_023159843.2|DHYD
OG0000149	LOC119556424|XP_037724568.1|DSUP	LOC111593628|XP_023162265.1|DHYD
OG0000150	LOC119547893|XP_037710858.1|DSUP, LOC119547896|XP_037710860.1|DSUP, LOC119547897|XP_037710861.1|DSUP, LOC119547894|XP_037710859.1|DSUP	LOC111596269|XP_023166174.2|DHYD
OG0000151	LOC119555509|XP_037722857.1|DSUP	LOC111600942|XP_023173081.2|DHYD
