Orthogroup	DSUP.longest_only	CQUI.longest_only
OG0000077	LOC119549259|XP_037713095.1|DSUP	LOC6034296|XP_038108770.1|CQUI
OG0000077	LOC119548360|XP_037711506.1|DSUP	LOC6035184|XP_038117374.1|CQUI
OG0000078	LOC119550532|XP_037715180.1|DSUP, LOC119553881|XP_037720469.1|DSUP, LOC119560420|XP_037729785.1|DSUP, LOC119556490|XP_037724675.1|DSUP, LOC119557021|XP_037725486.1|DSUP	LOC6049605|XP_038114648.1|CQUI
OG0000080	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP, LOC119549434|XP_037713451.1|DSUP	LOC6039848|XP_001849353.1|CQUI, LOC6036493|XP_001846542.2|CQUI, LOC6036492|XP_001846541.1|CQUI, LOC6036497|XP_038105714.1|CQUI, LOC6036496|XP_001846545.2|CQUI
OG0000082	LOC119551581|XP_037716911.1|DSUP, LOC119556198|XP_037724083.1|DSUP, LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP	LOC6053936|XP_001869938.2|CQUI, LOC6035883|XP_038106135.1|CQUI, LOC6040822|XP_001850162.2|CQUI, LOC6053935|XP_038112245.1|CQUI, LOC6048581|XP_001865480.2|CQUI, LOC6041263|XP_038117473.1|CQUI, LOC6044163|XP_001861715.1|CQUI
OG0000083	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP, LOC119547461|XP_037710270.1|DSUP	LOC6049436|XP_038110738.1|CQUI, LOC6049432|XP_001866193.2|CQUI
OG0000084	LOC119550924|XP_037715869.1|DSUP	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI, LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI, LOC6037611|XP_038121017.1|CQUI, LOC6039554|XP_038121068.1|CQUI
OG0000084	LOC119551740|XP_037717169.1|DSUP	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI
OG0000085	LOC119549284|XP_037713160.1|DSUP	LOC6043704|XP_001861330.2|CQUI
OG0000086	LOC119549877|XP_037714110.1|DSUP	LOC6046855|XP_001863974.2|CQUI
OG0000087	LOC119546360|XP_037708515.1|DSUP	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI
OG0000087	LOC119547736|XP_037710650.1|DSUP, LOC119547060|XP_037709670.1|DSUP	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI
OG0000088	LOC119549208|XP_037712982.1|DSUP	LOC6043654|XP_038106206.1|CQUI
OG0000088	LOC119547300|XP_037710018.1|DSUP, LOC119553792|XP_037720331.1|DSUP, LOC119549647|XP_037713759.1|DSUP, LOC119553816|XP_037720365.1|DSUP	LOC119768033|XP_038114253.1|CQUI
OG0000089	LOC119559948|XP_037729105.1|DSUP, LOC119559790|XP_037728799.1|DSUP	LOC6051513|XP_001867948.1|CQUI
OG0000089	LOC119560639|XP_037730119.1|DSUP	LOC6044343|XP_001861873.1|CQUI
OG0000089	LOC119554444|XP_037721284.1|DSUP	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	LOC119551577|XP_037716907.1|DSUP, LOC119551295|XP_037716502.1|DSUP, LOC119552801|XP_037718566.1|DSUP, LOC119555352|XP_037722617.1|DSUP	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	LOC119550132|XP_037714564.1|DSUP	LOC6037334|XP_038105758.1|CQUI
OG0000091	LOC119548319|XP_037711427.1|DSUP, LOC119545780|XP_037707573.1|DSUP, LOC119563325|XP_037732595.1|DSUP	LOC6034718|XP_038115256.1|CQUI
OG0000093	LOC119548851|XP_037712400.1|DSUP	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC119553732|XP_037720249.1|DSUP, LOC119560272|XP_037729566.1|DSUP	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC119558261|XP_037727536.1|DSUP	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC119552818|XP_037718594.1|DSUP, LOC119552822|XP_037718602.1|DSUP, LOC119554657|XP_037721586.1|DSUP	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC119549166|XP_037712887.1|DSUP	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC119552089|XP_037717794.1|DSUP, LOC119549711|XP_037713871.1|DSUP	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP, LOC119552690|XP_037718343.1|DSUP, LOC119549539|XP_037713615.1|DSUP	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC119547526|XP_037710347.1|DSUP, LOC119552753|XP_037718469.1|DSUP	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP, LOC119561103|XP_037730925.1|DSUP, LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC119548022|XP_037711021.1|DSUP, LOC119548023|XP_037711024.1|DSUP	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC119548267|XP_037711341.1|DSUP	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC119553324|XP_037719581.1|DSUP, LOC119553439|XP_037719757.1|DSUP, LOC119554910|XP_037721940.1|DSUP	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC119551522|XP_037716837.1|DSUP, LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP, LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC119556622|XP_037724870.1|DSUP, LOC119557771|XP_037726597.1|DSUP, LOC119547880|XP_037710844.1|DSUP, LOC119560721|XP_037730266.1|DSUP, LOC119547804|XP_037710747.1|DSUP	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000117	LOC119548691|XP_037712083.1|DSUP, LOC119548692|XP_037712084.1|DSUP, LOC119548694|XP_037712085.1|DSUP, LOC119548696|XP_037712087.1|DSUP	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP, LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC119560592|XP_037730045.1|DSUP, LOC119560299|XP_037729598.1|DSUP, LOC119560412|XP_037729775.1|DSUP	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC119558090|XP_037727226.1|DSUP	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC119549174|XP_037712903.1|DSUP	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP, LOC119553744|XP_037720273.1|DSUP, LOC119548132|XP_037711160.1|DSUP, LOC119548142|XP_037711171.1|DSUP	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC119546481|XP_037708701.1|DSUP, LOC119556222|XP_037724134.1|DSUP, LOC119550845|XP_037715740.1|DSUP, LOC119548272|XP_037711351.1|DSUP	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC119551627|XP_037716977.1|DSUP, LOC119560279|XP_037729580.1|DSUP, LOC119560576|XP_037730025.1|DSUP, LOC119560577|XP_037730026.1|DSUP, LOC119560581|XP_037730032.1|DSUP	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC119552138|XP_037717860.1|DSUP, LOC119550293|XP_037714813.1|DSUP, LOC119550930|XP_037715876.1|DSUP, LOC119549499|XP_037713538.1|DSUP	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC119548559|XP_037711792.1|DSUP	LOC6045001|XP_038105443.1|CQUI
OG0000126	LOC119557572|XP_037726295.1|DSUP, LOC119557571|XP_037726294.1|DSUP, LOC119557762|XP_037726586.1|DSUP, LOC119557481|XP_037726178.1|DSUP, LOC119557551|XP_037726261.1|DSUP, LOC119557538|XP_037726238.1|DSUP, LOC119557497|XP_037726196.1|DSUP, LOC119557653|XP_037726435.1|DSUP, LOC119557251|XP_037725864.1|DSUP, LOC119557711|XP_037726520.1|DSUP, LOC119557723|XP_037726533.1|DSUP, LOC119557642|XP_037726420.1|DSUP, LOC119557407|XP_037726082.1|DSUP, LOC119557534|XP_037726234.1|DSUP, LOC119557736|XP_037726549.1|DSUP, LOC119557631|XP_037726389.1|DSUP, LOC119557610|XP_037726344.1|DSUP, LOC119556183|XP_037724053.1|DSUP, LOC119557384|XP_037726057.1|DSUP, LOC119557470|XP_037726165.1|DSUP, LOC119557379|XP_037726051.1|DSUP, LOC119557442|XP_037726132.1|DSUP, LOC119557526|XP_037726228.1|DSUP, LOC119557445|XP_037726134.1|DSUP, LOC119557514|XP_037726215.1|DSUP, LOC119556405|XP_037724516.1|DSUP, LOC119557474|XP_037726170.1|DSUP, LOC119557540|XP_037726239.1|DSUP, LOC119557608|XP_037726341.1|DSUP, LOC119557394|XP_037726067.1|DSUP, LOC119558139|XP_037727303.1|DSUP, LOC119547190|XP_037709853.1|DSUP	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP, LOC119560124|XP_037729403.1|DSUP, LOC119560338|XP_037729658.1|DSUP	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC119551463|XP_037716744.1|DSUP, LOC119551423|XP_037716694.1|DSUP, LOC119551462|XP_037716742.1|DSUP, LOC119560202|XP_037729493.1|DSUP	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC119557955|XP_037726918.1|DSUP, LOC119553670|XP_037720111.1|DSUP, LOC119547470|XP_037710284.1|DSUP, LOC119557954|XP_037726917.1|DSUP	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC119552650|XP_037718275.1|DSUP, LOC119553269|XP_037719488.1|DSUP, LOC119552649|XP_037718274.1|DSUP, LOC119552648|XP_037718273.1|DSUP	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC119546979|XP_037709556.1|DSUP, LOC119546922|XP_037709481.1|DSUP, LOC119563530|XP_037732929.1|DSUP	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000134	LOC119559860|XP_037728894.1|DSUP	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC119547397|XP_037710175.1|DSUP	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC119559842|XP_037728864.1|DSUP	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC119555060|XP_037722187.1|DSUP	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000137	LOC119558198|XP_037727413.1|DSUP	LOC6035609|XP_038118403.1|CQUI
OG0000139	LOC119547277|XP_037709986.1|DSUP, LOC119555925|XP_037723552.1|DSUP, LOC119555253|XP_037722480.1|DSUP, LOC119546022|XP_037707963.1|DSUP, LOC119554321|XP_037721110.1|DSUP, LOC119550237|XP_037714735.1|DSUP, LOC119560183|XP_037729473.1|DSUP, LOC119547479|XP_037710292.1|DSUP, LOC119546054|XP_037708046.1|DSUP	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC119548811|XP_037712332.1|DSUP	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC119555047|XP_037722164.1|DSUP, LOC119555048|XP_037722168.1|DSUP, LOC119555046|XP_037722161.1|DSUP, LOC119555049|XP_037722169.1|DSUP, LOC119555266|XP_037722499.1|DSUP	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC119547720|XP_037710630.1|DSUP	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC119562486|XP_037731616.1|DSUP	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC119556727|XP_037725053.1|DSUP	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC119552560|XP_037718109.1|DSUP	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC119552561|XP_037718110.1|DSUP	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC119557850|XP_037726766.1|DSUP	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC119557261|XP_037725874.1|DSUP	LOC6039460|XP_038119712.1|CQUI
OG0000145	LOC119556997|XP_037725455.1|DSUP, LOC119546230|XP_037708302.1|DSUP, LOC119548786|XP_037712280.1|DSUP	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC119547292|XP_037710007.1|DSUP	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC119560817|XP_037730390.1|DSUP, LOC119560818|XP_037730391.1|DSUP	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC119546802|XP_037709309.1|DSUP	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC119546189|XP_037708243.1|DSUP	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC119561741|XP_037731150.1|DSUP, LOC119548892|XP_037712478.1|DSUP, LOC119556424|XP_037724568.1|DSUP	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC119563445|XP_037732767.1|DSUP, LOC119547091|XP_037709723.1|DSUP, LOC119555351|XP_037722620.1|DSUP, LOC119563444|XP_037732766.1|DSUP, LOC119553148|XP_037719296.1|DSUP	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC119561111|XP_037730948.1|DSUP, LOC119561112|XP_037730951.1|DSUP, LOC119561110|XP_037730947.1|DSUP	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC119550964|XP_037715928.1|DSUP, LOC119550973|XP_037715939.1|DSUP, LOC119553162|XP_037719324.1|DSUP	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC119554318|XP_037721108.1|DSUP, LOC119554751|XP_037721707.1|DSUP, LOC119554018|XP_037720662.1|DSUP	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC119550533|XP_037715181.1|DSUP, LOC119550347|XP_037714894.1|DSUP	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC119549779|XP_037713969.1|DSUP, LOC119554453|XP_037721293.1|DSUP, LOC119555406|XP_037722691.1|DSUP	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC119553047|XP_037719082.1|DSUP	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC119553123|XP_037719240.1|DSUP, LOC119553840|XP_037720408.1|DSUP	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC119560316|XP_037729622.1|DSUP, LOC119559267|XP_037728264.1|DSUP, LOC119559270|XP_037728268.1|DSUP, LOC119560765|XP_037730315.1|DSUP	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC119553631|XP_037720030.1|DSUP, LOC119555557|XP_037722930.1|DSUP, LOC119547161|XP_037709815.1|DSUP, LOC119546294|XP_037708403.1|DSUP	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC119552703|XP_037718372.1|DSUP, LOC119547182|XP_037709845.1|DSUP, LOC119547696|XP_037710596.1|DSUP	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC119556348|XP_037724378.1|DSUP, LOC119556359|XP_037724449.1|DSUP, LOC119556387|XP_037724490.1|DSUP, LOC119553548|XP_037719914.1|DSUP	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC119550152|XP_037714591.1|DSUP, LOC119550289|XP_037714808.1|DSUP	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC119545788|XP_037707588.1|DSUP	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC119553174|XP_037719341.1|DSUP, LOC119560731|XP_037730273.1|DSUP	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC119548004|XP_037710994.1|DSUP, LOC119548003|XP_037710993.1|DSUP	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC119548455|XP_037711647.1|DSUP	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC119546769|XP_037709248.1|DSUP	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC119557754|XP_037726569.1|DSUP	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC119554537|XP_037721420.1|DSUP, LOC119553055|XP_037719095.1|DSUP	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC119549710|XP_037713870.1|DSUP, LOC119549707|XP_037713862.1|DSUP, LOC119551369|XP_037716619.1|DSUP, LOC119551370|XP_037716620.1|DSUP, LOC119551540|XP_037716857.1|DSUP	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC119549553|XP_037713631.1|DSUP, LOC119547824|XP_037710774.1|DSUP, LOC119550609|XP_037715361.1|DSUP	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC119548039|XP_037711047.1|DSUP	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC119549888|XP_037714127.1|DSUP	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC119556355|XP_037724390.1|DSUP	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC119555767|XP_037723351.1|DSUP	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC119558206|XP_037727431.1|DSUP	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC119550231|XP_037714726.1|DSUP, LOC119549122|XP_037712813.1|DSUP	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC119547668|XP_037710551.1|DSUP	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC119547143|XP_037709789.1|DSUP, LOC119553513|XP_037719867.1|DSUP	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC119560773|XP_037730326.1|DSUP	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC119560771|XP_037730323.1|DSUP, LOC119560772|XP_037730324.1|DSUP	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC119557416|XP_037726091.1|DSUP, LOC119563144|XP_037732329.1|DSUP, LOC119553931|XP_037720548.1|DSUP, LOC119554484|XP_037721339.1|DSUP	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC119548328|XP_037711445.1|DSUP, LOC119548327|XP_037711444.1|DSUP	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC119547237|XP_037709944.1|DSUP, LOC119549593|XP_037713680.1|DSUP, LOC119551983|XP_037717633.1|DSUP, LOC119549594|XP_037713682.1|DSUP	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC119557710|XP_037726519.1|DSUP, LOC119555878|XP_037723461.1|DSUP	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC119563258|XP_037732500.1|DSUP, LOC119559280|XP_037728276.1|DSUP, LOC119557359|XP_037726024.1|DSUP, LOC119557862|XP_037726788.1|DSUP	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC119548858|XP_037712412.1|DSUP	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC119557089|XP_037725572.1|DSUP	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC119558382|XP_037727832.1|DSUP	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC119549557|XP_037713634.1|DSUP	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC119553728|XP_037720248.1|DSUP, LOC119555494|XP_037722835.1|DSUP, LOC119553298|XP_037719543.1|DSUP	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC119548289|XP_037711383.1|DSUP, LOC119548291|XP_037711384.1|DSUP, LOC119554708|XP_037721647.1|DSUP	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000194	LOC119551426|XP_037716697.1|DSUP, LOC119549846|XP_037714066.1|DSUP, LOC119549892|XP_037714128.1|DSUP, LOC119550751|XP_037715600.1|DSUP, LOC119550873|XP_037715785.1|DSUP, LOC119549896|XP_037714133.1|DSUP, LOC119549891|XP_037714126.1|DSUP, LOC119551856|XP_037717361.1|DSUP, LOC119551855|XP_037717360.1|DSUP, LOC119549638|XP_037713753.1|DSUP, LOC119549639|XP_037713754.1|DSUP, LOC119558387|XP_037727843.1|DSUP, LOC119549616|XP_037713716.1|DSUP, LOC119549621|XP_037713726.1|DSUP, LOC119549615|XP_037713715.1|DSUP, LOC119549619|XP_037713719.1|DSUP, LOC119549640|XP_037713755.1|DSUP, LOC119549718|XP_037713880.1|DSUP, LOC119549990|XP_037714326.1|DSUP, LOC119546357|XP_037708513.1|DSUP, LOC119558626|XP_037727960.1|DSUP, LOC119551231|XP_037716397.1|DSUP, LOC119558625|XP_037727959.1|DSUP, LOC119550760|XP_037715612.1|DSUP, LOC119549460|XP_037713487.1|DSUP	LOC119767854|XP_038113466.1|CQUI
OG0000195	LOC119550338|XP_037714886.1|DSUP, LOC119558632|XP_037727965.1|DSUP	LOC6041450|XP_001850708.2|CQUI
