Orthogroup	DSUP.longest_only	SLEB.longest_only
OG0000045	LOC119553760|XP_037720293.1|DSUP	LOC115632701|XP_030385797.1|SLEB
OG0000046	LOC119560295|XP_037729593.1|DSUP, LOC119555986|XP_037723641.1|DSUP, LOC119555989|XP_037723648.1|DSUP, LOC119556096|XP_037723888.1|DSUP, LOC119556859|XP_037725261.1|DSUP, LOC119553613|XP_037720003.1|DSUP, LOC119549774|XP_037713961.1|DSUP, LOC119558359|XP_037727794.1|DSUP, LOC119556004|XP_037723685.1|DSUP	LOC115626838|XP_030378183.1|SLEB, LOC115626960|XP_030378335.1|SLEB, LOC115626959|XP_030378334.1|SLEB
OG0000047	LOC119550226|XP_037714721.1|DSUP	LOC115631261|XP_030383836.1|SLEB
OG0000047	LOC119550295|XP_037714817.1|DSUP	LOC115632503|XP_030385556.1|SLEB
OG0000047	LOC119559372|XP_037728340.1|DSUP	LOC115626702|XP_030377994.1|SLEB
OG0000047	LOC119559393|XP_037728384.1|DSUP, LOC119553673|XP_037720144.1|DSUP	LOC115622391|XP_030372176.1|SLEB
OG0000048	LOC119553985|XP_037720620.1|DSUP, LOC119553987|XP_037720622.1|DSUP	LOC115632969|XP_030386130.1|SLEB, LOC115632930|XP_030386082.1|SLEB
OG0000048	LOC119553984|XP_037720618.1|DSUP	LOC115632620|XP_030385708.1|SLEB
OG0000048	LOC119555323|XP_037722579.1|DSUP	LOC115632159|XP_030385047.1|SLEB
OG0000049	LOC119563293|XP_037732549.1|DSUP	LOC115631187|XP_030383738.1|SLEB
OG0000049	LOC119563399|XP_037732686.1|DSUP	LOC115625471|XP_030376380.1|SLEB
OG0000049	LOC119553498|XP_037719841.1|DSUP	LOC115625469|XP_030376378.1|SLEB
OG0000049	LOC119555362|XP_037722631.1|DSUP	LOC115625467|XP_030376376.1|SLEB
OG0000049	LOC119555370|XP_037722644.1|DSUP	LOC115625232|XP_030376077.1|SLEB
OG0000049	LOC119558111|XP_037727267.1|DSUP	LOC115621014|XP_030370394.1|SLEB
OG0000050	LOC119554992|XP_037722058.1|DSUP	LOC115632844|XP_030385961.1|SLEB
OG0000050	LOC119555302|XP_037722547.1|DSUP	LOC115632845|XP_030385962.1|SLEB
OG0000050	LOC119554440|XP_037721278.1|DSUP	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB
OG0000051	LOC119560029|XP_037729252.1|DSUP	LOC115624036|XP_030374474.1|SLEB
OG0000052	LOC119560909|XP_037730537.1|DSUP, LOC119562894|XP_037731939.1|DSUP, LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP	LOC115621355|XP_030370842.1|SLEB
OG0000052	LOC119549090|XP_037712749.1|DSUP, LOC119549091|XP_037712751.1|DSUP	LOC115621366|XP_030370854.1|SLEB
OG0000053	LOC119549495|XP_037713527.1|DSUP, LOC119551763|XP_037717217.1|DSUP	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB
OG0000053	LOC119551749|XP_037717203.1|DSUP	LOC115634037|XP_030387441.1|SLEB
OG0000053	LOC119551753|XP_037717206.1|DSUP	LOC115634626|XP_030388341.1|SLEB
OG0000054	LOC119556528|XP_037724737.1|DSUP	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB
OG0000054	LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP	LOC115623633|XP_030373934.1|SLEB
OG0000054	LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP	LOC115624033|XP_030374471.1|SLEB
OG0000055	LOC119545654|XP_037707308.1|DSUP, LOC119545656|XP_037707310.1|DSUP, LOC119545655|XP_037707309.1|DSUP	LOC115621100|XP_030370499.1|SLEB, LOC115621082|XP_030370472.1|SLEB, LOC115621350|XP_030370832.1|SLEB
OG0000056	LOC119563020|XP_037732144.1|DSUP	LOC115626734|XP_030378039.1|SLEB
OG0000056	LOC119563019|XP_037732142.1|DSUP, LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP	LOC115626727|XP_030378033.1|SLEB
OG0000056	LOC119556291|XP_037724281.1|DSUP, LOC119553956|XP_037720582.1|DSUP	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB
OG0000058	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP, LOC119546720|XP_037709134.1|DSUP	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB
OG0000058	LOC119556721|XP_037725047.1|DSUP	LOC115629610|XP_030381967.1|SLEB
OG0000059	LOC119559409|XP_037728412.1|DSUP	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB
OG0000059	LOC119556499|XP_037724690.1|DSUP	LOC115621386|XP_030370879.1|SLEB
OG0000059	LOC119556184|XP_037724057.1|DSUP	LOC115620757|XP_030370013.1|SLEB
OG0000060	LOC119556360|XP_037724450.1|DSUP	LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC119547032|XP_037709634.1|DSUP	LOC115630565|XP_030383041.1|SLEB
OG0000060	LOC119561007|XP_037730755.1|DSUP	LOC115623364|XP_030373510.1|SLEB
OG0000060	LOC119550934|XP_037715889.1|DSUP	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC119556787|XP_037725149.1|DSUP	LOC115629360|XP_030381672.1|SLEB
OG0000060	LOC119547296|XP_037710013.1|DSUP	LOC115630767|XP_030383283.1|SLEB
OG0000061	LOC119547297|XP_037710014.1|DSUP	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC119547153|XP_037709799.1|DSUP	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC119557553|XP_037726263.1|DSUP	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC119548633|XP_037711950.1|DSUP, LOC119548634|XP_037711951.1|DSUP, LOC119555156|XP_037722312.1|DSUP, LOC119546355|XP_037708511.1|DSUP	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB
OG0000063	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP, LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC119554636|XP_037721561.1|DSUP	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC119553691|XP_037720174.1|DSUP	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000065	LOC119561052|XP_037730812.1|DSUP, LOC119561057|XP_037730820.1|DSUP, LOC119561058|XP_037730822.1|DSUP, LOC119561047|XP_037730805.1|DSUP, LOC119551150|XP_037716270.1|DSUP, LOC119561050|XP_037730810.1|DSUP, LOC119561049|XP_037730809.1|DSUP, LOC119561048|XP_037730807.1|DSUP, LOC119559981|XP_037729166.1|DSUP, LOC119555273|XP_037722507.1|DSUP, LOC119563411|XP_037732707.1|DSUP	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC119560085|XP_037729330.1|DSUP, LOC119560534|XP_037729953.1|DSUP	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC119547346|XP_037710087.1|DSUP	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC119560140|XP_037729424.1|DSUP	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC119558417|XP_037727894.1|DSUP, LOC119550852|XP_037715749.1|DSUP	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC119560888|XP_037730510.1|DSUP	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC119553386|XP_037719671.1|DSUP	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC119550078|XP_037714475.1|DSUP	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC119553465|XP_037719795.1|DSUP	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC119553512|XP_037719863.1|DSUP	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC119552687|XP_037718340.1|DSUP	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB
OG0000068	LOC119559817|XP_037728832.1|DSUP, LOC119555070|XP_037722207.1|DSUP, LOC119550979|XP_037715942.1|DSUP	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC119555964|XP_037723613.1|DSUP	LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC119553795|XP_037720335.1|DSUP	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC119546705|XP_037709112.1|DSUP	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC119556647|XP_037724907.1|DSUP	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC119552553|XP_037718101.1|DSUP	LOC115624679|XP_030375338.1|SLEB
OG0000071	LOC119552552|XP_037718100.1|DSUP, LOC119554936|XP_037721974.1|DSUP	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC119551080|XP_037716171.1|DSUP	LOC115625138|XP_030375920.1|SLEB
OG0000072	LOC119550992|XP_037715966.1|DSUP	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC119551079|XP_037716170.1|DSUP	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC119549420|XP_037713422.1|DSUP	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC119557222|XP_037725820.1|DSUP	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC119559869|XP_037728906.1|DSUP	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC119555627|XP_037723076.1|DSUP	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC119552995|XP_037718942.1|DSUP	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC119553014|XP_037718987.1|DSUP	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC119552996|XP_037718943.1|DSUP	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC119555219|XP_037722410.1|DSUP	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC119558162|XP_037727356.1|DSUP, LOC119556941|XP_037725365.1|DSUP	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC119556781|XP_037725143.1|DSUP	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC119556782|XP_037725144.1|DSUP	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC119549138|XP_037712837.1|DSUP	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC119560232|XP_037729526.1|DSUP	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC119549259|XP_037713095.1|DSUP	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC119548360|XP_037711506.1|DSUP	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC119550532|XP_037715180.1|DSUP	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC119553881|XP_037720469.1|DSUP	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC119560420|XP_037729785.1|DSUP	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC119556490|XP_037724675.1|DSUP	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC119557021|XP_037725486.1|DSUP	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP	LOC115631581|XP_030384238.1|SLEB
OG0000080	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC119549434|XP_037713451.1|DSUP	LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC119554911|XP_037721941.1|DSUP	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC119551581|XP_037716911.1|DSUP	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC119556198|XP_037724083.1|DSUP	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC119547461|XP_037710270.1|DSUP	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC119550924|XP_037715869.1|DSUP	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC119551740|XP_037717169.1|DSUP	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC119549284|XP_037713160.1|DSUP	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC119549877|XP_037714110.1|DSUP	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC119546360|XP_037708515.1|DSUP	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC119547736|XP_037710650.1|DSUP	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC119547060|XP_037709670.1|DSUP	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC119549208|XP_037712982.1|DSUP	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC119547300|XP_037710018.1|DSUP	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC119553792|XP_037720331.1|DSUP	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC119549647|XP_037713759.1|DSUP	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC119553816|XP_037720365.1|DSUP	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC119559948|XP_037729105.1|DSUP	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC119560639|XP_037730119.1|DSUP	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC119554444|XP_037721284.1|DSUP	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC119551577|XP_037716907.1|DSUP	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC119551295|XP_037716502.1|DSUP	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC119552801|XP_037718566.1|DSUP	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC119555352|XP_037722617.1|DSUP	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC119550132|XP_037714564.1|DSUP	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC119548319|XP_037711427.1|DSUP	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC119545780|XP_037707573.1|DSUP	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC119563325|XP_037732595.1|DSUP	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC119555984|XP_037723644.1|DSUP	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC119554434|XP_037721266.1|DSUP	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC119548851|XP_037712400.1|DSUP	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC119555990|XP_037723649.1|DSUP, LOC119549355|XP_037713272.1|DSUP	LOC115629472|XP_030381803.1|SLEB
OG0000093	LOC119547033|XP_037709635.1|DSUP, LOC119559303|XP_037728310.1|DSUP, LOC119557146|XP_037725658.1|DSUP	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC119553732|XP_037720249.1|DSUP	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC119560272|XP_037729566.1|DSUP	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC119548522|XP_037711741.1|DSUP	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC119548857|XP_037712415.1|DSUP	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC119548361|XP_037711504.1|DSUP	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC119558177|XP_037727371.1|DSUP	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC119558261|XP_037727536.1|DSUP	LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC119550809|XP_037715676.1|DSUP	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC119560440|XP_037729811.1|DSUP	LOC115620196|XP_030369189.1|SLEB
OG0000100	LOC119560441|XP_037729812.1|DSUP	LOC115621551|XP_030371080.1|SLEB
OG0000100	LOC119560200|XP_037729491.1|DSUP	LOC115620430|XP_030369518.1|SLEB
OG0000101	LOC119552818|XP_037718594.1|DSUP	LOC115634421|XP_030387988.1|SLEB
OG0000101	LOC119552822|XP_037718602.1|DSUP	LOC115634430|XP_030387997.1|SLEB
OG0000101	LOC119554657|XP_037721586.1|DSUP	LOC115634424|XP_030387991.1|SLEB
OG0000102	LOC119549166|XP_037712887.1|DSUP	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC119552089|XP_037717794.1|DSUP	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP, LOC119552690|XP_037718343.1|DSUP	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC119549539|XP_037713615.1|DSUP	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC119552682|XP_037718328.1|DSUP	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC119547526|XP_037710347.1|DSUP	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC119552753|XP_037718469.1|DSUP	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC119561103|XP_037730925.1|DSUP	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC119551428|XP_037716699.1|DSUP, LOC119551427|XP_037716698.1|DSUP, LOC119546334|XP_037708462.1|DSUP, LOC119546335|XP_037708463.1|DSUP, LOC119548582|XP_037711828.1|DSUP, LOC119546337|XP_037708466.1|DSUP, LOC119548571|XP_037711817.1|DSUP, LOC119551957|XP_037717579.1|DSUP, LOC119547555|XP_037710383.1|DSUP, LOC119549865|XP_037714088.1|DSUP, LOC119551429|XP_037716700.1|DSUP	LOC115634454|XP_030388036.1|SLEB
OG0000108	LOC119559665|XP_037728649.1|DSUP	LOC115628092|XP_030379929.1|SLEB, LOC115627244|XP_030378729.1|SLEB, LOC115631527|XP_030384161.1|SLEB
OG0000109	LOC119548022|XP_037711021.1|DSUP, LOC119548023|XP_037711024.1|DSUP	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC119548267|XP_037711341.1|DSUP	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC119553324|XP_037719581.1|DSUP	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC119553439|XP_037719757.1|DSUP	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC119554910|XP_037721940.1|DSUP	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC119551522|XP_037716837.1|DSUP, LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC119560721|XP_037730266.1|DSUP	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC119548737|XP_037712180.1|DSUP	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC119548739|XP_037712182.1|DSUP	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC119552744|XP_037718442.1|DSUP	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC119550666|XP_037715443.1|DSUP	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000116	LOC119552982|XP_037718931.1|DSUP, LOC119550655|XP_037715432.1|DSUP, LOC119563353|XP_037732631.1|DSUP	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB
OG0000117	LOC119548691|XP_037712083.1|DSUP	LOC115626178|XP_030377315.1|SLEB
OG0000117	LOC119548692|XP_037712084.1|DSUP	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC119548694|XP_037712085.1|DSUP	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC119548696|XP_037712087.1|DSUP	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP	LOC115634140|XP_030387575.1|SLEB
OG0000118	LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC119560592|XP_037730045.1|DSUP	LOC115625335|XP_030376220.1|SLEB
OG0000119	LOC119560299|XP_037729598.1|DSUP	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC119560412|XP_037729775.1|DSUP	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC119558090|XP_037727226.1|DSUP	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC119549174|XP_037712903.1|DSUP	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC119552716|XP_037718394.1|DSUP	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP	LOC115625542|XP_030376479.1|SLEB
OG0000121	LOC119553744|XP_037720273.1|DSUP	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC119546481|XP_037708701.1|DSUP	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC119556222|XP_037724134.1|DSUP	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC119548272|XP_037711351.1|DSUP	LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC119551627|XP_037716977.1|DSUP	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC119560279|XP_037729580.1|DSUP	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB
OG0000123	LOC119560576|XP_037730025.1|DSUP, LOC119560577|XP_037730026.1|DSUP	LOC115624223|XP_030374697.1|SLEB
OG0000123	LOC119560581|XP_037730032.1|DSUP	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC119552138|XP_037717860.1|DSUP, LOC119550293|XP_037714813.1|DSUP	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC119550930|XP_037715876.1|DSUP, LOC119549499|XP_037713538.1|DSUP	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC119548800|XP_037712309.1|DSUP	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC119548559|XP_037711792.1|DSUP	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC119550271|XP_037714778.1|DSUP	LOC115630466|XP_030382900.1|SLEB
OG0000125	LOC119550272|XP_037714779.1|DSUP	LOC115630458|XP_030382887.1|SLEB
OG0000126	LOC119547190|XP_037709853.1|DSUP	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB
OG0000127	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP, LOC119560124|XP_037729403.1|DSUP	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC119560338|XP_037729658.1|DSUP	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC119551463|XP_037716744.1|DSUP, LOC119551423|XP_037716694.1|DSUP	LOC115627037|XP_030378429.1|SLEB
OG0000128	LOC119551462|XP_037716742.1|DSUP	LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC119557955|XP_037726918.1|DSUP	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC119553670|XP_037720111.1|DSUP	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC119547470|XP_037710284.1|DSUP	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC119557954|XP_037726917.1|DSUP	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC119552650|XP_037718275.1|DSUP	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC119553269|XP_037719488.1|DSUP	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC119552649|XP_037718274.1|DSUP, LOC119552648|XP_037718273.1|DSUP	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC119556354|XP_037724393.1|DSUP	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC119546979|XP_037709556.1|DSUP, LOC119546922|XP_037709481.1|DSUP	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC119563530|XP_037732929.1|DSUP	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC119559860|XP_037728894.1|DSUP	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC119557160|XP_037725688.1|DSUP	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC119547397|XP_037710175.1|DSUP	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC119559842|XP_037728864.1|DSUP	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC119555060|XP_037722187.1|DSUP	LOC115623263|XP_030373392.1|SLEB
OG0000137	LOC119558198|XP_037727413.1|DSUP	LOC115633318|XP_030386608.1|SLEB
OG0000138	LOC119563459|XP_037732796.1|DSUP	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC119562537|XP_037731664.1|DSUP	LOC115623756|XP_030374151.1|SLEB
OG0000139	LOC119547277|XP_037709986.1|DSUP, LOC119555925|XP_037723552.1|DSUP	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB
OG0000140	LOC119548811|XP_037712332.1|DSUP	LOC115621072|XP_030370459.1|SLEB
OG0000141	LOC119555047|XP_037722164.1|DSUP	LOC115632509|XP_030385558.1|SLEB
