Orthogroup	DSUP.longest_only	CPIP.longest_only
OG0000074	LOC119555627|XP_037723076.1|DSUP, LOC119553528|XP_037719882.1|DSUP	LOC120428393|XP_039449334.1|CPIP, LOC120428412|XP_039449359.1|CPIP, LOC120428418|XP_039449364.1|CPIP, LOC120428413|XP_039449360.1|CPIP, LOC120423023|XP_039442600.1|CPIP, LOC120423018|XP_039442593.1|CPIP, LOC120423020|XP_039442594.1|CPIP, LOC120423021|XP_039442595.1|CPIP, LOC120423005|XP_039442562.1|CPIP, LOC120423030|XP_039442605.1|CPIP, LOC120428411|XP_039449358.1|CPIP, LOC120420019|XP_039438857.1|CPIP, LOC120428388|XP_039449320.1|CPIP, LOC120428410|XP_039449357.1|CPIP, LOC120428409|XP_039449356.1|CPIP, LOC120427610|XP_039448425.1|CPIP
OG0000076	LOC119555219|XP_037722410.1|DSUP	LOC120414119|XP_039431083.1|CPIP
OG0000076	LOC119556781|XP_037725143.1|DSUP	LOC120419152|XP_039437732.1|CPIP
OG0000077	LOC119549138|XP_037712837.1|DSUP	LOC120428195|XP_039449110.1|CPIP
OG0000077	LOC119549259|XP_037713095.1|DSUP	LOC120425394|XP_039445844.1|CPIP
OG0000077	LOC119548360|XP_037711506.1|DSUP	LOC120420744|XP_039439774.1|CPIP
OG0000078	LOC119550532|XP_037715180.1|DSUP, LOC119553881|XP_037720469.1|DSUP, LOC119560420|XP_037729785.1|DSUP, LOC119556490|XP_037724675.1|DSUP, LOC119557021|XP_037725486.1|DSUP	LOC120426652|XP_039447380.1|CPIP, LOC120417056|XP_039434945.1|CPIP
OG0000080	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP, LOC119549434|XP_037713451.1|DSUP	LOC120419665|XP_039438362.1|CPIP, LOC120432076|XP_039453147.1|CPIP, LOC120431515|XP_039452549.1|CPIP, LOC120432086|XP_039453158.1|CPIP, LOC120431996|XP_039453065.1|CPIP
OG0000082	LOC119551581|XP_037716911.1|DSUP, LOC119556198|XP_037724083.1|DSUP, LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP
OG0000083	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP, LOC119547461|XP_037710270.1|DSUP	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP
OG0000084	LOC119550924|XP_037715869.1|DSUP	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP
OG0000084	LOC119551740|XP_037717169.1|DSUP	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP
OG0000085	LOC119549284|XP_037713160.1|DSUP	LOC120418894|XP_039437359.1|CPIP
OG0000086	LOC119549877|XP_037714110.1|DSUP	LOC120419495|XP_039438120.1|CPIP
OG0000087	LOC119546360|XP_037708515.1|DSUP	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC119547736|XP_037710650.1|DSUP, LOC119547060|XP_037709670.1|DSUP	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC119549208|XP_037712982.1|DSUP	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC119559948|XP_037729105.1|DSUP, LOC119559790|XP_037728799.1|DSUP	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC119560639|XP_037730119.1|DSUP	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC119554444|XP_037721284.1|DSUP	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC119551577|XP_037716907.1|DSUP, LOC119551295|XP_037716502.1|DSUP, LOC119552801|XP_037718566.1|DSUP, LOC119555352|XP_037722617.1|DSUP	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC119550132|XP_037714564.1|DSUP	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC119548319|XP_037711427.1|DSUP, LOC119545780|XP_037707573.1|DSUP, LOC119563325|XP_037732595.1|DSUP	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC119548851|XP_037712400.1|DSUP	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC119553732|XP_037720249.1|DSUP, LOC119560272|XP_037729566.1|DSUP	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC119558261|XP_037727536.1|DSUP	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC119552818|XP_037718594.1|DSUP, LOC119552822|XP_037718602.1|DSUP, LOC119554657|XP_037721586.1|DSUP	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC119549166|XP_037712887.1|DSUP	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC119552089|XP_037717794.1|DSUP, LOC119549711|XP_037713871.1|DSUP	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP, LOC119552690|XP_037718343.1|DSUP, LOC119549539|XP_037713615.1|DSUP	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC119547526|XP_037710347.1|DSUP, LOC119552753|XP_037718469.1|DSUP	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP, LOC119561103|XP_037730925.1|DSUP, LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC119548022|XP_037711021.1|DSUP, LOC119548023|XP_037711024.1|DSUP	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC119548267|XP_037711341.1|DSUP	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC119553324|XP_037719581.1|DSUP, LOC119553439|XP_037719757.1|DSUP, LOC119554910|XP_037721940.1|DSUP	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC119551522|XP_037716837.1|DSUP, LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP, LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC119556622|XP_037724870.1|DSUP, LOC119557771|XP_037726597.1|DSUP, LOC119547880|XP_037710844.1|DSUP, LOC119560721|XP_037730266.1|DSUP, LOC119547804|XP_037710747.1|DSUP	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC119548737|XP_037712180.1|DSUP	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC119548739|XP_037712182.1|DSUP, LOC119548738|XP_037712181.1|DSUP	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC119548691|XP_037712083.1|DSUP, LOC119548692|XP_037712084.1|DSUP, LOC119548694|XP_037712085.1|DSUP, LOC119548696|XP_037712087.1|DSUP	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP, LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC119560592|XP_037730045.1|DSUP, LOC119560299|XP_037729598.1|DSUP, LOC119560412|XP_037729775.1|DSUP	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC119558090|XP_037727226.1|DSUP	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC119549174|XP_037712903.1|DSUP	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC119558144|XP_037727305.1|DSUP, LOC119558145|XP_037727306.1|DSUP, LOC119553744|XP_037720273.1|DSUP, LOC119548132|XP_037711160.1|DSUP, LOC119548142|XP_037711171.1|DSUP	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC119546481|XP_037708701.1|DSUP, LOC119556222|XP_037724134.1|DSUP, LOC119550845|XP_037715740.1|DSUP, LOC119548272|XP_037711351.1|DSUP	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC119551627|XP_037716977.1|DSUP, LOC119560279|XP_037729580.1|DSUP, LOC119560576|XP_037730025.1|DSUP, LOC119560577|XP_037730026.1|DSUP, LOC119560581|XP_037730032.1|DSUP	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC119552138|XP_037717860.1|DSUP, LOC119550293|XP_037714813.1|DSUP, LOC119550930|XP_037715876.1|DSUP, LOC119549499|XP_037713538.1|DSUP	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC119548800|XP_037712309.1|DSUP	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC119548559|XP_037711792.1|DSUP	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC119550271|XP_037714778.1|DSUP, LOC119550272|XP_037714779.1|DSUP	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC119557572|XP_037726295.1|DSUP, LOC119557571|XP_037726294.1|DSUP, LOC119557762|XP_037726586.1|DSUP, LOC119557481|XP_037726178.1|DSUP, LOC119557551|XP_037726261.1|DSUP, LOC119557538|XP_037726238.1|DSUP, LOC119557497|XP_037726196.1|DSUP, LOC119557653|XP_037726435.1|DSUP, LOC119557251|XP_037725864.1|DSUP, LOC119557711|XP_037726520.1|DSUP, LOC119557723|XP_037726533.1|DSUP, LOC119557642|XP_037726420.1|DSUP, LOC119557407|XP_037726082.1|DSUP, LOC119557534|XP_037726234.1|DSUP, LOC119557736|XP_037726549.1|DSUP, LOC119557631|XP_037726389.1|DSUP, LOC119557610|XP_037726344.1|DSUP, LOC119556183|XP_037724053.1|DSUP, LOC119557384|XP_037726057.1|DSUP, LOC119557470|XP_037726165.1|DSUP, LOC119557379|XP_037726051.1|DSUP, LOC119557442|XP_037726132.1|DSUP, LOC119557526|XP_037726228.1|DSUP, LOC119557445|XP_037726134.1|DSUP, LOC119557514|XP_037726215.1|DSUP, LOC119556405|XP_037724516.1|DSUP, LOC119557474|XP_037726170.1|DSUP, LOC119557540|XP_037726239.1|DSUP, LOC119557608|XP_037726341.1|DSUP, LOC119557394|XP_037726067.1|DSUP, LOC119558139|XP_037727303.1|DSUP, LOC119547190|XP_037709853.1|DSUP	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP, LOC119560124|XP_037729403.1|DSUP, LOC119560338|XP_037729658.1|DSUP	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC119551463|XP_037716744.1|DSUP, LOC119551423|XP_037716694.1|DSUP, LOC119551462|XP_037716742.1|DSUP, LOC119560202|XP_037729493.1|DSUP	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC119557955|XP_037726918.1|DSUP, LOC119553670|XP_037720111.1|DSUP, LOC119547470|XP_037710284.1|DSUP, LOC119557954|XP_037726917.1|DSUP	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC119556354|XP_037724393.1|DSUP	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC119546979|XP_037709556.1|DSUP, LOC119546922|XP_037709481.1|DSUP, LOC119563530|XP_037732929.1|DSUP	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC119559860|XP_037728894.1|DSUP	LOC120419432|XP_039438078.1|CPIP
OG0000136	LOC119561849|XP_037731259.1|DSUP	LOC120422506|XP_039441895.1|CPIP
OG0000137	LOC119559842|XP_037728864.1|DSUP	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC119555060|XP_037722187.1|DSUP	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	LOC119558198|XP_037727413.1|DSUP	LOC120423772|XP_039443625.1|CPIP
OG0000139	LOC119547277|XP_037709986.1|DSUP, LOC119555925|XP_037723552.1|DSUP, LOC119555253|XP_037722480.1|DSUP, LOC119546022|XP_037707963.1|DSUP, LOC119554321|XP_037721110.1|DSUP, LOC119550237|XP_037714735.1|DSUP, LOC119560183|XP_037729473.1|DSUP, LOC119547479|XP_037710292.1|DSUP, LOC119546054|XP_037708046.1|DSUP	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC119548811|XP_037712332.1|DSUP	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC119555047|XP_037722164.1|DSUP, LOC119555048|XP_037722168.1|DSUP, LOC119555046|XP_037722161.1|DSUP, LOC119555049|XP_037722169.1|DSUP, LOC119555266|XP_037722499.1|DSUP	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC119547720|XP_037710630.1|DSUP	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC119562486|XP_037731616.1|DSUP	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC119556727|XP_037725053.1|DSUP	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC119552560|XP_037718109.1|DSUP	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC119552561|XP_037718110.1|DSUP	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC119557850|XP_037726766.1|DSUP	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC119557261|XP_037725874.1|DSUP	LOC120421600|XP_039440761.1|CPIP
OG0000145	LOC119556997|XP_037725455.1|DSUP, LOC119546230|XP_037708302.1|DSUP, LOC119548786|XP_037712280.1|DSUP	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC119547292|XP_037710007.1|DSUP	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC119560817|XP_037730390.1|DSUP, LOC119560818|XP_037730391.1|DSUP	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC119546802|XP_037709309.1|DSUP	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC119546189|XP_037708243.1|DSUP	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC119561741|XP_037731150.1|DSUP, LOC119548892|XP_037712478.1|DSUP, LOC119556424|XP_037724568.1|DSUP	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC119563445|XP_037732767.1|DSUP, LOC119547091|XP_037709723.1|DSUP, LOC119555351|XP_037722620.1|DSUP, LOC119563444|XP_037732766.1|DSUP, LOC119553148|XP_037719296.1|DSUP	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC119561111|XP_037730948.1|DSUP, LOC119561112|XP_037730951.1|DSUP, LOC119561110|XP_037730947.1|DSUP	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC119550964|XP_037715928.1|DSUP, LOC119550973|XP_037715939.1|DSUP, LOC119553162|XP_037719324.1|DSUP	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC119554318|XP_037721108.1|DSUP, LOC119554751|XP_037721707.1|DSUP, LOC119554018|XP_037720662.1|DSUP	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000156	LOC119559667|XP_037728652.1|DSUP, LOC119562444|XP_037731557.1|DSUP, LOC119548160|XP_037711192.1|DSUP	LOC120422101|XP_039441388.1|CPIP
OG0000157	LOC119550533|XP_037715181.1|DSUP, LOC119550347|XP_037714894.1|DSUP	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC119549779|XP_037713969.1|DSUP, LOC119554453|XP_037721293.1|DSUP, LOC119555406|XP_037722691.1|DSUP	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC119553047|XP_037719082.1|DSUP	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC119553123|XP_037719240.1|DSUP, LOC119553840|XP_037720408.1|DSUP	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC119560316|XP_037729622.1|DSUP, LOC119559267|XP_037728264.1|DSUP, LOC119559270|XP_037728268.1|DSUP, LOC119560765|XP_037730315.1|DSUP	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC119553631|XP_037720030.1|DSUP, LOC119555557|XP_037722930.1|DSUP, LOC119547161|XP_037709815.1|DSUP, LOC119546294|XP_037708403.1|DSUP	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC119552703|XP_037718372.1|DSUP, LOC119547182|XP_037709845.1|DSUP, LOC119547696|XP_037710596.1|DSUP	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC119556348|XP_037724378.1|DSUP, LOC119556359|XP_037724449.1|DSUP, LOC119556387|XP_037724490.1|DSUP, LOC119553548|XP_037719914.1|DSUP	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC119551348|XP_037716594.1|DSUP	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC119550152|XP_037714591.1|DSUP, LOC119550289|XP_037714808.1|DSUP	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC119545788|XP_037707588.1|DSUP	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC119553174|XP_037719341.1|DSUP, LOC119560731|XP_037730273.1|DSUP	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC119548004|XP_037710994.1|DSUP, LOC119548003|XP_037710993.1|DSUP	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC119548455|XP_037711647.1|DSUP	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC119557754|XP_037726569.1|DSUP	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC119554537|XP_037721420.1|DSUP, LOC119553055|XP_037719095.1|DSUP	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC119549710|XP_037713870.1|DSUP, LOC119549707|XP_037713862.1|DSUP, LOC119551369|XP_037716619.1|DSUP, LOC119551370|XP_037716620.1|DSUP, LOC119551540|XP_037716857.1|DSUP	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC119549553|XP_037713631.1|DSUP, LOC119547824|XP_037710774.1|DSUP, LOC119550609|XP_037715361.1|DSUP	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC119548039|XP_037711047.1|DSUP	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC119549888|XP_037714127.1|DSUP	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC119556355|XP_037724390.1|DSUP	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC119555767|XP_037723351.1|DSUP	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC119558206|XP_037727431.1|DSUP	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC119550231|XP_037714726.1|DSUP, LOC119549122|XP_037712813.1|DSUP	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC119547668|XP_037710551.1|DSUP	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC119547143|XP_037709789.1|DSUP, LOC119553513|XP_037719867.1|DSUP	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC119560773|XP_037730326.1|DSUP	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC119560771|XP_037730323.1|DSUP, LOC119560772|XP_037730324.1|DSUP	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC119557416|XP_037726091.1|DSUP, LOC119563144|XP_037732329.1|DSUP, LOC119553931|XP_037720548.1|DSUP, LOC119554484|XP_037721339.1|DSUP	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC119548328|XP_037711445.1|DSUP, LOC119548327|XP_037711444.1|DSUP	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC119547237|XP_037709944.1|DSUP, LOC119549593|XP_037713680.1|DSUP, LOC119551983|XP_037717633.1|DSUP, LOC119549594|XP_037713682.1|DSUP	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC119557710|XP_037726519.1|DSUP, LOC119555878|XP_037723461.1|DSUP	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC119563258|XP_037732500.1|DSUP, LOC119559280|XP_037728276.1|DSUP, LOC119557359|XP_037726024.1|DSUP, LOC119557862|XP_037726788.1|DSUP	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC119548858|XP_037712412.1|DSUP	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC119557089|XP_037725572.1|DSUP	LOC120414346|XP_039431435.1|CPIP
